"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
"Total"	"55 years"	"55"	"1999"	"1999"			4817	2859176	168.5
	"55 years"	"55"	"2000"	"2000"	"Female"	"F"	1389	1463741	94.9
	"55 years"	"55"	"2000"	"2000"	"Male"	"M"	3214	1386859	231.7
"Total"	"55 years"	"55"	"2000"	"2000"			4603	2850600	161.5
	"55 years"	"55"	"2001"	"2001"	"Female"	"F"	1366	1464238	93.3
	"55 years"	"55"	"2001"	"2001"	"Male"	"M"	3288	1386854	237.1
"Total"	"55 years"	"55"	"2001"	"2001"			4654	2851092	163.2
	"55 years"	"55"	"2002"	"2002"	"Female"	"F"	1681	1940351	86.6
	"55 years"	"55"	"2002"	"2002"	"Male"	"M"	4045	1847760	218.9
"Total"	"55 years"	"55"	"2002"	"2002"			5726	3788111	151.2
	"55 years"	"55"	"2003"	"2003"	"Female"	"F"	1626	1848350	88.0
	"55 years"	"55"	"2003"	"2003"	"Male"	"M"	3954	1753341	225.5
"Total"	"55 years"	"55"	"2003"	"2003"			5580	3601691	154.9
	"55 years"	"55"	"2004"	"2004"	"Female"	"F"	1568	1859415	84.3
	"55 years"	"55"	"2004"	"2004"	"Male"	"M"	3821	1758586	217.3
"Total"	"55 years"	"55"	"2004"	"2004"			5389	3618001	148.9
	"55 years"	"55"	"2005"	"2005"	"Female"	"F"	1545	1923637	80.3
	"55 years"	"55"	"2005"	"2005"	"Male"	"M"	3781	1824610	207.2
"Total"	"55 years"	"55"	"2005"	"2005"			5326	3748247	142.1
	"55 years"	"55"	"2006"	"2006"	"Female"	"F"	1573	1928603	81.6
	"55 years"	"55"	"2006"	"2006"	"Male"	"M"	3714	1816409	204.5
"Total"	"55 years"	"55"	"2006"	"2006"			5287	3745012	141.2
	"55 years"	"55"	"2007"	"2007"	"Female"	"F"	1494	1970420	75.8
	"55 years"	"55"	"2007"	"2007"	"Male"	"M"	3812	1859281	205.0
"Total"	"55 years"	"55"	"2007"	"2007"			5306	3829701	138.5
	"55 years"	"55"	"2008"	"2008"	"Female"	"F"	1569	2035932	77.1
	"55 years"	"55"	"2008"	"2008"	"Male"	"M"	3899	1913592	203.8
"Total"	"55 years"	"55"	"2008"	"2008"			5468	3949524	138.4
	"55 years"	"55"	"2009"	"2009"	"Female"	"F"	1611	2099236	76.7
	"55 years"	"55"	"2009"	"2009"	"Male"	"M"	3884	1974783	196.7
"Total"	"55 years"	"55"	"2009"	"2009"			5495	4074019	134.9
	"55 years"	"55"	"2010"	"2010"	"Female"	"F"	1541	2181236	70.6
	"55 years"	"55"	"2010"	"2010"	"Male"	"M"	3819	2073473	184.2
"Total"	"55 years"	"55"	"2010"	"2010"			5360	4254709	126.0
	"55 years"	"55"	"2011"	"2011"	"Female"	"F"	1647	2187645	75.3
	"55 years"	"55"	"2011"	"2011"	"Male"	"M"	3953	2076344	190.4
"Total"	"55 years"	"55"	"2011"	"2011"			5600	4263989	131.3
	"55 years"	"55"	"2012"	"2012"	"Female"	"F"	1667	2251970	74.0
	"55 years"	"55"	"2012"	"2012"	"Male"	"M"	4160	2141280	194.3
"Total"	"55 years"	"55"	"2012"	"2012"			5827	4393250	132.6
	"55 years"	"55"	"2013"	"2013"	"Female"	"F"	1659	2260195	73.4
	"55 years"	"55"	"2013"	"2013"	"Male"	"M"	4059	2154967	188.4
"Total"	"55 years"	"55"	"2013"	"2013"			5718	4415162	129.5
	"55 years"	"55"	"2014"	"2014"	"Female"	"F"	1760	2263367	77.8
	"55 years"	"55"	"2014"	"2014"	"Male"	"M"	4021	2158258	186.3
"Total"	"55 years"	"55"	"2014"	"2014"			5781	4421625	130.7
	"55 years"	"55"	"2015"	"2015"	"Female"	"F"	1793	2324887	77.1
	"55 years"	"55"	"2015"	"2015"	"Male"	"M"	3985	2228498	178.8
"Total"	"55 years"	"55"	"2015"	"2015"			5778	4553385	126.9
	"55 years"	"55"	"2016"	"2016"	"Female"	"F"	1797	2297597	78.2
	"55 years"	"55"	"2016"	"2016"	"Male"	"M"	4145	2186968	189.5
"Total"	"55 years"	"55"	"2016"	"2016"			5942	4484565	132.5
	"55 years"	"55"	"2017"	"2017"	"Female"	"F"	1768	2258814	78.3
	"55 years"	"55"	"2017"	"2017"	"Male"	"M"	4081	2154452	189.4
"Total"	"55 years"	"55"	"2017"	"2017"			5849	4413266	132.5
	"55 years"	"55"	"2018"	"2018"	"Female"	"F"	1660	2248963	73.8
	"55 years"	"55"	"2018"	"2018"	"Male"	"M"	4017	2145020	187.3
"Total"	"55 years"	"55"	"2018"	"2018"			5677	4393983	129.2
	"55 years"	"55"	"2019"	"2019"	"Female"	"F"	1637	2236979	73.2
	"55 years"	"55"	"2019"	"2019"	"Male"	"M"	3827	2137586	179.0
"Total"	"55 years"	"55"	"2019"	"2019"			5464	4374565	124.9
"Total"	"55 years"	"55"					114647	82883673	138.3
	"56 years"	"56"	"1999"	"1999"	"Female"	"F"	1626	1510736	107.6
	"56 years"	"56"	"1999"	"1999"	"Male"	"M"	3754	1423773	263.7
"Total"	"56 years"	"56"	"1999"	"1999"			5380	2934509	183.3
	"56 years"	"56"	"2000"	"2000"	"Female"	"F"	1543	1462265	105.5
	"56 years"	"56"	"2000"	"2000"	"Male"	"M"	3594	1375187	261.3
"Total"	"56 years"	"56"	"2000"	"2000"			5137	2837452	181.0
	"56 years"	"56"	"2001"	"2001"	"Female"	"F"	1521	1463829	103.9
	"56 years"	"56"	"2001"	"2001"	"Male"	"M"	3421	1383009	247.4
"Total"	"56 years"	"56"	"2001"	"2001"			4942	2846838	173.6
	"56 years"	"56"	"2002"	"2002"	"Female"	"F"	1513	1463840	103.4
	"56 years"	"56"	"2002"	"2002"	"Male"	"M"	3587	1382872	259.4
"Total"	"56 years"	"56"	"2002"	"2002"			5100	2846712	179.2
	"56 years"	"56"	"2003"	"2003"	"Female"	"F"	1826	1941139	94.1
	"56 years"	"56"	"2003"	"2003"	"Male"	"M"	4341	1844529	235.3
"Total"	"56 years"	"56"	"2003"	"2003"			6167	3785668	162.9
	"56 years"	"56"	"2004"	"2004"	"Female"	"F"	1773	1850723	95.8
	"56 years"	"56"	"2004"	"2004"	"Male"	"M"	4050	1753133	231.0
"Total"	"56 years"	"56"	"2004"	"2004"			5823	3603856	161.6
	"56 years"	"56"	"2005"	"2005"	"Female"	"F"	1666	1863943	89.4
	"56 years"	"56"	"2005"	"2005"	"Male"	"M"	4014	1761297	227.9
"Total"	"56 years"	"56"	"2005"	"2005"			5680	3625240	156.7
	"56 years"	"56"	"2006"	"2006"	"Female"	"F"	1616	1930335	83.7
	"56 years"	"56"	"2006"	"2006"	"Male"	"M"	3943	1830564	215.4
"Total"	"56 years"	"56"	"2006"	"2006"			5559	3760899	147.8
	"56 years"	"56"	"2007"	"2007"	"Female"	"F"	1683	1936853	86.9
	"56 years"	"56"	"2007"	"2007"	"Male"	"M"	4023	1824531	220.5
"Total"	"56 years"	"56"	"2007"	"2007"			5706	3761384	151.7
	"56 years"	"56"	"2008"	"2008"	"Female"	"F"	1666	1980548	84.1
	"56 years"	"56"	"2008"	"2008"	"Male"	"M"	3960	1870156	211.7
"Total"	"56 years"	"56"	"2008"	"2008"			5626	3850704	146.1
	"56 years"	"56"	"2009"	"2009"	"Female"	"F"	1706	2048144	83.3
	"56 years"	"56"	"2009"	"2009"	"Male"	"M"	4008	1927719	207.9
"Total"	"56 years"	"56"	"2009"	"2009"			5714	3975863	143.7
	"56 years"	"56"	"2010"	"2010"	"Female"	"F"	1640	2081372	78.8
	"56 years"	"56"	"2010"	"2010"	"Male"	"M"	4152	1956141	212.3
"Total"	"56 years"	"56"	"2010"	"2010"			5792	4037513	143.5
	"56 years"	"56"	"2011"	"2011"	"Female"	"F"	1701	2173959	78.2
	"56 years"	"56"	"2011"	"2011"	"Male"	"M"	4157	2058561	201.9
"Total"	"56 years"	"56"	"2011"	"2011"			5858	4232520	138.4
	"56 years"	"56"	"2012"	"2012"	"Female"	"F"	1774	2179804	81.4
	"56 years"	"56"	"2012"	"2012"	"Male"	"M"	4243	2060591	205.9
"Total"	"56 years"	"56"	"2012"	"2012"			6017	4240395	141.9
	"56 years"	"56"	"2013"	"2013"	"Female"	"F"	1837	2243717	81.9
	"56 years"	"56"	"2013"	"2013"	"Male"	"M"	4321	2125826	203.3
"Total"	"56 years"	"56"	"2013"	"2013"			6158	4369543	140.9
	"56 years"	"56"	"2014"	"2014"	"Female"	"F"	1881	2254749	83.4
	"56 years"	"56"	"2014"	"2014"	"Male"	"M"	4308	2140722	201.2
"Total"	"56 years"	"56"	"2014"	"2014"			6189	4395471	140.8
	"56 years"	"56"	"2015"	"2015"	"Female"	"F"	1871	2255835	82.9
	"56 years"	"56"	"2015"	"2015"	"Male"	"M"	4297	2143285	200.5
"Total"	"56 years"	"56"	"2015"	"2015"			6168	4399120	140.2
	"56 years"	"56"	"2016"	"2016"	"Female"	"F"	1943	2311661	84.1
	"56 years"	"56"	"2016"	"2016"	"Male"	"M"	4329	2207097	196.1
"Total"	"56 years"	"56"	"2016"	"2016"			6272	4518758	138.8
	"56 years"	"56"	"2017"	"2017"	"Female"	"F"	1966	2290060	85.8
	"56 years"	"56"	"2017"	"2017"	"Male"	"M"	4428	2171286	203.9
"Total"	"56 years"	"56"	"2017"	"2017"			6394	4461346	143.3
	"56 years"	"56"	"2018"	"2018"	"Female"	"F"	1875	2244572	83.5
	"56 years"	"56"	"2018"	"2018"	"Male"	"M"	4452	2132558	208.8
"Total"	"56 years"	"56"	"2018"	"2018"			6327	4377130	144.5
	"56 years"	"56"	"2019"	"2019"	"Female"	"F"	1843	2235893	82.4
	"56 years"	"56"	"2019"	"2019"	"Male"	"M"	4282	2125123	201.5
"Total"	"56 years"	"56"	"2019"	"2019"			6125	4361016	140.4
"Total"	"56 years"	"56"					122134	81221937	150.4
	"57 years"	"57"	"1999"	"1999"	"Female"	"F"	1585	1327155	119.4
	"57 years"	"57"	"1999"	"1999"	"Male"	"M"	3633	1234061	294.4
"Total"	"57 years"	"57"	"1999"	"1999"			5218	2561216	203.7
	"57 years"	"57"	"2000"	"2000"	"Female"	"F"	1770	1479824	119.6
	"57 years"	"57"	"2000"	"2000"	"Male"	"M"	3954	1384196	285.7
"Total"	"57 years"	"57"	"2000"	"2000"			5724	2864020	199.9
	"57 years"	"57"	"2001"	"2001"	"Female"	"F"	1687	1447922	116.5
	"57 years"	"57"	"2001"	"2001"	"Male"	"M"	3837	1357485	282.7
"Total"	"57 years"	"57"	"2001"	"2001"			5524	2805407	196.9
	"57 years"	"57"	"2002"	"2002"	"Female"	"F"	1653	1459583	113.3
	"57 years"	"57"	"2002"	"2002"	"Male"	"M"	3727	1374045	271.2
"Total"	"57 years"	"57"	"2002"	"2002"			5380	2833628	189.9
	"57 years"	"57"	"2003"	"2003"	"Female"	"F"	1669	1458769	114.4
	"57 years"	"57"	"2003"	"2003"	"Male"	"M"	3575	1372827	260.4
"Total"	"57 years"	"57"	"2003"	"2003"			5244	2831596	185.2
	"57 years"	"57"	"2004"	"2004"	"Female"	"F"	1962	1933353	101.5
	"57 years"	"57"	"2004"	"2004"	"Male"	"M"	4522	1830349	247.1
"Total"	"57 years"	"57"	"2004"	"2004"			6484	3763702	172.3
	"57 years"	"57"	"2005"	"2005"	"Female"	"F"	1869	1842786	101.4
	"57 years"	"57"	"2005"	"2005"	"Male"	"M"	4369	1739222	251.2
"Total"	"57 years"	"57"	"2005"	"2005"			6238	3582008	174.1
	"57 years"	"57"	"2006"	"2006"	"Female"	"F"	1836	1855370	99.0
	"57 years"	"57"	"2006"	"2006"	"Male"	"M"	4222	1746603	241.7
"Total"	"57 years"	"57"	"2006"	"2006"			6058	3601973	168.2
	"57 years"	"57"	"2007"	"2007"	"Female"	"F"	1760	1920539	91.6
	"57 years"	"57"	"2007"	"2007"	"Male"	"M"	4249	1814344	234.2
"Total"	"57 years"	"57"	"2007"	"2007"			6009	3734883	160.9
	"57 years"	"57"	"2008"	"2008"	"Female"	"F"	1755	1926122	91.1
	"57 years"	"57"	"2008"	"2008"	"Male"	"M"	4195	1807079	232.1
"Total"	"57 years"	"57"	"2008"	"2008"			5950	3733201	159.4
	"57 years"	"57"	"2009"	"2009"	"Female"	"F"	1728	1968595	87.8
	"57 years"	"57"	"2009"	"2009"	"Male"	"M"	4290	1851260	231.7
"Total"	"57 years"	"57"	"2009"	"2009"			6018	3819855	157.5
	"57 years"	"57"	"2010"	"2010"	"Female"	"F"	1756	2031031	86.5
	"57 years"	"57"	"2010"	"2010"	"Male"	"M"	4292	1905355	225.3
"Total"	"57 years"	"57"	"2010"	"2010"			6048	3936386	153.6
	"57 years"	"57"	"2011"	"2011"	"Female"	"F"	1935	2098676	92.2
	"57 years"	"57"	"2011"	"2011"	"Male"	"M"	4312	1967413	219.2
"Total"	"57 years"	"57"	"2011"	"2011"			6247	4066089	153.6
	"57 years"	"57"	"2012"	"2012"	"Female"	"F"	1863	2165714	86.0
	"57 years"	"57"	"2012"	"2012"	"Male"	"M"	4488	2041891	219.8
"Total"	"57 years"	"57"	"2012"	"2012"			6351	4207605	150.9
	"57 years"	"57"	"2013"	"2013"	"Female"	"F"	1990	2171182	91.7
	"57 years"	"57"	"2013"	"2013"	"Male"	"M"	4516	2044395	220.9
"Total"	"57 years"	"57"	"2013"	"2013"			6506	4215577	154.3
	"57 years"	"57"	"2014"	"2014"	"Female"	"F"	1999	2237030	89.4
	"57 years"	"57"	"2014"	"2014"	"Male"	"M"	4779	2110149	226.5
"Total"	"57 years"	"57"	"2014"	"2014"			6778	4347179	155.9
	"57 years"	"57"	"2015"	"2015"	"Female"	"F"	2020	2246694	89.9
	"57 years"	"57"	"2015"	"2015"	"Male"	"M"	4754	2124551	223.8
"Total"	"57 years"	"57"	"2015"	"2015"			6774	4371245	155.0
	"57 years"	"57"	"2016"	"2016"	"Female"	"F"	2088	2241986	93.1
	"57 years"	"57"	"2016"	"2016"	"Male"	"M"	4806	2120821	226.6
"Total"	"57 years"	"57"	"2016"	"2016"			6894	4362807	158.0
	"57 years"	"57"	"2017"	"2017"	"Female"	"F"	2189	2303341	95.0
	"57 years"	"57"	"2017"	"2017"	"Male"	"M"	4809	2190232	219.6
"Total"	"57 years"	"57"	"2017"	"2017"			6998	4493573	155.7
	"57 years"	"57"	"2018"	"2018"	"Female"	"F"	2068	2274643	90.9
	"57 years"	"57"	"2018"	"2018"	"Male"	"M"	4706	2148167	219.1
"Total"	"57 years"	"57"	"2018"	"2018"			6774	4422810	153.2
	"57 years"	"57"	"2019"	"2019"	"Female"	"F"	2017	2230590	90.4
	"57 years"	"57"	"2019"	"2019"	"Male"	"M"	4747	2111795	224.8
"Total"	"57 years"	"57"	"2019"	"2019"			6764	4342385	155.8
"Total"	"57 years"	"57"					129981	78897145	164.7
	"58 years"	"58"	"1999"	"1999"	"Female"	"F"	1776	1252109	141.8
	"58 years"	"58"	"1999"	"1999"	"Male"	"M"	3873	1160403	333.8
"Total"	"58 years"	"58"	"1999"	"1999"			5649	2412512	234.2
	"58 years"	"58"	"2000"	"2000"	"Female"	"F"	1805	1317443	137.0
	"58 years"	"58"	"2000"	"2000"	"Male"	"M"	4044	1222709	330.7
"Total"	"58 years"	"58"	"2000"	"2000"			5849	2540152	230.3
	"58 years"	"58"	"2001"	"2001"	"Female"	"F"	1911	1500388	127.4
	"58 years"	"58"	"2001"	"2001"	"Male"	"M"	4158	1399744	297.1
"Total"	"58 years"	"58"	"2001"	"2001"			6069	2900132	209.3
	"58 years"	"58"	"2002"	"2002"	"Female"	"F"	1854	1444145	128.4
	"58 years"	"58"	"2002"	"2002"	"Male"	"M"	3987	1348687	295.6
"Total"	"58 years"	"58"	"2002"	"2002"			5841	2792832	209.1
	"58 years"	"58"	"2003"	"2003"	"Female"	"F"	1867	1456110	128.2
	"58 years"	"58"	"2003"	"2003"	"Male"	"M"	3923	1365498	287.3
"Total"	"58 years"	"58"	"2003"	"2003"			5790	2821608	205.2
	"58 years"	"58"	"2004"	"2004"	"Female"	"F"	1774	1455355	121.9
	"58 years"	"58"	"2004"	"2004"	"Male"	"M"	3718	1364399	272.5
"Total"	"58 years"	"58"	"2004"	"2004"			5492	2819754	194.8
	"58 years"	"58"	"2005"	"2005"	"Female"	"F"	2063	1929365	106.9
	"58 years"	"58"	"2005"	"2005"	"Male"	"M"	4687	1819296	257.6
"Total"	"58 years"	"58"	"2005"	"2005"			6750	3748661	180.1
	"58 years"	"58"	"2006"	"2006"	"Female"	"F"	2031	1839667	110.4
	"58 years"	"58"	"2006"	"2006"	"Male"	"M"	4615	1728992	266.9
"Total"	"58 years"	"58"	"2006"	"2006"			6646	3568659	186.2
	"58 years"	"58"	"2007"	"2007"	"Female"	"F"	1885	1852510	101.8
	"58 years"	"58"	"2007"	"2007"	"Male"	"M"	4409	1736443	253.9
"Total"	"58 years"	"58"	"2007"	"2007"			6294	3588953	175.4
	"58 years"	"58"	"2008"	"2008"	"Female"	"F"	1915	1918225	99.8
	"58 years"	"58"	"2008"	"2008"	"Male"	"M"	4420	1804202	245.0
"Total"	"58 years"	"58"	"2008"	"2008"			6335	3722427	170.2
	"58 years"	"58"	"2009"	"2009"	"Female"	"F"	1901	1924101	98.8
	"58 years"	"58"	"2009"	"2009"	"Male"	"M"	4375	1797118	243.4
"Total"	"58 years"	"58"	"2009"	"2009"			6276	3721219	168.7
	"58 years"	"58"	"2010"	"2010"	"Female"	"F"	1885	1960120	96.2
	"58 years"	"58"	"2010"	"2010"	"Male"	"M"	4613	1834808	251.4
"Total"	"58 years"	"58"	"2010"	"2010"			6498	3794928	171.2
	"58 years"	"58"	"2011"	"2011"	"Female"	"F"	1891	2026114	93.3
	"58 years"	"58"	"2011"	"2011"	"Male"	"M"	4454	1892452	235.4
"Total"	"58 years"	"58"	"2011"	"2011"			6345	3918566	161.9
	"58 years"	"58"	"2012"	"2012"	"Female"	"F"	2109	2089942	100.9
	"58 years"	"58"	"2012"	"2012"	"Male"	"M"	4517	1950176	231.6
"Total"	"58 years"	"58"	"2012"	"2012"			6626	4040118	164.0
	"58 years"	"58"	"2013"	"2013"	"Female"	"F"	2069	2156648	95.9
	"58 years"	"58"	"2013"	"2013"	"Male"	"M"	4809	2024760	237.5
"Total"	"58 years"	"58"	"2013"	"2013"			6878	4181408	164.5
	"58 years"	"58"	"2014"	"2014"	"Female"	"F"	2055	2163798	95.0
	"58 years"	"58"	"2014"	"2014"	"Male"	"M"	4842	2027959	238.8
"Total"	"58 years"	"58"	"2014"	"2014"			6897	4191757	164.5
	"58 years"	"58"	"2015"	"2015"	"Female"	"F"	2272	2228294	102.0
	"58 years"	"58"	"2015"	"2015"	"Male"	"M"	4950	2092228	236.6
"Total"	"58 years"	"58"	"2015"	"2015"			7222	4320522	167.2
	"58 years"	"58"	"2016"	"2016"	"Female"	"F"	2175	2232174	97.4
	"58 years"	"58"	"2016"	"2016"	"Male"	"M"	5052	2100779	240.5
"Total"	"58 years"	"58"	"2016"	"2016"			7227	4332953	166.8
	"58 years"	"58"	"2017"	"2017"	"Female"	"F"	2209	2232903	98.9
	"58 years"	"58"	"2017"	"2017"	"Male"	"M"	4977	2102988	236.7
"Total"	"58 years"	"58"	"2017"	"2017"			7186	4335891	165.7
	"58 years"	"58"	"2018"	"2018"	"Female"	"F"	2173	2287131	95.0
	"58 years"	"58"	"2018"	"2018"	"Male"	"M"	5268	2165907	243.2
"Total"	"58 years"	"58"	"2018"	"2018"			7441	4453038	167.1
	"58 years"	"58"	"2019"	"2019"	"Female"	"F"	2242	2259796	99.2
	"58 years"	"58"	"2019"	"2019"	"Male"	"M"	5095	2125774	239.7
"Total"	"58 years"	"58"	"2019"	"2019"			7337	4385570	167.3
"Total"	"58 years"	"58"					136648	76591660	178.4
	"59 years"	"59"	"1999"	"1999"	"Female"	"F"	1866	1206474	154.7
	"59 years"	"59"	"1999"	"1999"	"Male"	"M"	3900	1110934	351.1
"Total"	"59 years"	"59"	"1999"	"1999"			5766	2317408	248.8
	"59 years"	"59"	"2000"	"2000"	"Female"	"F"	1900	1237235	153.6
	"59 years"	"59"	"2000"	"2000"	"Male"	"M"	3958	1139778	347.3
"Total"	"59 years"	"59"	"2000"	"2000"			5858	2377013	246.4
	"59 years"	"59"	"2001"	"2001"	"Female"	"F"	1953	1333019	146.5
	"59 years"	"59"	"2001"	"2001"	"Male"	"M"	3981	1232487	323.0
"Total"	"59 years"	"59"	"2001"	"2001"			5934	2565506	231.3
	"59 years"	"59"	"2002"	"2002"	"Female"	"F"	2111	1494071	141.3
	"59 years"	"59"	"2002"	"2002"	"Male"	"M"	4509	1387713	324.9
"Total"	"59 years"	"59"	"2002"	"2002"			6620	2881784	229.7
	"59 years"	"59"	"2003"	"2003"	"Female"	"F"	2015	1437588	140.2
	"59 years"	"59"	"2003"	"2003"	"Male"	"M"	4352	1336406	325.6
"Total"	"59 years"	"59"	"2003"	"2003"			6367	2773994	229.5
	"59 years"	"59"	"2004"	"2004"	"Female"	"F"	1882	1449103	129.9
	"59 years"	"59"	"2004"	"2004"	"Male"	"M"	3833	1352760	283.3
"Total"	"59 years"	"59"	"2004"	"2004"			5715	2801863	204.0
	"59 years"	"59"	"2005"	"2005"	"Female"	"F"	1870	1448128	129.1
	"59 years"	"59"	"2005"	"2005"	"Male"	"M"	4076	1350936	301.7
"Total"	"59 years"	"59"	"2005"	"2005"			5946	2799064	212.4
	"59 years"	"59"	"2006"	"2006"	"Female"	"F"	2360	1919090	123.0
	"59 years"	"59"	"2006"	"2006"	"Male"	"M"	4979	1801227	276.4
"Total"	"59 years"	"59"	"2006"	"2006"			7339	3720317	197.3
	"59 years"	"59"	"2007"	"2007"	"Female"	"F"	2098	1829151	114.7
	"59 years"	"59"	"2007"	"2007"	"Male"	"M"	4568	1710700	267.0
"Total"	"59 years"	"59"	"2007"	"2007"			6666	3539851	188.3
	"59 years"	"59"	"2008"	"2008"	"Female"	"F"	2062	1841411	112.0
	"59 years"	"59"	"2008"	"2008"	"Male"	"M"	4615	1717301	268.7
"Total"	"59 years"	"59"	"2008"	"2008"			6677	3558712	187.6
	"59 years"	"59"	"2009"	"2009"	"Female"	"F"	1934	1906141	101.5
	"59 years"	"59"	"2009"	"2009"	"Male"	"M"	4517	1783506	253.3
"Total"	"59 years"	"59"	"2009"	"2009"			6451	3689647	174.8
	"59 years"	"59"	"2010"	"2010"	"Female"	"F"	1991	1887398	105.5
	"59 years"	"59"	"2010"	"2010"	"Male"	"M"	4608	1753871	262.7
"Total"	"59 years"	"59"	"2010"	"2010"			6599	3641269	181.2
	"59 years"	"59"	"2011"	"2011"	"Female"	"F"	2090	1953103	107.0
	"59 years"	"59"	"2011"	"2011"	"Male"	"M"	4744	1821281	260.5
"Total"	"59 years"	"59"	"2011"	"2011"			6834	3774384	181.1
	"59 years"	"59"	"2012"	"2012"	"Female"	"F"	2114	2016678	104.8
	"59 years"	"59"	"2012"	"2012"	"Male"	"M"	4755	1874471	253.7
"Total"	"59 years"	"59"	"2012"	"2012"			6869	3891149	176.5
	"59 years"	"59"	"2013"	"2013"	"Female"	"F"	2103	2080306	101.1
	"59 years"	"59"	"2013"	"2013"	"Male"	"M"	5029	1932434	260.2
"Total"	"59 years"	"59"	"2013"	"2013"			7132	4012740	177.7
	"59 years"	"59"	"2014"	"2014"	"Female"	"F"	2269	2148517	105.6
	"59 years"	"59"	"2014"	"2014"	"Male"	"M"	5102	2006900	254.2
"Total"	"59 years"	"59"	"2014"	"2014"			7371	4155417	177.4
	"59 years"	"59"	"2015"	"2015"	"Female"	"F"	2317	2154665	107.5
	"59 years"	"59"	"2015"	"2015"	"Male"	"M"	5224	2009005	260.0
"Total"	"59 years"	"59"	"2015"	"2015"			7541	4163670	181.1
	"59 years"	"59"	"2016"	"2016"	"Female"	"F"	2409	2213284	108.8
	"59 years"	"59"	"2016"	"2016"	"Male"	"M"	5398	2067741	261.1
"Total"	"59 years"	"59"	"2016"	"2016"			7807	4281025	182.4
	"59 years"	"59"	"2017"	"2017"	"Female"	"F"	2492	2222318	112.1
	"59 years"	"59"	"2017"	"2017"	"Male"	"M"	5473	2081562	262.9
"Total"	"59 years"	"59"	"2017"	"2017"			7965	4303880	185.1
	"59 years"	"59"	"2018"	"2018"	"Female"	"F"	2337	2216349	105.4
	"59 years"	"59"	"2018"	"2018"	"Male"	"M"	5531	2077675	266.2
"Total"	"59 years"	"59"	"2018"	"2018"			7868	4294024	183.2
	"59 years"	"59"	"2019"	"2019"	"Female"	"F"	2413	2271644	106.2
	"59 years"	"59"	"2019"	"2019"	"Male"	"M"	5502	2142211	256.8
"Total"	"59 years"	"59"	"2019"	"2019"			7915	4413855	179.3
"Total"	"59 years"	"59"					143240	73956572	193.7
	"60 years"	"60"	"1999"	"1999"	"Female"	"F"	2068	1205799	171.5
	"60 years"	"60"	"1999"	"1999"	"Male"	"M"	4130	1107631	372.9
"Total"	"60 years"	"60"	"1999"	"1999"			6198	2313430	267.9
	"60 years"	"60"	"2000"	"2000"	"Female"	"F"	1976	1208384	163.5
	"60 years"	"60"	"2000"	"2000"	"Male"	"M"	4112	1111560	369.9
"Total"	"60 years"	"60"	"2000"	"2000"			6088	2319944	262.4
	"60 years"	"60"	"2001"	"2001"	"Female"	"F"	1985	1241416	159.9
	"60 years"	"60"	"2001"	"2001"	"Male"	"M"	4165	1138884	365.7
"Total"	"60 years"	"60"	"2001"	"2001"			6150	2380300	258.4
	"60 years"	"60"	"2002"	"2002"	"Female"	"F"	2048	1323400	154.8
	"60 years"	"60"	"2002"	"2002"	"Male"	"M"	4369	1217335	358.9
"Total"	"60 years"	"60"	"2002"	"2002"			6417	2540735	252.6
	"60 years"	"60"	"2003"	"2003"	"Female"	"F"	2358	1481214	159.2
	"60 years"	"60"	"2003"	"2003"	"Male"	"M"	4808	1368194	351.4
"Total"	"60 years"	"60"	"2003"	"2003"			7166	2849408	251.5
	"60 years"	"60"	"2004"	"2004"	"Female"	"F"	2041	1423305	143.4
	"60 years"	"60"	"2004"	"2004"	"Male"	"M"	4351	1315754	330.7
"Total"	"60 years"	"60"	"2004"	"2004"			6392	2739059	233.4
	"60 years"	"60"	"2005"	"2005"	"Female"	"F"	2065	1433435	144.1
	"60 years"	"60"	"2005"	"2005"	"Male"	"M"	4335	1330174	325.9
"Total"	"60 years"	"60"	"2005"	"2005"			6400	2763609	231.6
	"60 years"	"60"	"2006"	"2006"	"Female"	"F"	1982	1430756	138.5
	"60 years"	"60"	"2006"	"2006"	"Male"	"M"	4312	1326336	325.1
"Total"	"60 years"	"60"	"2006"	"2006"			6294	2757092	228.3
	"60 years"	"60"	"2007"	"2007"	"Female"	"F"	2403	1893411	126.9
	"60 years"	"60"	"2007"	"2007"	"Male"	"M"	5139	1766043	291.0
"Total"	"60 years"	"60"	"2007"	"2007"			7542	3659454	206.1
	"60 years"	"60"	"2008"	"2008"	"Female"	"F"	2345	1802265	130.1
	"60 years"	"60"	"2008"	"2008"	"Male"	"M"	5061	1674280	302.3
"Total"	"60 years"	"60"	"2008"	"2008"			7406	3476545	213.0
	"60 years"	"60"	"2009"	"2009"	"Female"	"F"	2203	1811564	121.6
	"60 years"	"60"	"2009"	"2009"	"Male"	"M"	4881	1677738	290.9
"Total"	"60 years"	"60"	"2009"	"2009"			7084	3489302	203.0
	"60 years"	"60"	"2010"	"2010"	"Female"	"F"	2134	1875624	113.8
	"60 years"	"60"	"2010"	"2010"	"Male"	"M"	4708	1745507	269.7
"Total"	"60 years"	"60"	"2010"	"2010"			6842	3621131	188.9
	"60 years"	"60"	"2011"	"2011"	"Female"	"F"	2131	1903293	112.0
