"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
"Total"	"12 years"	"12"	"2015"	"2015"			6	4101021	Unreliable
	"12 years"	"12"	"2016"	"2016"	"Female"	"F"	5	2028493	Unreliable
	"12 years"	"12"	"2016"	"2016"	"Male"	"M"	3	2111065	Unreliable
"Total"	"12 years"	"12"	"2016"	"2016"			8	4139558	Unreliable
	"12 years"	"12"	"2017"	"2017"	"Female"	"F"	2	2029693	Unreliable
	"12 years"	"12"	"2017"	"2017"	"Male"	"M"	1	2116260	Unreliable
"Total"	"12 years"	"12"	"2017"	"2017"			3	4145953	Unreliable
	"12 years"	"12"	"2018"	"2018"	"Female"	"F"	5	2038862	Unreliable
	"12 years"	"12"	"2018"	"2018"	"Male"	"M"	3	2129623	Unreliable
"Total"	"12 years"	"12"	"2018"	"2018"			8	4168485	Unreliable
	"12 years"	"12"	"2019"	"2019"	"Female"	"F"	7	2058568	Unreliable
	"12 years"	"12"	"2019"	"2019"	"Male"	"M"	2	2149819	Unreliable
"Total"	"12 years"	"12"	"2019"	"2019"			9	4208387	Unreliable
"Total"	"12 years"	"12"					156	87612148	0.2
	"13 years"	"13"	"1999"	"1999"	"Female"	"F"	6	1952202	Unreliable
	"13 years"	"13"	"1999"	"1999"	"Male"	"M"	7	2051405	Unreliable
"Total"	"13 years"	"13"	"1999"	"1999"			13	4003607	Unreliable
	"13 years"	"13"	"2000"	"2000"	"Female"	"F"	3	1956842	Unreliable
	"13 years"	"13"	"2000"	"2000"	"Male"	"M"	2	2054008	Unreliable
"Total"	"13 years"	"13"	"2000"	"2000"			5	4010850	Unreliable
	"13 years"	"13"	"2001"	"2001"	"Female"	"F"	6	2006423	Unreliable
	"13 years"	"13"	"2001"	"2001"	"Male"	"M"	5	2106768	Unreliable
"Total"	"13 years"	"13"	"2001"	"2001"			11	4113191	Unreliable
	"13 years"	"13"	"2002"	"2002"	"Female"	"F"	4	2052880	Unreliable
	"13 years"	"13"	"2002"	"2002"	"Male"	"M"	13	2156145	Unreliable
"Total"	"13 years"	"13"	"2002"	"2002"			17	4209025	Unreliable
	"13 years"	"13"	"2003"	"2003"	"Female"	"F"	3	2144999	Unreliable
	"13 years"	"13"	"2003"	"2003"	"Male"	"M"	4	2256394	Unreliable
"Total"	"13 years"	"13"	"2003"	"2003"			7	4401393	Unreliable
	"13 years"	"13"	"2004"	"2004"	"Female"	"F"	6	2122487	Unreliable
	"13 years"	"13"	"2004"	"2004"	"Male"	"M"	5	2227712	Unreliable
"Total"	"13 years"	"13"	"2004"	"2004"			11	4350199	Unreliable
	"13 years"	"13"	"2005"	"2005"	"Female"	"F"	8	2104267	Unreliable
	"13 years"	"13"	"2005"	"2005"	"Male"	"M"	5	2204584	Unreliable
"Total"	"13 years"	"13"	"2005"	"2005"			13	4308851	Unreliable
	"13 years"	"13"	"2006"	"2006"	"Female"	"F"	6	2078526	Unreliable
	"13 years"	"13"	"2006"	"2006"	"Male"	"M"	7	2186207	Unreliable
"Total"	"13 years"	"13"	"2006"	"2006"			13	4264733	Unreliable
	"13 years"	"13"	"2007"	"2007"	"Female"	"F"	2	2052707	Unreliable
	"13 years"	"13"	"2007"	"2007"	"Male"	"M"	5	2154619	Unreliable
"Total"	"13 years"	"13"	"2007"	"2007"			7	4207326	Unreliable
	"13 years"	"13"	"2008"	"2008"	"Female"	"F"	3	2048464	Unreliable
	"13 years"	"13"	"2008"	"2008"	"Male"	"M"	2	2151552	Unreliable
"Total"	"13 years"	"13"	"2008"	"2008"			5	4200016	Unreliable
	"13 years"	"13"	"2009"	"2009"	"Female"	"F"	5	2033250	Unreliable
	"13 years"	"13"	"2009"	"2009"	"Male"	"M"	4	2131163	Unreliable
"Total"	"13 years"	"13"	"2009"	"2009"			9	4164413	Unreliable
	"13 years"	"13"	"2010"	"2010"	"Female"	"F"	4	2013099	Unreliable
	"13 years"	"13"	"2010"	"2010"	"Male"	"M"	5	2104914	Unreliable
"Total"	"13 years"	"13"	"2010"	"2010"			9	4118013	Unreliable
	"13 years"	"13"	"2011"	"2011"	"Female"	"F"	3	2013430	Unreliable
	"13 years"	"13"	"2011"	"2011"	"Male"	"M"	4	2108648	Unreliable
"Total"	"13 years"	"13"	"2011"	"2011"			7	4122078	Unreliable
	"13 years"	"13"	"2012"	"2012"	"Female"	"F"	5	2020062	Unreliable
	"13 years"	"13"	"2012"	"2012"	"Male"	"M"	2	2116190	Unreliable
"Total"	"13 years"	"13"	"2012"	"2012"			7	4136252	Unreliable
	"13 years"	"13"	"2013"	"2013"	"Female"	"F"	2	2059475	Unreliable
	"13 years"	"13"	"2013"	"2013"	"Male"	"M"	8	2158489	Unreliable
"Total"	"13 years"	"13"	"2013"	"2013"			10	4217964	Unreliable
	"13 years"	"13"	"2014"	"2014"	"Female"	"F"	1	2041159	Unreliable
	"13 years"	"13"	"2014"	"2014"	"Male"	"M"	6	2128187	Unreliable
"Total"	"13 years"	"13"	"2014"	"2014"			7	4169346	Unreliable
	"13 years"	"13"	"2015"	"2015"	"Female"	"F"	2	2001602	Unreliable
	"13 years"	"13"	"2015"	"2015"	"Male"	"M"	5	2082704	Unreliable
"Total"	"13 years"	"13"	"2015"	"2015"			7	4084306	Unreliable
	"13 years"	"13"	"2016"	"2016"	"Female"	"F"	2	2014600	Unreliable
	"13 years"	"13"	"2016"	"2016"	"Male"	"M"	6	2095103	Unreliable
"Total"	"13 years"	"13"	"2016"	"2016"			8	4109703	Unreliable
	"13 years"	"13"	"2017"	"2017"	"Female"	"F"	3	2035757	Unreliable
	"13 years"	"13"	"2017"	"2017"	"Male"	"M"	6	2119558	Unreliable
"Total"	"13 years"	"13"	"2017"	"2017"			9	4155315	Unreliable
	"13 years"	"13"	"2018"	"2018"	"Female"	"F"	3	2034962	Unreliable
	"13 years"	"13"	"2018"	"2018"	"Male"	"M"	3	2121925	Unreliable
"Total"	"13 years"	"13"	"2018"	"2018"			6	4156887	Unreliable
	"13 years"	"13"	"2019"	"2019"	"Female"	"F"	2	2042234	Unreliable
	"13 years"	"13"	"2019"	"2019"	"Male"	"M"	5	2132987	Unreliable
"Total"	"13 years"	"13"	"2019"	"2019"			7	4175221	Unreliable
"Total"	"13 years"	"13"					188	87678689	0.2
	"14 years"	"14"	"1999"	"1999"	"Female"	"F"	3	1955864	Unreliable
	"14 years"	"14"	"1999"	"1999"	"Male"	"M"	6	2059148	Unreliable
"Total"	"14 years"	"14"	"1999"	"1999"			9	4015012	Unreliable
	"14 years"	"14"	"2000"	"2000"	"Female"	"F"	6	1972671	Unreliable
	"14 years"	"14"	"2000"	"2000"	"Male"	"M"	10	2079560	Unreliable
"Total"	"14 years"	"14"	"2000"	"2000"			16	4052231	Unreliable
	"14 years"	"14"	"2001"	"2001"	"Female"	"F"	4	1979876	Unreliable
	"14 years"	"14"	"2001"	"2001"	"Male"	"M"	7	2079494	Unreliable
"Total"	"14 years"	"14"	"2001"	"2001"			11	4059370	Unreliable
	"14 years"	"14"	"2002"	"2002"	"Female"	"F"	7	2015047	Unreliable
	"14 years"	"14"	"2002"	"2002"	"Male"	"M"	6	2117462	Unreliable
"Total"	"14 years"	"14"	"2002"	"2002"			13	4132509	Unreliable
	"14 years"	"14"	"2003"	"2003"	"Female"	"F"	2	2058247	Unreliable
	"14 years"	"14"	"2003"	"2003"	"Male"	"M"	5	2163637	Unreliable
"Total"	"14 years"	"14"	"2003"	"2003"			7	4221884	Unreliable
	"14 years"	"14"	"2004"	"2004"	"Female"	"F"	11	2147180	Unreliable
	"14 years"	"14"	"2004"	"2004"	"Male"	"M"	9	2261079	Unreliable
"Total"	"14 years"	"14"	"2004"	"2004"			20	4408259	0.5
	"14 years"	"14"	"2005"	"2005"	"Female"	"F"	10	2122621	Unreliable
	"14 years"	"14"	"2005"	"2005"	"Male"	"M"	12	2230595	Unreliable
"Total"	"14 years"	"14"	"2005"	"2005"			22	4353216	0.5
	"14 years"	"14"	"2006"	"2006"	"Female"	"F"	7	2102559	Unreliable
	"14 years"	"14"	"2006"	"2006"	"Male"	"M"	6	2205891	Unreliable
"Total"	"14 years"	"14"	"2006"	"2006"			13	4308450	Unreliable
	"14 years"	"14"	"2007"	"2007"	"Female"	"F"	3	2074283	Unreliable
	"14 years"	"14"	"2007"	"2007"	"Male"	"M"	3	2185221	Unreliable
"Total"	"14 years"	"14"	"2007"	"2007"			6	4259504	Unreliable
	"14 years"	"14"	"2008"	"2008"	"Female"	"F"	5	2046376	Unreliable
	"14 years"	"14"	"2008"	"2008"	"Male"	"M"	6	2151718	Unreliable
"Total"	"14 years"	"14"	"2008"	"2008"			11	4198094	Unreliable
	"14 years"	"14"	"2009"	"2009"	"Female"	"F"	2	2039626	Unreliable
	"14 years"	"14"	"2009"	"2009"	"Male"	"M"	6	2146254	Unreliable
"Total"	"14 years"	"14"	"2009"	"2009"			8	4185880	Unreliable
	"14 years"	"14"	"2010"	"2010"	"Female"	"F"	2	2030439	Unreliable
	"14 years"	"14"	"2010"	"2010"	"Male"	"M"	8	2135543	Unreliable
"Total"	"14 years"	"14"	"2010"	"2010"			10	4165982	Unreliable
	"14 years"	"14"	"2011"	"2011"	"Female"	"F"	6	2018718	Unreliable
	"14 years"	"14"	"2011"	"2011"	"Male"	"M"	6	2110202	Unreliable
"Total"	"14 years"	"14"	"2011"	"2011"			12	4128920	Unreliable
	"14 years"	"14"	"2012"	"2012"	"Female"	"F"	3	2019557	Unreliable
	"14 years"	"14"	"2012"	"2012"	"Male"	"M"	7	2115717	Unreliable
"Total"	"14 years"	"14"	"2012"	"2012"			10	4135274	Unreliable
	"14 years"	"14"	"2013"	"2013"	"Female"	"F"	2	2025677	Unreliable
	"14 years"	"14"	"2013"	"2013"	"Male"	"M"	1	2121762	Unreliable
"Total"	"14 years"	"14"	"2013"	"2013"			3	4147439	Unreliable
	"14 years"	"14"	"2014"	"2014"	"Female"	"F"	3	2068252	Unreliable
	"14 years"	"14"	"2014"	"2014"	"Male"	"M"	2	2164228	Unreliable
"Total"	"14 years"	"14"	"2014"	"2014"			5	4232480	Unreliable
	"14 years"	"14"	"2015"	"2015"	"Female"	"F"	6	2049167	Unreliable
	"14 years"	"14"	"2015"	"2015"	"Male"	"M"	6	2136219	Unreliable
"Total"	"14 years"	"14"	"2015"	"2015"			12	4185386	Unreliable
	"14 years"	"14"	"2016"	"2016"	"Female"	"F"	7	2006259	Unreliable
	"14 years"	"14"	"2016"	"2016"	"Male"	"M"	3	2087472	Unreliable
"Total"	"14 years"	"14"	"2016"	"2016"			10	4093731	Unreliable
	"14 years"	"14"	"2017"	"2017"	"Female"	"F"	4	2022552	Unreliable
	"14 years"	"14"	"2017"	"2017"	"Male"	"M"	9	2104753	Unreliable
"Total"	"14 years"	"14"	"2017"	"2017"			13	4127305	Unreliable
	"14 years"	"14"	"2018"	"2018"	"Female"	"F"	5	2041460	Unreliable
	"14 years"	"14"	"2018"	"2018"	"Male"	"M"	7	2125611	Unreliable
"Total"	"14 years"	"14"	"2018"	"2018"			12	4167071	Unreliable
	"14 years"	"14"	"2019"	"2019"	"Female"	"F"	5	2038819	Unreliable
	"14 years"	"14"	"2019"	"2019"	"Male"	"M"	7	2125640	Unreliable
"Total"	"14 years"	"14"	"2019"	"2019"			12	4164459	Unreliable
"Total"	"14 years"	"14"					235	87742456	0.3
	"15 years"	"15"	"1999"	"1999"	"Female"	"F"	3	1913334	Unreliable
	"15 years"	"15"	"1999"	"1999"	"Male"	"M"	9	2025818	Unreliable
"Total"	"15 years"	"15"	"1999"	"1999"			12	3939152	Unreliable
	"15 years"	"15"	"2000"	"2000"	"Female"	"F"	5	1954277	Unreliable
	"15 years"	"15"	"2000"	"2000"	"Male"	"M"	12	2065127	Unreliable
"Total"	"15 years"	"15"	"2000"	"2000"			17	4019404	Unreliable
	"15 years"	"15"	"2001"	"2001"	"Female"	"F"	2	1987434	Unreliable
	"15 years"	"15"	"2001"	"2001"	"Male"	"M"	6	2096444	Unreliable
"Total"	"15 years"	"15"	"2001"	"2001"			8	4083878	Unreliable
	"15 years"	"15"	"2002"	"2002"	"Female"	"F"	9	1996259	Unreliable
	"15 years"	"15"	"2002"	"2002"	"Male"	"M"	9	2101617	Unreliable
"Total"	"15 years"	"15"	"2002"	"2002"			18	4097876	Unreliable
	"15 years"	"15"	"2003"	"2003"	"Female"	"F"	5	2032351	Unreliable
	"15 years"	"15"	"2003"	"2003"	"Male"	"M"	6	2140303	Unreliable
"Total"	"15 years"	"15"	"2003"	"2003"			11	4172654	Unreliable
	"15 years"	"15"	"2004"	"2004"	"Female"	"F"	4	2076760	Unreliable
	"15 years"	"15"	"2004"	"2004"	"Male"	"M"	12	2188103	Unreliable
"Total"	"15 years"	"15"	"2004"	"2004"			16	4264863	Unreliable
	"15 years"	"15"	"2005"	"2005"	"Female"	"F"	3	2168521	Unreliable
	"15 years"	"15"	"2005"	"2005"	"Male"	"M"	8	2288448	Unreliable
"Total"	"15 years"	"15"	"2005"	"2005"			11	4456969	Unreliable
	"15 years"	"15"	"2006"	"2006"	"Female"	"F"	5	2146323	Unreliable
	"15 years"	"15"	"2006"	"2006"	"Male"	"M"	7	2260192	Unreliable
"Total"	"15 years"	"15"	"2006"	"2006"			12	4406515	Unreliable
	"15 years"	"15"	"2007"	"2007"	"Female"	"F"	6	2127798	Unreliable
	"15 years"	"15"	"2007"	"2007"	"Male"	"M"	6	2236697	Unreliable
"Total"	"15 years"	"15"	"2007"	"2007"			12	4364495	Unreliable
	"15 years"	"15"	"2008"	"2008"	"Female"	"F"	4	2101218	Unreliable
	"15 years"	"15"	"2008"	"2008"	"Male"	"M"	8	2217764	Unreliable
"Total"	"15 years"	"15"	"2008"	"2008"			12	4318982	Unreliable
	"15 years"	"15"	"2009"	"2009"	"Female"	"F"	5	2074716	Unreliable
	"15 years"	"15"	"2009"	"2009"	"Male"	"M"	5	2185191	Unreliable
"Total"	"15 years"	"15"	"2009"	"2009"			10	4259907	Unreliable
	"15 years"	"15"	"2010"	"2010"	"Female"	"F"	4	2065798	Unreliable
	"15 years"	"15"	"2010"	"2010"	"Male"	"M"	5	2177022	Unreliable
"Total"	"15 years"	"15"	"2010"	"2010"			9	4242820	Unreliable
	"15 years"	"15"	"2011"	"2011"	"Female"	"F"	7	2027333	Unreliable
	"15 years"	"15"	"2011"	"2011"	"Male"	"M"	8	2129503	Unreliable
"Total"	"15 years"	"15"	"2011"	"2011"			15	4156836	Unreliable
	"15 years"	"15"	"2012"	"2012"	"Female"	"F"	5	2025654	Unreliable
	"15 years"	"15"	"2012"	"2012"	"Male"	"M"	5	2118360	Unreliable
"Total"	"15 years"	"15"	"2012"	"2012"			10	4144014	Unreliable
	"15 years"	"15"	"2013"	"2013"	"Female"	"F"	6	2025522	Unreliable
	"15 years"	"15"	"2013"	"2013"	"Male"	"M"	5	2121923	Unreliable
"Total"	"15 years"	"15"	"2013"	"2013"			11	4147445	Unreliable
	"15 years"	"15"	"2014"	"2014"	"Female"	"F"	5	2035299	Unreliable
	"15 years"	"15"	"2014"	"2014"	"Male"	"M"	5	2128424	Unreliable
"Total"	"15 years"	"15"	"2014"	"2014"			10	4163723	Unreliable
	"15 years"	"15"	"2015"	"2015"	"Female"	"F"	3	2076753	Unreliable
	"15 years"	"15"	"2015"	"2015"	"Male"	"M"	2	2172989	Unreliable
"Total"	"15 years"	"15"	"2015"	"2015"			5	4249742	Unreliable
	"15 years"	"15"	"2016"	"2016"	"Female"	"F"	2	2054841	Unreliable
	"15 years"	"15"	"2016"	"2016"	"Male"	"M"	12	2142150	Unreliable
"Total"	"15 years"	"15"	"2016"	"2016"			14	4196991	Unreliable
	"15 years"	"15"	"2017"	"2017"	"Female"	"F"	5	2015751	Unreliable
	"15 years"	"15"	"2017"	"2017"	"Male"	"M"	8	2098809	Unreliable
"Total"	"15 years"	"15"	"2017"	"2017"			13	4114560	Unreliable
	"15 years"	"15"	"2018"	"2018"	"Female"	"F"	3	2029592	Unreliable
	"15 years"	"15"	"2018"	"2018"	"Male"	"M"	9	2111626	Unreliable
"Total"	"15 years"	"15"	"2018"	"2018"			12	4141218	Unreliable
	"15 years"	"15"	"2019"	"2019"	"Female"	"F"	7	2045739	Unreliable
	"15 years"	"15"	"2019"	"2019"	"Male"	"M"	5	2129720	Unreliable
"Total"	"15 years"	"15"	"2019"	"2019"			12	4175459	Unreliable
"Total"	"15 years"	"15"					250	88117503	0.3
	"16 years"	"16"	"1999"	"1999"	"Female"	"F"	13	1948049	Unreliable
	"16 years"	"16"	"1999"	"1999"	"Male"	"M"	14	2072256	Unreliable
"Total"	"16 years"	"16"	"1999"	"1999"			27	4020305	0.7
	"16 years"	"16"	"2000"	"2000"	"Female"	"F"	6	1926439	Unreliable
	"16 years"	"16"	"2000"	"2000"	"Male"	"M"	8	2048582	Unreliable
"Total"	"16 years"	"16"	"2000"	"2000"			14	3975021	Unreliable
	"16 years"	"16"	"2001"	"2001"	"Female"	"F"	6	1992853	Unreliable
	"16 years"	"16"	"2001"	"2001"	"Male"	"M"	11	2115451	Unreliable
"Total"	"16 years"	"16"	"2001"	"2001"			17	4108304	Unreliable
	"16 years"	"16"	"2002"	"2002"	"Female"	"F"	6	2004322	Unreliable
	"16 years"	"16"	"2002"	"2002"	"Male"	"M"	13	2122639	Unreliable
"Total"	"16 years"	"16"	"2002"	"2002"			19	4126961	Unreliable
	"16 years"	"16"	"2003"	"2003"	"Female"	"F"	8	2012581	Unreliable
	"16 years"	"16"	"2003"	"2003"	"Male"	"M"	10	2126560	Unreliable
"Total"	"16 years"	"16"	"2003"	"2003"			18	4139141	Unreliable
	"16 years"	"16"	"2004"	"2004"	"Female"	"F"	5	2048548	Unreliable
	"16 years"	"16"	"2004"	"2004"	"Male"	"M"	12	2165214	Unreliable
"Total"	"16 years"	"16"	"2004"	"2004"			17	4213762	Unreliable
	"16 years"	"16"	"2005"	"2005"	"Female"	"F"	7	2094194	Unreliable
	"16 years"	"16"	"2005"	"2005"	"Male"	"M"	11	2213951	Unreliable
"Total"	"16 years"	"16"	"2005"	"2005"			18	4308145	Unreliable
	"16 years"	"16"	"2006"	"2006"	"Female"	"F"	4	2187586	Unreliable
	"16 years"	"16"	"2006"	"2006"	"Male"	"M"	10	2315411	Unreliable
"Total"	"16 years"	"16"	"2006"	"2006"			14	4502997	Unreliable
	"16 years"	"16"	"2007"	"2007"	"Female"	"F"	6	2165619	Unreliable
	"16 years"	"16"	"2007"	"2007"	"Male"	"M"	12	2286631	Unreliable
"Total"	"16 years"	"16"	"2007"	"2007"			18	4452250	Unreliable
	"16 years"	"16"	"2008"	"2008"	"Female"	"F"	8	2147828	Unreliable
	"16 years"	"16"	"2008"	"2008"	"Male"	"M"	9	2263348	Unreliable
"Total"	"16 years"	"16"	"2008"	"2008"			17	4411176	Unreliable
	"16 years"	"16"	"2009"	"2009"	"Female"	"F"	2	2121530	Unreliable
	"16 years"	"16"	"2009"	"2009"	"Male"	"M"	9	2243808	Unreliable
"Total"	"16 years"	"16"	"2009"	"2009"			11	4365338	Unreliable
	"16 years"	"16"	"2010"	"2010"	"Female"	"F"	7	2100105	Unreliable
	"16 years"	"16"	"2010"	"2010"	"Male"	"M"	6	2216034	Unreliable
"Total"	"16 years"	"16"	"2010"	"2010"			13	4316139	Unreliable
	"16 years"	"16"	"2011"	"2011"	"Female"	"F"	8	2066353	Unreliable
	"16 years"	"16"	"2011"	"2011"	"Male"	"M"	8	2179126	Unreliable
"Total"	"16 years"	"16"	"2011"	"2011"			16	4245479	Unreliable
	"16 years"	"16"	"2012"	"2012"	"Female"	"F"	3	2035449	Unreliable
	"16 years"	"16"	"2012"	"2012"	"Male"	"M"	8	2138825	Unreliable
"Total"	"16 years"	"16"	"2012"	"2012"			11	4174274	Unreliable
	"16 years"	"16"	"2013"	"2013"	"Female"	"F"	10	2032193	Unreliable
	"16 years"	"16"	"2013"	"2013"	"Male"	"M"	8	2125923	Unreliable
"Total"	"16 years"	"16"	"2013"	"2013"			18	4158116	Unreliable
	"16 years"	"16"	"2014"	"2014"	"Female"	"F"	2	2036296	Unreliable
	"16 years"	"16"	"2014"	"2014"	"Male"	"M"	4	2130938	Unreliable
"Total"	"16 years"	"16"	"2014"	"2014"			6	4167234	Unreliable
	"16 years"	"16"	"2015"	"2015"	"Female"	"F"	4	2045025	Unreliable
	"16 years"	"16"	"2015"	"2015"	"Male"	"M"	11	2139271	Unreliable
"Total"	"16 years"	"16"	"2015"	"2015"			15	4184296	Unreliable
	"16 years"	"16"	"2016"	"2016"	"Female"	"F"	5	2084083	Unreliable
	"16 years"	"16"	"2016"	"2016"	"Male"	"M"	8	2181141	Unreliable
"Total"	"16 years"	"16"	"2016"	"2016"			13	4265224	Unreliable
	"16 years"	"16"	"2017"	"2017"	"Female"	"F"	15	2066782	Unreliable
	"16 years"	"16"	"2017"	"2017"	"Male"	"M"	5	2155909	Unreliable
"Total"	"16 years"	"16"	"2017"	"2017"			20	4222691	0.5
	"16 years"	"16"	"2018"	"2018"	"Female"	"F"	9	2023998	Unreliable
	"16 years"	"16"	"2018"	"2018"	"Male"	"M"	10	2106746	Unreliable
"Total"	"16 years"	"16"	"2018"	"2018"			19	4130744	Unreliable
	"16 years"	"16"	"2019"	"2019"	"Female"	"F"	3	2034255	Unreliable
	"16 years"	"16"	"2019"	"2019"	"Male"	"M"	7	2116165	Unreliable
"Total"	"16 years"	"16"	"2019"	"2019"			10	4150420	Unreliable
"Total"	"16 years"	"16"					331	88638017	0.4
	"17 years"	"17"	"1999"	"1999"	"Female"	"F"	11	1947136	Unreliable
	"17 years"	"17"	"1999"	"1999"	"Male"	"M"	23	2084088	1.1
"Total"	"17 years"	"17"	"1999"	"1999"			34	4031224	0.8
	"17 years"	"17"	"2000"	"2000"	"Female"	"F"	6	1954732	Unreliable
	"17 years"	"17"	"2000"	"2000"	"Male"	"M"	12	2091280	Unreliable
"Total"	"17 years"	"17"	"2000"	"2000"			18	4046012	Unreliable
	"17 years"	"17"	"2001"	"2001"	"Female"	"F"	3	1947338	Unreliable
	"17 years"	"17"	"2001"	"2001"	"Male"	"M"	11	2081398	Unreliable
"Total"	"17 years"	"17"	"2001"	"2001"			14	4028736	Unreliable
	"17 years"	"17"	"2002"	"2002"	"Female"	"F"	7	2007233	Unreliable
	"17 years"	"17"	"2002"	"2002"	"Male"	"M"	12	2141357	Unreliable
"Total"	"17 years"	"17"	"2002"	"2002"			19	4148590	Unreliable
	"17 years"	"17"	"2003"	"2003"	"Female"	"F"	6	2015547	Unreliable
	"17 years"	"17"	"2003"	"2003"	"Male"	"M"	7	2144766	Unreliable
"Total"	"17 years"	"17"	"2003"	"2003"			13	4160313	Unreliable
	"17 years"	"17"	"2004"	"2004"	"Female"	"F"	6	2021150	Unreliable
	"17 years"	"17"	"2004"	"2004"	"Male"	"M"	10	2146158	Unreliable
"Total"	"17 years"	"17"	"2004"	"2004"			16	4167308	Unreliable
	"17 years"	"17"	"2005"	"2005"	"Female"	"F"	5	2055847	Unreliable
	"17 years"	"17"	"2005"	"2005"	"Male"	"M"	14	2183662	Unreliable
"Total"	"17 years"	"17"	"2005"	"2005"			19	4239509	Unreliable
	"17 years"	"17"	"2006"	"2006"	"Female"	"F"	10	2100214	Unreliable
	"17 years"	"17"	"2006"	"2006"	"Male"	"M"	14	2231279	Unreliable
"Total"	"17 years"	"17"	"2006"	"2006"			24	4331493	0.6
	"17 years"	"17"	"2007"	"2007"	"Female"	"F"	9	2191076	Unreliable
	"17 years"	"17"	"2007"	"2007"	"Male"	"M"	12	2329969	Unreliable
"Total"	"17 years"	"17"	"2007"	"2007"			21	4521045	0.5
	"17 years"	"17"	"2008"	"2008"	"Female"	"F"	7	2167548	Unreliable
	"17 years"	"17"	"2008"	"2008"	"Male"	"M"	14	2299512	Unreliable
"Total"	"17 years"	"17"	"2008"	"2008"			21	4467060	0.5
	"17 years"	"17"	"2009"	"2009"	"Female"	"F"	8	2147758	Unreliable
	"17 years"	"17"	"2009"	"2009"	"Male"	"M"	7	2273583	Unreliable
"Total"	"17 years"	"17"	"2009"	"2009"			15	4421341	Unreliable
	"17 years"	"17"	"2010"	"2010"	"Female"	"F"	8	2132142	Unreliable
	"17 years"	"17"	"2010"	"2010"	"Male"	"M"	11	2263153	Unreliable
"Total"	"17 years"	"17"	"2010"	"2010"			19	4395295	Unreliable
	"17 years"	"17"	"2011"	"2011"	"Female"	"F"	5	2105118	Unreliable
	"17 years"	"17"	"2011"	"2011"	"Male"	"M"	10	2225733	Unreliable
"Total"	"17 years"	"17"	"2011"	"2011"			15	4330851	Unreliable
	"17 years"	"17"	"2012"	"2012"	"Female"	"F"	10	2075821	Unreliable
	"17 years"	"17"	"2012"	"2012"	"Male"	"M"	7	2189881	Unreliable
"Total"	"17 years"	"17"	"2012"	"2012"			17	4265702	Unreliable
	"17 years"	"17"	"2013"	"2013"	"Female"	"F"	4	2042940	Unreliable
	"17 years"	"17"	"2013"	"2013"	"Male"	"M"	11	2148248	Unreliable
"Total"	"17 years"	"17"	"2013"	"2013"			15	4191188	Unreliable
	"17 years"	"17"	"2014"	"2014"	"Female"	"F"	6	2045897	Unreliable
	"17 years"	"17"	"2014"	"2014"	"Male"	"M"	12	2138809	Unreliable
"Total"	"17 years"	"17"	"2014"	"2014"			18	4184706	Unreliable
	"17 years"	"17"	"2015"	"2015"	"Female"	"F"	5	2049112	Unreliable
	"17 years"	"17"	"2015"	"2015"	"Male"	"M"	10	2145174	Unreliable
"Total"	"17 years"	"17"	"2015"	"2015"			15	4194286	Unreliable
	"17 years"	"17"	"2016"	"2016"	"Female"	"F"	17	2054585	Unreliable
	"17 years"	"17"	"2016"	"2016"	"Male"	"M"	10	2150416	Unreliable
"Total"	"17 years"	"17"	"2016"	"2016"			27	4205001	0.6
	"17 years"	"17"	"2017"	"2017"	"Female"	"F"	5	2098704	Unreliable
	"17 years"	"17"	"2017"	"2017"	"Male"	"M"	8	2197871	Unreliable
"Total"	"17 years"	"17"	"2017"	"2017"			13	4296575	Unreliable
	"17 years"	"17"	"2018"	"2018"	"Female"	"F"	8	2076491	Unreliable
	"17 years"	"17"	"2018"	"2018"	"Male"	"M"	11	2165445	Unreliable
"Total"	"17 years"	"17"	"2018"	"2018"			19	4241936	Unreliable
	"17 years"	"17"	"2019"	"2019"	"Female"	"F"	7	2029872	Unreliable
	"17 years"	"17"	"2019"	"2019"	"Male"	"M"	9	2112553	Unreliable
"Total"	"17 years"	"17"	"2019"	"2019"			16	4142425	Unreliable
"Total"	"17 years"	"17"					388	89010596	0.4
	"18 years"	"18"	"1999"	"1999"	"Female"	"F"	10	1942583	Unreliable
	"18 years"	"18"	"1999"	"1999"	"Male"	"M"	21	2047260	1.0
"Total"	"18 years"	"18"	"1999"	"1999"			31	3989843	0.8
	"18 years"	"18"	"2000"	"2000"	"Female"	"F"	12	1972745	Unreliable
	"18 years"	"18"	"2000"	"2000"	"Male"	"M"	18	2078853	Unreliable
"Total"	"18 years"	"18"	"2000"	"2000"			30	4051598	0.7
	"18 years"	"18"	"2001"	"2001"	"Female"	"F"	19	1977996	Unreliable
	"18 years"	"18"	"2001"	"2001"	"Male"	"M"	15	2124855	Unreliable
"Total"	"18 years"	"18"	"2001"	"2001"			34	4102851	0.8
	"18 years"	"18"	"2002"	"2002"	"Female"	"F"	6	1971434	Unreliable
	"18 years"	"18"	"2002"	"2002"	"Male"	"M"	11	2112882	Unreliable
"Total"	"18 years"	"18"	"2002"	"2002"			17	4084316	Unreliable
	"18 years"	"18"	"2003"	"2003"	"Female"	"F"	8	2032257	Unreliable
	"18 years"	"18"	"2003"	"2003"	"Male"	"M"	19	2169578	Unreliable
