"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
"Total"	"61 years"	"61"	"2004"	"2004"			10982	2848602	385.5
	"61 years"	"61"	"2005"	"2005"	"Female"	"F"	4770	1428216	334.0
	"61 years"	"61"	"2005"	"2005"	"Male"	"M"	5634	1316923	427.8
"Total"	"61 years"	"61"	"2005"	"2005"			10404	2745139	379.0
	"61 years"	"61"	"2006"	"2006"	"Female"	"F"	4574	1441590	317.3
	"61 years"	"61"	"2006"	"2006"	"Male"	"M"	5478	1335279	410.3
"Total"	"61 years"	"61"	"2006"	"2006"			10052	2776869	362.0
	"61 years"	"61"	"2007"	"2007"	"Female"	"F"	4493	1441286	311.7
	"61 years"	"61"	"2007"	"2007"	"Male"	"M"	5658	1334516	424.0
"Total"	"61 years"	"61"	"2007"	"2007"			10151	2775802	365.7
	"61 years"	"61"	"2008"	"2008"	"Female"	"F"	5719	1911784	299.1
	"61 years"	"61"	"2008"	"2008"	"Male"	"M"	6941	1783203	389.2
"Total"	"61 years"	"61"	"2008"	"2008"			12660	3694987	342.6
	"61 years"	"61"	"2009"	"2009"	"Female"	"F"	5434	1823104	298.1
	"61 years"	"61"	"2009"	"2009"	"Male"	"M"	6768	1694484	399.4
"Total"	"61 years"	"61"	"2009"	"2009"			12202	3517588	346.9
	"61 years"	"61"	"2010"	"2010"	"Female"	"F"	5241	1813519	289.0
	"61 years"	"61"	"2010"	"2010"	"Male"	"M"	6516	1679077	388.1
"Total"	"61 years"	"61"	"2010"	"2010"			11757	3492596	336.6
	"61 years"	"61"	"2011"	"2011"	"Female"	"F"	5326	1861920	286.0
	"61 years"	"61"	"2011"	"2011"	"Male"	"M"	6670	1722457	387.2
"Total"	"61 years"	"61"	"2011"	"2011"			11996	3584377	334.7
	"61 years"	"61"	"2012"	"2012"	"Female"	"F"	5372	1893029	283.8
	"61 years"	"61"	"2012"	"2012"	"Male"	"M"	6669	1742427	382.7
"Total"	"61 years"	"61"	"2012"	"2012"			12041	3635456	331.2
	"61 years"	"61"	"2013"	"2013"	"Female"	"F"	5320	1932477	275.3
	"61 years"	"61"	"2013"	"2013"	"Male"	"M"	6757	1783516	378.9
"Total"	"61 years"	"61"	"2013"	"2013"			12077	3715993	325.0
	"61 years"	"61"	"2014"	"2014"	"Female"	"F"	5653	1997348	283.0
	"61 years"	"61"	"2014"	"2014"	"Male"	"M"	7135	1837080	388.4
"Total"	"61 years"	"61"	"2014"	"2014"			12788	3834428	333.5
	"61 years"	"61"	"2015"	"2015"	"Female"	"F"	5656	2060944	274.4
	"61 years"	"61"	"2015"	"2015"	"Male"	"M"	7183	1893657	379.3
"Total"	"61 years"	"61"	"2015"	"2015"			12839	3954601	324.7
	"61 years"	"61"	"2016"	"2016"	"Female"	"F"	5688	2122487	268.0
	"61 years"	"61"	"2016"	"2016"	"Male"	"M"	7347	1961475	374.6
"Total"	"61 years"	"61"	"2016"	"2016"			13035	4083962	319.2
	"61 years"	"61"	"2017"	"2017"	"Female"	"F"	5761	2128409	270.7
	"61 years"	"61"	"2017"	"2017"	"Male"	"M"	7072	1963253	360.2
"Total"	"61 years"	"61"	"2017"	"2017"			12833	4091662	313.6
	"61 years"	"61"	"2018"	"2018"	"Female"	"F"	5810	2184082	266.0
	"61 years"	"61"	"2018"	"2018"	"Male"	"M"	7097	2018812	351.5
"Total"	"61 years"	"61"	"2018"	"2018"			12907	4202894	307.1
	"61 years"	"61"	"2019"	"2019"	"Female"	"F"	5906	2187221	270.0
	"61 years"	"61"	"2019"	"2019"	"Male"	"M"	7203	2027951	355.2
"Total"	"61 years"	"61"	"2019"	"2019"			13109	4215172	311.0
"Total"	"61 years"	"61"					240616	68798930	349.7
	"62 years"	"62"	"1999"	"1999"	"Female"	"F"	4418	1089367	405.6
	"62 years"	"62"	"1999"	"1999"	"Male"	"M"	5494	986960	556.7
"Total"	"62 years"	"62"	"1999"	"1999"			9912	2076327	477.4
	"62 years"	"62"	"2000"	"2000"	"Female"	"F"	4521	1137207	397.6
	"62 years"	"62"	"2000"	"2000"	"Male"	"M"	5520	1033865	533.9
"Total"	"62 years"	"62"	"2000"	"2000"			10041	2171072	462.5
	"62 years"	"62"	"2001"	"2001"	"Female"	"F"	4476	1156768	386.9
	"62 years"	"62"	"2001"	"2001"	"Male"	"M"	5599	1056502	530.0
"Total"	"62 years"	"62"	"2001"	"2001"			10075	2213270	455.2
	"62 years"	"62"	"2002"	"2002"	"Female"	"F"	4611	1207560	381.8
	"62 years"	"62"	"2002"	"2002"	"Male"	"M"	5661	1098596	515.3
"Total"	"62 years"	"62"	"2002"	"2002"			10272	2306156	445.4
	"62 years"	"62"	"2003"	"2003"	"Female"	"F"	4690	1232608	380.5
	"62 years"	"62"	"2003"	"2003"	"Male"	"M"	5864	1119523	523.8
"Total"	"62 years"	"62"	"2003"	"2003"			10554	2352131	448.7
	"62 years"	"62"	"2004"	"2004"	"Female"	"F"	4786	1316213	363.6
	"62 years"	"62"	"2004"	"2004"	"Male"	"M"	6032	1199144	503.0
"Total"	"62 years"	"62"	"2004"	"2004"			10818	2515357	430.1
	"62 years"	"62"	"2005"	"2005"	"Female"	"F"	5356	1475790	362.9
	"62 years"	"62"	"2005"	"2005"	"Male"	"M"	6561	1351274	485.5
"Total"	"62 years"	"62"	"2005"	"2005"			11917	2827064	421.5
	"62 years"	"62"	"2006"	"2006"	"Female"	"F"	5008	1422085	352.2
	"62 years"	"62"	"2006"	"2006"	"Male"	"M"	6102	1303566	468.1
"Total"	"62 years"	"62"	"2006"	"2006"			11110	2725651	407.6
	"62 years"	"62"	"2007"	"2007"	"Female"	"F"	4954	1435809	345.0
	"62 years"	"62"	"2007"	"2007"	"Male"	"M"	5884	1322109	445.0
"Total"	"62 years"	"62"	"2007"	"2007"			10838	2757918	393.0
	"62 years"	"62"	"2008"	"2008"	"Female"	"F"	4786	1435908	333.3
	"62 years"	"62"	"2008"	"2008"	"Male"	"M"	5875	1321417	444.6
"Total"	"62 years"	"62"	"2008"	"2008"			10661	2757325	386.6
	"62 years"	"62"	"2009"	"2009"	"Female"	"F"	5958	1905712	312.6
	"62 years"	"62"	"2009"	"2009"	"Male"	"M"	7459	1767422	422.0
"Total"	"62 years"	"62"	"2009"	"2009"			13417	3673134	365.3
	"62 years"	"62"	"2010"	"2010"	"Female"	"F"	5779	1850490	312.3
	"62 years"	"62"	"2010"	"2010"	"Male"	"M"	7342	1712692	428.7
"Total"	"62 years"	"62"	"2010"	"2010"			13121	3563182	368.2
	"62 years"	"62"	"2011"	"2011"	"Female"	"F"	5588	1815820	307.7
	"62 years"	"62"	"2011"	"2011"	"Male"	"M"	6883	1671482	411.8
"Total"	"62 years"	"62"	"2011"	"2011"			12471	3487302	357.6
	"62 years"	"62"	"2012"	"2012"	"Female"	"F"	5486	1851190	296.3
	"62 years"	"62"	"2012"	"2012"	"Male"	"M"	7183	1703249	421.7
"Total"	"62 years"	"62"	"2012"	"2012"			12669	3554439	356.4
	"62 years"	"62"	"2013"	"2013"	"Female"	"F"	5560	1881064	295.6
	"62 years"	"62"	"2013"	"2013"	"Male"	"M"	7133	1722456	414.1
"Total"	"62 years"	"62"	"2013"	"2013"			12693	3603520	352.2
	"62 years"	"62"	"2014"	"2014"	"Female"	"F"	5674	1922318	295.2
	"62 years"	"62"	"2014"	"2014"	"Male"	"M"	7433	1763504	421.5
"Total"	"62 years"	"62"	"2014"	"2014"			13107	3685822	355.6
	"62 years"	"62"	"2015"	"2015"	"Female"	"F"	5766	1986021	290.3
	"62 years"	"62"	"2015"	"2015"	"Male"	"M"	7285	1815914	401.2
"Total"	"62 years"	"62"	"2015"	"2015"			13051	3801935	343.3
	"62 years"	"62"	"2016"	"2016"	"Female"	"F"	5931	2044245	290.1
	"62 years"	"62"	"2016"	"2016"	"Male"	"M"	7479	1867184	400.5
"Total"	"62 years"	"62"	"2016"	"2016"			13410	3911429	342.8
	"62 years"	"62"	"2017"	"2017"	"Female"	"F"	5911	2111180	280.0
	"62 years"	"62"	"2017"	"2017"	"Male"	"M"	7480	1938979	385.8
"Total"	"62 years"	"62"	"2017"	"2017"			13391	4050159	330.6
	"62 years"	"62"	"2018"	"2018"	"Female"	"F"	6056	2109543	287.1
	"62 years"	"62"	"2018"	"2018"	"Male"	"M"	7466	1933853	386.1
"Total"	"62 years"	"62"	"2018"	"2018"			13522	4043396	334.4
	"62 years"	"62"	"2019"	"2019"	"Female"	"F"	6111	2165425	282.2
	"62 years"	"62"	"2019"	"2019"	"Male"	"M"	7542	1991220	378.8
"Total"	"62 years"	"62"	"2019"	"2019"			13653	4156645	328.5
"Total"	"62 years"	"62"					250703	66233234	378.5
	"63 years"	"63"	"1999"	"1999"	"Female"	"F"	4659	1083500	430.0
	"63 years"	"63"	"1999"	"1999"	"Male"	"M"	5723	971465	589.1
"Total"	"63 years"	"63"	"1999"	"1999"			10382	2054965	505.2
	"63 years"	"63"	"2000"	"2000"	"Female"	"F"	4656	1081948	430.3
	"63 years"	"63"	"2000"	"2000"	"Male"	"M"	5799	971203	597.1
"Total"	"63 years"	"63"	"2000"	"2000"			10455	2053151	509.2
	"63 years"	"63"	"2001"	"2001"	"Female"	"F"	4791	1141614	419.7
	"63 years"	"63"	"2001"	"2001"	"Male"	"M"	5853	1030410	568.0
"Total"	"63 years"	"63"	"2001"	"2001"			10644	2172024	490.0
	"63 years"	"63"	"2002"	"2002"	"Female"	"F"	4748	1150553	412.7
	"63 years"	"63"	"2002"	"2002"	"Male"	"M"	5968	1045297	570.9
"Total"	"63 years"	"63"	"2002"	"2002"			10716	2195850	488.0
	"63 years"	"63"	"2003"	"2003"	"Female"	"F"	4874	1201532	405.6
	"63 years"	"63"	"2003"	"2003"	"Male"	"M"	5917	1087611	544.0
"Total"	"63 years"	"63"	"2003"	"2003"			10791	2289143	471.4
	"63 years"	"63"	"2004"	"2004"	"Female"	"F"	4891	1226632	398.7
	"63 years"	"63"	"2004"	"2004"	"Male"	"M"	5975	1108921	538.8
"Total"	"63 years"	"63"	"2004"	"2004"			10866	2335553	465.2
	"63 years"	"63"	"2005"	"2005"	"Female"	"F"	5216	1310319	398.1
	"63 years"	"63"	"2005"	"2005"	"Male"	"M"	6293	1188493	529.5
"Total"	"63 years"	"63"	"2005"	"2005"			11509	2498812	460.6
	"63 years"	"63"	"2006"	"2006"	"Female"	"F"	5657	1469890	384.9
	"63 years"	"63"	"2006"	"2006"	"Male"	"M"	6940	1340312	517.8
"Total"	"63 years"	"63"	"2006"	"2006"			12597	2810202	448.3
	"63 years"	"63"	"2007"	"2007"	"Female"	"F"	5210	1417309	367.6
	"63 years"	"63"	"2007"	"2007"	"Male"	"M"	6601	1294016	510.1
"Total"	"63 years"	"63"	"2007"	"2007"			11811	2711325	435.6
	"63 years"	"63"	"2008"	"2008"	"Female"	"F"	5045	1431620	352.4
	"63 years"	"63"	"2008"	"2008"	"Male"	"M"	6333	1313243	482.2
"Total"	"63 years"	"63"	"2008"	"2008"			11378	2744863	414.5
	"63 years"	"63"	"2009"	"2009"	"Female"	"F"	5213	1432316	364.0
	"63 years"	"63"	"2009"	"2009"	"Male"	"M"	6461	1313400	491.9
"Total"	"63 years"	"63"	"2009"	"2009"			11674	2745716	425.2
	"63 years"	"63"	"2010"	"2010"	"Female"	"F"	6408	1811555	353.7
	"63 years"	"63"	"2010"	"2010"	"Male"	"M"	7842	1672329	468.9
"Total"	"63 years"	"63"	"2010"	"2010"			14250	3483884	409.0
	"63 years"	"63"	"2011"	"2011"	"Female"	"F"	6000	1801788	333.0
	"63 years"	"63"	"2011"	"2011"	"Male"	"M"	7565	1657509	456.4
"Total"	"63 years"	"63"	"2011"	"2011"			13565	3459297	392.1
	"63 years"	"63"	"2012"	"2012"	"Female"	"F"	5949	1803760	329.8
	"63 years"	"63"	"2012"	"2012"	"Male"	"M"	7480	1650927	453.1
"Total"	"63 years"	"63"	"2012"	"2012"			13429	3454687	388.7
	"63 years"	"63"	"2013"	"2013"	"Female"	"F"	5914	1837353	321.9
	"63 years"	"63"	"2013"	"2013"	"Male"	"M"	7559	1681878	449.4
"Total"	"63 years"	"63"	"2013"	"2013"			13473	3519231	382.8
	"63 years"	"63"	"2014"	"2014"	"Female"	"F"	5935	1870552	317.3
	"63 years"	"63"	"2014"	"2014"	"Male"	"M"	7511	1701827	441.3
"Total"	"63 years"	"63"	"2014"	"2014"			13446	3572379	376.4
	"63 years"	"63"	"2015"	"2015"	"Female"	"F"	5989	1909879	313.6
	"63 years"	"63"	"2015"	"2015"	"Male"	"M"	7924	1741514	455.0
"Total"	"63 years"	"63"	"2015"	"2015"			13913	3651393	381.0
	"63 years"	"63"	"2016"	"2016"	"Female"	"F"	6136	1968870	311.7
	"63 years"	"63"	"2016"	"2016"	"Male"	"M"	7708	1788512	431.0
"Total"	"63 years"	"63"	"2016"	"2016"			13844	3757382	368.4
	"63 years"	"63"	"2017"	"2017"	"Female"	"F"	6181	2032205	304.2
	"63 years"	"63"	"2017"	"2017"	"Male"	"M"	7807	1843702	423.4
"Total"	"63 years"	"63"	"2017"	"2017"			13988	3875907	360.9
	"63 years"	"63"	"2018"	"2018"	"Female"	"F"	6290	2091595	300.7
	"63 years"	"63"	"2018"	"2018"	"Male"	"M"	8080	1908640	423.3
"Total"	"63 years"	"63"	"2018"	"2018"			14370	4000235	359.2
	"63 years"	"63"	"2019"	"2019"	"Female"	"F"	6291	2090246	301.0
	"63 years"	"63"	"2019"	"2019"	"Male"	"M"	7928	1905842	416.0
"Total"	"63 years"	"63"	"2019"	"2019"			14219	3996088	355.8
"Total"	"63 years"	"63"					261320	63382087	412.3
	"64 years"	"64"	"1999"	"1999"	"Female"	"F"	5088	1096791	463.9
	"64 years"	"64"	"1999"	"1999"	"Male"	"M"	6419	973141	659.6
"Total"	"64 years"	"64"	"1999"	"1999"			11507	2069932	555.9
	"64 years"	"64"	"2000"	"2000"	"Female"	"F"	4968	1081733	459.3
	"64 years"	"64"	"2000"	"2000"	"Male"	"M"	6203	958320	647.3
"Total"	"64 years"	"64"	"2000"	"2000"			11171	2040053	547.6
	"64 years"	"64"	"2001"	"2001"	"Female"	"F"	4898	1080816	453.2
	"64 years"	"64"	"2001"	"2001"	"Male"	"M"	6107	966203	632.1
"Total"	"64 years"	"64"	"2001"	"2001"			11005	2047019	537.6
	"64 years"	"64"	"2002"	"2002"	"Female"	"F"	5035	1131435	445.0
	"64 years"	"64"	"2002"	"2002"	"Male"	"M"	6322	1015731	622.4
"Total"	"64 years"	"64"	"2002"	"2002"			11357	2147166	528.9
	"64 years"	"64"	"2003"	"2003"	"Female"	"F"	5216	1139251	457.8
	"64 years"	"64"	"2003"	"2003"	"Male"	"M"	6222	1029496	604.4
"Total"	"64 years"	"64"	"2003"	"2003"			11438	2168747	527.4
	"64 years"	"64"	"2004"	"2004"	"Female"	"F"	5123	1188741	431.0
	"64 years"	"64"	"2004"	"2004"	"Male"	"M"	6236	1070816	582.4
"Total"	"64 years"	"64"	"2004"	"2004"			11359	2259557	502.7
	"64 years"	"64"	"2005"	"2005"	"Female"	"F"	5177	1212791	426.9
	"64 years"	"64"	"2005"	"2005"	"Male"	"M"	6265	1090862	574.3
"Total"	"64 years"	"64"	"2005"	"2005"			11442	2303653	496.7
	"64 years"	"64"	"2006"	"2006"	"Female"	"F"	5462	1294668	421.9
	"64 years"	"64"	"2006"	"2006"	"Male"	"M"	6582	1168771	563.2
"Total"	"64 years"	"64"	"2006"	"2006"			12044	2463439	488.9
	"64 years"	"64"	"2007"	"2007"	"Female"	"F"	5878	1451383	405.0
	"64 years"	"64"	"2007"	"2007"	"Male"	"M"	7262	1317780	551.1
"Total"	"64 years"	"64"	"2007"	"2007"			13140	2769163	474.5
	"64 years"	"64"	"2008"	"2008"	"Female"	"F"	5629	1397948	402.7
	"64 years"	"64"	"2008"	"2008"	"Male"	"M"	7012	1270827	551.8
"Total"	"64 years"	"64"	"2008"	"2008"			12641	2668775	473.7
	"64 years"	"64"	"2009"	"2009"	"Female"	"F"	5377	1410628	381.2
	"64 years"	"64"	"2009"	"2009"	"Male"	"M"	6658	1288629	516.7
"Total"	"64 years"	"64"	"2009"	"2009"			12035	2699257	445.9
	"64 years"	"64"	"2010"	"2010"	"Female"	"F"	5495	1389236	395.5
	"64 years"	"64"	"2010"	"2010"	"Male"	"M"	6902	1267895	544.4
"Total"	"64 years"	"64"	"2010"	"2010"			12397	2657131	466.6
	"64 years"	"64"	"2011"	"2011"	"Female"	"F"	6887	1881617	366.0
	"64 years"	"64"	"2011"	"2011"	"Male"	"M"	8476	1729478	490.1
"Total"	"64 years"	"64"	"2011"	"2011"			15363	3611095	425.4
	"64 years"	"64"	"2012"	"2012"	"Female"	"F"	6441	1788224	360.2
	"64 years"	"64"	"2012"	"2012"	"Male"	"M"	8019	1635390	490.3
"Total"	"64 years"	"64"	"2012"	"2012"			14460	3423614	422.4
	"64 years"	"64"	"2013"	"2013"	"Female"	"F"	6414	1789989	358.3
	"64 years"	"64"	"2013"	"2013"	"Male"	"M"	7878	1630472	483.2
"Total"	"64 years"	"64"	"2013"	"2013"			14292	3420461	417.8
	"64 years"	"64"	"2014"	"2014"	"Female"	"F"	6197	1826662	339.3
	"64 years"	"64"	"2014"	"2014"	"Male"	"M"	7832	1661474	471.4
"Total"	"64 years"	"64"	"2014"	"2014"			14029	3488136	402.2
	"64 years"	"64"	"2015"	"2015"	"Female"	"F"	6200	1857069	333.9
	"64 years"	"64"	"2015"	"2015"	"Male"	"M"	7931	1679087	472.3
"Total"	"64 years"	"64"	"2015"	"2015"			14131	3536156	399.6
	"64 years"	"64"	"2016"	"2016"	"Female"	"F"	6426	1892535	339.5
	"64 years"	"64"	"2016"	"2016"	"Male"	"M"	8158	1713760	476.0
"Total"	"64 years"	"64"	"2016"	"2016"			14584	3606295	404.4
	"64 years"	"64"	"2017"	"2017"	"Female"	"F"	6518	1956079	333.2
	"64 years"	"64"	"2017"	"2017"	"Male"	"M"	8261	1763974	468.3
"Total"	"64 years"	"64"	"2017"	"2017"			14779	3720053	397.3
	"64 years"	"64"	"2018"	"2018"	"Female"	"F"	6568	2012074	326.4
	"64 years"	"64"	"2018"	"2018"	"Male"	"M"	8168	1813691	450.4
"Total"	"64 years"	"64"	"2018"	"2018"			14736	3825765	385.2
	"64 years"	"64"	"2019"	"2019"	"Female"	"F"	6622	2071538	319.7
	"64 years"	"64"	"2019"	"2019"	"Male"	"M"	8135	1879040	432.9
"Total"	"64 years"	"64"	"2019"	"2019"			14757	3950578	373.5
"Total"	"64 years"	"64"					272667	60876045	447.9
	"65 years"	"65"	"1999"	"1999"	"Female"	"F"	5164	1018034	507.3
	"65 years"	"65"	"1999"	"1999"	"Male"	"M"	6537	895420	730.0
"Total"	"65 years"	"65"	"1999"	"1999"			11701	1913454	611.5
	"65 years"	"65"	"2000"	"2000"	"Female"	"F"	5261	1079260	487.5
	"65 years"	"65"	"2000"	"2000"	"Male"	"M"	6672	950651	701.8
"Total"	"65 years"	"65"	"2000"	"2000"			11933	2029911	587.9
	"65 years"	"65"	"2001"	"2001"	"Female"	"F"	5101	1068644	477.3
	"65 years"	"65"	"2001"	"2001"	"Male"	"M"	6445	943626	683.0
"Total"	"65 years"	"65"	"2001"	"2001"			11546	2012270	573.8
	"65 years"	"65"	"2002"	"2002"	"Female"	"F"	5059	1073097	471.4
	"65 years"	"65"	"2002"	"2002"	"Male"	"M"	6457	952282	678.1
"Total"	"65 years"	"65"	"2002"	"2002"			11516	2025379	568.6
	"65 years"	"65"	"2003"	"2003"	"Female"	"F"	5267	1124059	468.6
	"65 years"	"65"	"2003"	"2003"	"Male"	"M"	6376	1001903	636.4
"Total"	"65 years"	"65"	"2003"	"2003"			11643	2125962	547.7
	"65 years"	"65"	"2004"	"2004"	"Female"	"F"	5295	1132615	467.5
	"65 years"	"65"	"2004"	"2004"	"Male"	"M"	6456	1015816	635.5
"Total"	"65 years"	"65"	"2004"	"2004"			11751	2148431	547.0
	"65 years"	"65"	"2005"	"2005"	"Female"	"F"	5137	1183371	434.1
	"65 years"	"65"	"2005"	"2005"	"Male"	"M"	6529	1057487	617.4
"Total"	"65 years"	"65"	"2005"	"2005"			11666	2240858	520.6
	"65 years"	"65"	"2006"	"2006"	"Female"	"F"	5269	1208196	436.1
	"65 years"	"65"	"2006"	"2006"	"Male"	"M"	6649	1077812	616.9
"Total"	"65 years"	"65"	"2006"	"2006"			11918	2286008	521.3
	"65 years"	"65"	"2007"	"2007"	"Female"	"F"	5742	1290637	444.9
	"65 years"	"65"	"2007"	"2007"	"Male"	"M"	7068	1155119	611.9
"Total"	"65 years"	"65"	"2007"	"2007"			12810	2445756	523.8
	"65 years"	"65"	"2008"	"2008"	"Female"	"F"	6179	1448356	426.6
	"65 years"	"65"	"2008"	"2008"	"Male"	"M"	7702	1303557	590.8
"Total"	"65 years"	"65"	"2008"	"2008"			13881	2751913	504.4
	"65 years"	"65"	"2009"	"2009"	"Female"	"F"	5880	1396005	421.2
	"65 years"	"65"	"2009"	"2009"	"Male"	"M"	7302	1257340	580.7
"Total"	"65 years"	"65"	"2009"	"2009"			13182	2653345	496.8
	"65 years"	"65"	"2010"	"2010"	"Female"	"F"	5589	1407451	397.1
	"65 years"	"65"	"2010"	"2010"	"Male"	"M"	7107	1273310	558.2
"Total"	"65 years"	"65"	"2010"	"2010"			12696	2680761	473.6
	"65 years"	"65"	"2011"	"2011"	"Female"	"F"	5814	1400553	415.1
	"65 years"	"65"	"2011"	"2011"	"Male"	"M"	6939	1272356	545.4
"Total"	"65 years"	"65"	"2011"	"2011"			12753	2672909	477.1
	"65 years"	"65"	"2012"	"2012"	"Female"	"F"	7012	1866012	375.8
	"65 years"	"65"	"2012"	"2012"	"Male"	"M"	8986	1704827	527.1
"Total"	"65 years"	"65"	"2012"	"2012"			15998	3570839	448.0
	"65 years"	"65"	"2013"	"2013"	"Female"	"F"	6846	1775062	385.7
	"65 years"	"65"	"2013"	"2013"	"Male"	"M"	8344	1616005	516.3
"Total"	"65 years"	"65"	"2013"	"2013"			15190	3391067	447.9
	"65 years"	"65"	"2014"	"2014"	"Female"	"F"	6535	1776761	367.8
	"65 years"	"65"	"2014"	"2014"	"Male"	"M"	8275	1607688	514.7
"Total"	"65 years"	"65"	"2014"	"2014"			14810	3384449	437.6
	"65 years"	"65"	"2015"	"2015"	"Female"	"F"	6548	1812107	361.3
	"65 years"	"65"	"2015"	"2015"	"Male"	"M"	8218	1637936	501.7
"Total"	"65 years"	"65"	"2015"	"2015"			14766	3450043	428.0
	"65 years"	"65"	"2016"	"2016"	"Female"	"F"	6529	1839731	354.9
	"65 years"	"65"	"2016"	"2016"	"Male"	"M"	8379	1651159	507.5
"Total"	"65 years"	"65"	"2016"	"2016"			14908	3490890	427.1
	"65 years"	"65"	"2017"	"2017"	"Female"	"F"	6703	1878995	356.7
	"65 years"	"65"	"2017"	"2017"	"Male"	"M"	8600	1688983	509.2
"Total"	"65 years"	"65"	"2017"	"2017"			15303	3567978	428.9
	"65 years"	"65"	"2018"	"2018"	"Female"	"F"	6702	1935507	346.3
	"65 years"	"65"	"2018"	"2018"	"Male"	"M"	8520	1734093	491.3
"Total"	"65 years"	"65"	"2018"	"2018"			15222	3669600	414.8
	"65 years"	"65"	"2019"	"2019"	"Female"	"F"	6774	1991169	340.2
	"65 years"	"65"	"2019"	"2019"	"Male"	"M"	8473	1783428	475.1
"Total"	"65 years"	"65"	"2019"	"2019"			15247	3774597	403.9
"Total"	"65 years"	"65"					280440	58286420	481.1
	"66 years"	"66"	"1999"	"1999"	"Female"	"F"	5474	1018914	537.2
	"66 years"	"66"	"1999"	"1999"	"Male"	"M"	6938	877447	790.7
"Total"	"66 years"	"66"	"1999"	"1999"			12412	1896361	654.5
	"66 years"	"66"	"2000"	"2000"	"Female"	"F"	5457	996164	547.8
	"66 years"	"66"	"2000"	"2000"	"Male"	"M"	6822	864156	789.4
"Total"	"66 years"	"66"	"2000"	"2000"			12279	1860320	660.0
	"66 years"	"66"	"2001"	"2001"	"Female"	"F"	5447	1075042	506.7
	"66 years"	"66"	"2001"	"2001"	"Male"	"M"	6862	938399	731.2
"Total"	"66 years"	"66"	"2001"	"2001"			12309	2013441	611.3
	"66 years"	"66"	"2002"	"2002"	"Female"	"F"	5444	1058192	514.5
	"66 years"	"66"	"2002"	"2002"	"Male"	"M"	6773	928349	729.6
"Total"	"66 years"	"66"	"2002"	"2002"			12217	1986541	615.0
	"66 years"	"66"	"2003"	"2003"	"Female"	"F"	5205	1062639	489.8
	"66 years"	"66"	"2003"	"2003"	"Male"	"M"	6721	937277	717.1
"Total"	"66 years"	"66"	"2003"	"2003"			11926	1999916	596.3
	"66 years"	"66"	"2004"	"2004"	"Female"	"F"	5618	1112641	504.9
	"66 years"	"66"	"2004"	"2004"	"Male"	"M"	6692	986009	678.7
"Total"	"66 years"	"66"	"2004"	"2004"			12310	2098650	586.6
	"66 years"	"66"	"2005"	"2005"	"Female"	"F"	5399	1121292	481.5
	"66 years"	"66"	"2005"	"2005"	"Male"	"M"	6861	1000448	685.8
"Total"	"66 years"	"66"	"2005"	"2005"			12260	2121740	577.8
	"66 years"	"66"	"2006"	"2006"	"Female"	"F"	5450	1171707	465.1
	"66 years"	"66"	"2006"	"2006"	"Male"	"M"	6824	1042044	654.9
"Total"	"66 years"	"66"	"2006"	"2006"			12274	2213751	554.4
	"66 years"	"66"	"2007"	"2007"	"Female"	"F"	5696	1195702	476.4
	"66 years"	"66"	"2007"	"2007"	"Male"	"M"	7004	1061969	659.5
"Total"	"66 years"	"66"	"2007"	"2007"			12700	2257671	562.5
	"66 years"	"66"	"2008"	"2008"	"Female"	"F"	5996	1277374	469.4
	"66 years"	"66"	"2008"	"2008"	"Male"	"M"	7304	1138633	641.5
"Total"	"66 years"	"66"	"2008"	"2008"			13300	2416007	550.5
	"66 years"	"66"	"2009"	"2009"	"Female"	"F"	6346	1433620	442.7
	"66 years"	"66"	"2009"	"2009"	"Male"	"M"	8060	1285834	626.8
"Total"	"66 years"	"66"	"2009"	"2009"			14406	2719454	529.7
	"66 years"	"66"	"2010"	"2010"	"Female"	"F"	6187	1390865	444.8
	"66 years"	"66"	"2010"	"2010"	"Male"	"M"	7716	1248276	618.1
"Total"	"66 years"	"66"	"2010"	"2010"			13903	2639141	526.8
	"66 years"	"66"	"2011"	"2011"	"Female"	"F"	5833	1391276	419.3
	"66 years"	"66"	"2011"	"2011"	"Male"	"M"	7247	1251872	578.9
"Total"	"66 years"	"66"	"2011"	"2011"			13080	2643148	494.9
	"66 years"	"66"	"2012"	"2012"	"Female"	"F"	6039	1388112	435.1
	"66 years"	"66"	"2012"	"2012"	"Male"	"M"	7388	1252872	589.7
"Total"	"66 years"	"66"	"2012"	"2012"			13427	2640984	508.4
	"66 years"	"66"	"2013"	"2013"	"Female"	"F"	7412	1851206	400.4
	"66 years"	"66"	"2013"	"2013"	"Male"	"M"	9340	1683234	554.9
"Total"	"66 years"	"66"	"2013"	"2013"			16752	3534440	474.0
	"66 years"	"66"	"2014"	"2014"	"Female"	"F"	7130	1758649	405.4
	"66 years"	"66"	"2014"	"2014"	"Male"	"M"	8794	1589127	553.4
"Total"	"66 years"	"66"	"2014"	"2014"			15924	3347776	475.7
	"66 years"	"66"	"2015"	"2015"	"Female"	"F"	6938	1760795	394.0
	"66 years"	"66"	"2015"	"2015"	"Male"	"M"	8900	1583339	562.1
"Total"	"66 years"	"66"	"2015"	"2015"			15838	3344134	473.6
	"66 years"	"66"	"2016"	"2016"	"Female"	"F"	6750	1794239	376.2
	"66 years"	"66"	"2016"	"2016"	"Male"	"M"	8557	1609408	531.7
