"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"26 years"	"26"	"2012"	"2012"	"Female"	"F"	95	2111487	4.5
	"26 years"	"26"	"2012"	"2012"	"Male"	"M"	134	2187301	6.1
"Total"	"26 years"	"26"	"2012"	"2012"			229	4298788	5.3
	"26 years"	"26"	"2013"	"2013"	"Female"	"F"	99	2110001	4.7
	"26 years"	"26"	"2013"	"2013"	"Male"	"M"	137	2190519	6.3
"Total"	"26 years"	"26"	"2013"	"2013"			236	4300520	5.5
	"26 years"	"26"	"2014"	"2014"	"Female"	"F"	126	2166446	5.8
	"26 years"	"26"	"2014"	"2014"	"Male"	"M"	126	2240026	5.6
"Total"	"26 years"	"26"	"2014"	"2014"			252	4406472	5.7
	"26 years"	"26"	"2015"	"2015"	"Female"	"F"	102	2233433	4.6
	"26 years"	"26"	"2015"	"2015"	"Male"	"M"	128	2310983	5.5
"Total"	"26 years"	"26"	"2015"	"2015"			230	4544416	5.1
	"26 years"	"26"	"2016"	"2016"	"Female"	"F"	102	2333494	4.4
	"26 years"	"26"	"2016"	"2016"	"Male"	"M"	121	2413760	5.0
"Total"	"26 years"	"26"	"2016"	"2016"			223	4747254	4.7
	"26 years"	"26"	"2017"	"2017"	"Female"	"F"	106	2350352	4.5
	"26 years"	"26"	"2017"	"2017"	"Male"	"M"	124	2443974	5.1
"Total"	"26 years"	"26"	"2017"	"2017"			230	4794326	4.8
	"26 years"	"26"	"2018"	"2018"	"Female"	"F"	124	2307677	5.4
	"26 years"	"26"	"2018"	"2018"	"Male"	"M"	124	2421037	5.1
"Total"	"26 years"	"26"	"2018"	"2018"			248	4728714	5.2
	"26 years"	"26"	"2019"	"2019"	"Female"	"F"	90	2245334	4.0
	"26 years"	"26"	"2019"	"2019"	"Male"	"M"	121	2365886	5.1
"Total"	"26 years"	"26"	"2019"	"2019"			211	4611220	4.6
"Total"	"26 years"	"26"					5012	88009562	5.7
	"27 years"	"27"	"1999"	"1999"	"Female"	"F"	125	1949822	6.4
	"27 years"	"27"	"1999"	"1999"	"Male"	"M"	145	1985242	7.3
"Total"	"27 years"	"27"	"1999"	"1999"			270	3935064	6.9
	"27 years"	"27"	"2000"	"2000"	"Female"	"F"	111	1874853	5.9
	"27 years"	"27"	"2000"	"2000"	"Male"	"M"	133	1914947	6.9
"Total"	"27 years"	"27"	"2000"	"2000"			244	3789800	6.4
	"27 years"	"27"	"2001"	"2001"	"Female"	"F"	138	1814890	7.6
	"27 years"	"27"	"2001"	"2001"	"Male"	"M"	134	1853810	7.2
"Total"	"27 years"	"27"	"2001"	"2001"			272	3668700	7.4
	"27 years"	"27"	"2002"	"2002"	"Female"	"F"	125	1876960	6.7
	"27 years"	"27"	"2002"	"2002"	"Male"	"M"	103	1914753	5.4
"Total"	"27 years"	"27"	"2002"	"2002"			228	3791713	6.0
	"27 years"	"27"	"2003"	"2003"	"Female"	"F"	127	1831742	6.9
	"27 years"	"27"	"2003"	"2003"	"Male"	"M"	132	1856904	7.1
"Total"	"27 years"	"27"	"2003"	"2003"			259	3688646	7.0
	"27 years"	"27"	"2004"	"2004"	"Female"	"F"	122	1890889	6.5
	"27 years"	"27"	"2004"	"2004"	"Male"	"M"	142	1910787	7.4
"Total"	"27 years"	"27"	"2004"	"2004"			264	3801676	6.9
	"27 years"	"27"	"2005"	"2005"	"Female"	"F"	112	1927615	5.8
	"27 years"	"27"	"2005"	"2005"	"Male"	"M"	150	1942425	7.7
"Total"	"27 years"	"27"	"2005"	"2005"			262	3870040	6.8
	"27 years"	"27"	"2006"	"2006"	"Female"	"F"	154	1999674	7.7
	"27 years"	"27"	"2006"	"2006"	"Male"	"M"	154	2004824	7.7
"Total"	"27 years"	"27"	"2006"	"2006"			308	4004498	7.7
	"27 years"	"27"	"2007"	"2007"	"Female"	"F"	114	2118406	5.4
	"27 years"	"27"	"2007"	"2007"	"Male"	"M"	147	2105989	7.0
"Total"	"27 years"	"27"	"2007"	"2007"			261	4224395	6.2
	"27 years"	"27"	"2008"	"2008"	"Female"	"F"	134	2141001	6.3
	"27 years"	"27"	"2008"	"2008"	"Male"	"M"	170	2124164	8.0
"Total"	"27 years"	"27"	"2008"	"2008"			304	4265165	7.1
	"27 years"	"27"	"2009"	"2009"	"Female"	"F"	144	2118250	6.8
	"27 years"	"27"	"2009"	"2009"	"Male"	"M"	142	2131764	6.7
"Total"	"27 years"	"27"	"2009"	"2009"			286	4250014	6.7
	"27 years"	"27"	"2010"	"2010"	"Female"	"F"	118	2108218	5.6
	"27 years"	"27"	"2010"	"2010"	"Male"	"M"	158	2140651	7.4
"Total"	"27 years"	"27"	"2010"	"2010"			276	4248869	6.5
	"27 years"	"27"	"2011"	"2011"	"Female"	"F"	106	2068944	5.1
	"27 years"	"27"	"2011"	"2011"	"Male"	"M"	142	2112504	6.7
"Total"	"27 years"	"27"	"2011"	"2011"			248	4181448	5.9
	"27 years"	"27"	"2012"	"2012"	"Female"	"F"	104	2139336	4.9
	"27 years"	"27"	"2012"	"2012"	"Male"	"M"	157	2200238	7.1
"Total"	"27 years"	"27"	"2012"	"2012"			261	4339574	6.0
	"27 years"	"27"	"2013"	"2013"	"Female"	"F"	132	2123971	6.2
	"27 years"	"27"	"2013"	"2013"	"Male"	"M"	154	2198276	7.0
"Total"	"27 years"	"27"	"2013"	"2013"			286	4322247	6.6
	"27 years"	"27"	"2014"	"2014"	"Female"	"F"	137	2132116	6.4
	"27 years"	"27"	"2014"	"2014"	"Male"	"M"	150	2200429	6.8
"Total"	"27 years"	"27"	"2014"	"2014"			287	4332545	6.6
	"27 years"	"27"	"2015"	"2015"	"Female"	"F"	132	2185163	6.0
	"27 years"	"27"	"2015"	"2015"	"Male"	"M"	139	2254603	6.2
"Total"	"27 years"	"27"	"2015"	"2015"			271	4439766	6.1
	"27 years"	"27"	"2016"	"2016"	"Female"	"F"	142	2243248	6.3
	"27 years"	"27"	"2016"	"2016"	"Male"	"M"	153	2315958	6.6
"Total"	"27 years"	"27"	"2016"	"2016"			295	4559206	6.5
	"27 years"	"27"	"2017"	"2017"	"Female"	"F"	115	2351456	4.9
	"27 years"	"27"	"2017"	"2017"	"Male"	"M"	140	2432679	5.8
"Total"	"27 years"	"27"	"2017"	"2017"			255	4784135	5.3
	"27 years"	"27"	"2018"	"2018"	"Female"	"F"	129	2362325	5.5
	"27 years"	"27"	"2018"	"2018"	"Male"	"M"	127	2451655	5.2
"Total"	"27 years"	"27"	"2018"	"2018"			256	4813980	5.3
	"27 years"	"27"	"2019"	"2019"	"Female"	"F"	123	2312599	5.3
	"27 years"	"27"	"2019"	"2019"	"Male"	"M"	140	2421270	5.8
"Total"	"27 years"	"27"	"2019"	"2019"			263	4733869	5.6
"Total"	"27 years"	"27"					5656	88045350	6.4
	"28 years"	"28"	"1999"	"1999"	"Female"	"F"	148	2060374	7.2
	"28 years"	"28"	"1999"	"1999"	"Male"	"M"	161	2086110	7.7
"Total"	"28 years"	"28"	"1999"	"1999"			309	4146484	7.5
	"28 years"	"28"	"2000"	"2000"	"Female"	"F"	152	1974005	7.7
	"28 years"	"28"	"2000"	"2000"	"Male"	"M"	142	2010807	7.1
"Total"	"28 years"	"28"	"2000"	"2000"			294	3984812	7.4
	"28 years"	"28"	"2001"	"2001"	"Female"	"F"	157	1867542	8.4
	"28 years"	"28"	"2001"	"2001"	"Male"	"M"	142	1898587	7.5
"Total"	"28 years"	"28"	"2001"	"2001"			299	3766129	7.9
	"28 years"	"28"	"2002"	"2002"	"Female"	"F"	135	1824836	7.4
	"28 years"	"28"	"2002"	"2002"	"Male"	"M"	149	1857165	8.0
"Total"	"28 years"	"28"	"2002"	"2002"			284	3682001	7.7
	"28 years"	"28"	"2003"	"2003"	"Female"	"F"	135	1882450	7.2
	"28 years"	"28"	"2003"	"2003"	"Male"	"M"	144	1912388	7.5
"Total"	"28 years"	"28"	"2003"	"2003"			279	3794838	7.4
	"28 years"	"28"	"2004"	"2004"	"Female"	"F"	120	1835016	6.5
	"28 years"	"28"	"2004"	"2004"	"Male"	"M"	135	1862479	7.2
"Total"	"28 years"	"28"	"2004"	"2004"			255	3697495	6.9
	"28 years"	"28"	"2005"	"2005"	"Female"	"F"	125	1891577	6.6
	"28 years"	"28"	"2005"	"2005"	"Male"	"M"	146	1913949	7.6
"Total"	"28 years"	"28"	"2005"	"2005"			271	3805526	7.1
	"28 years"	"28"	"2006"	"2006"	"Female"	"F"	118	1925997	6.1
	"28 years"	"28"	"2006"	"2006"	"Male"	"M"	168	1948157	8.6
"Total"	"28 years"	"28"	"2006"	"2006"			286	3874154	7.4
	"28 years"	"28"	"2007"	"2007"	"Female"	"F"	141	1992509	7.1
	"28 years"	"28"	"2007"	"2007"	"Male"	"M"	145	2007290	7.2
"Total"	"28 years"	"28"	"2007"	"2007"			286	3999799	7.2
	"28 years"	"28"	"2008"	"2008"	"Female"	"F"	143	2106335	6.8
	"28 years"	"28"	"2008"	"2008"	"Male"	"M"	161	2109285	7.6
"Total"	"28 years"	"28"	"2008"	"2008"			304	4215620	7.2
	"28 years"	"28"	"2009"	"2009"	"Female"	"F"	150	2124289	7.1
	"28 years"	"28"	"2009"	"2009"	"Male"	"M"	161	2126324	7.6
"Total"	"28 years"	"28"	"2009"	"2009"			311	4250613	7.3
	"28 years"	"28"	"2010"	"2010"	"Female"	"F"	155	2096644	7.4
	"28 years"	"28"	"2010"	"2010"	"Male"	"M"	166	2118605	7.8
"Total"	"28 years"	"28"	"2010"	"2010"			321	4215249	7.6
	"28 years"	"28"	"2011"	"2011"	"Female"	"F"	136	2111172	6.4
	"28 years"	"28"	"2011"	"2011"	"Male"	"M"	141	2144514	6.6
"Total"	"28 years"	"28"	"2011"	"2011"			277	4255686	6.5
	"28 years"	"28"	"2012"	"2012"	"Female"	"F"	167	2083043	8.0
	"28 years"	"28"	"2012"	"2012"	"Male"	"M"	160	2123571	7.5
"Total"	"28 years"	"28"	"2012"	"2012"			327	4206614	7.8
	"28 years"	"28"	"2013"	"2013"	"Female"	"F"	140	2150401	6.5
	"28 years"	"28"	"2013"	"2013"	"Male"	"M"	151	2209844	6.8
"Total"	"28 years"	"28"	"2013"	"2013"			291	4360245	6.7
	"28 years"	"28"	"2014"	"2014"	"Female"	"F"	132	2144666	6.2
	"28 years"	"28"	"2014"	"2014"	"Male"	"M"	156	2207185	7.1
"Total"	"28 years"	"28"	"2014"	"2014"			288	4351851	6.6
	"28 years"	"28"	"2015"	"2015"	"Female"	"F"	137	2149931	6.4
	"28 years"	"28"	"2015"	"2015"	"Male"	"M"	156	2214738	7.0
"Total"	"28 years"	"28"	"2015"	"2015"			293	4364669	6.7
	"28 years"	"28"	"2016"	"2016"	"Female"	"F"	147	2193389	6.7
	"28 years"	"28"	"2016"	"2016"	"Male"	"M"	158	2258118	7.0
"Total"	"28 years"	"28"	"2016"	"2016"			305	4451507	6.9
	"28 years"	"28"	"2017"	"2017"	"Female"	"F"	166	2260383	7.3
	"28 years"	"28"	"2017"	"2017"	"Male"	"M"	123	2335023	5.3
"Total"	"28 years"	"28"	"2017"	"2017"			289	4595406	6.3
	"28 years"	"28"	"2018"	"2018"	"Female"	"F"	141	2362288	6.0
	"28 years"	"28"	"2018"	"2018"	"Male"	"M"	164	2439423	6.7
"Total"	"28 years"	"28"	"2018"	"2018"			305	4801711	6.4
	"28 years"	"28"	"2019"	"2019"	"Female"	"F"	148	2366969	6.3
	"28 years"	"28"	"2019"	"2019"	"Male"	"M"	155	2451756	6.3
"Total"	"28 years"	"28"	"2019"	"2019"			303	4818725	6.3
"Total"	"28 years"	"28"					6177	87639134	7.0
	"29 years"	"29"	"1999"	"1999"	"Female"	"F"	189	2071169	9.1
	"29 years"	"29"	"1999"	"1999"	"Male"	"M"	196	2098705	9.3
"Total"	"29 years"	"29"	"1999"	"1999"			385	4169874	9.2
	"29 years"	"29"	"2000"	"2000"	"Female"	"F"	191	2107801	9.1
	"29 years"	"29"	"2000"	"2000"	"Male"	"M"	173	2134724	8.1
"Total"	"29 years"	"29"	"2000"	"2000"			364	4242525	8.6
	"29 years"	"29"	"2001"	"2001"	"Female"	"F"	176	1962358	9.0
	"29 years"	"29"	"2001"	"2001"	"Male"	"M"	171	1994289	8.6
"Total"	"29 years"	"29"	"2001"	"2001"			347	3956647	8.8
	"29 years"	"29"	"2002"	"2002"	"Female"	"F"	140	1871240	7.5
	"29 years"	"29"	"2002"	"2002"	"Male"	"M"	178	1897302	9.4
"Total"	"29 years"	"29"	"2002"	"2002"			318	3768542	8.4
	"29 years"	"29"	"2003"	"2003"	"Female"	"F"	164	1824117	9.0
	"29 years"	"29"	"2003"	"2003"	"Male"	"M"	146	1849806	7.9
"Total"	"29 years"	"29"	"2003"	"2003"			310	3673923	8.4
	"29 years"	"29"	"2004"	"2004"	"Female"	"F"	156	1878345	8.3
	"29 years"	"29"	"2004"	"2004"	"Male"	"M"	160	1909795	8.4
"Total"	"29 years"	"29"	"2004"	"2004"			316	3788140	8.3
	"29 years"	"29"	"2005"	"2005"	"Female"	"F"	135	1829126	7.4
	"29 years"	"29"	"2005"	"2005"	"Male"	"M"	159	1857200	8.6
"Total"	"29 years"	"29"	"2005"	"2005"			294	3686326	8.0
	"29 years"	"29"	"2006"	"2006"	"Female"	"F"	158	1882291	8.4
	"29 years"	"29"	"2006"	"2006"	"Male"	"M"	160	1908100	8.4
"Total"	"29 years"	"29"	"2006"	"2006"			318	3790391	8.4
	"29 years"	"29"	"2007"	"2007"	"Female"	"F"	155	1911697	8.1
	"29 years"	"29"	"2007"	"2007"	"Male"	"M"	159	1938385	8.2
"Total"	"29 years"	"29"	"2007"	"2007"			314	3850082	8.2
	"29 years"	"29"	"2008"	"2008"	"Female"	"F"	164	1973380	8.3
	"29 years"	"29"	"2008"	"2008"	"Male"	"M"	191	1995710	9.6
"Total"	"29 years"	"29"	"2008"	"2008"			355	3969090	8.9
	"29 years"	"29"	"2009"	"2009"	"Female"	"F"	149	2081304	7.2
	"29 years"	"29"	"2009"	"2009"	"Male"	"M"	174	2093773	8.3
"Total"	"29 years"	"29"	"2009"	"2009"			323	4175077	7.7
	"29 years"	"29"	"2010"	"2010"	"Female"	"F"	170	2105137	8.1
	"29 years"	"29"	"2010"	"2010"	"Male"	"M"	149	2117939	7.0
"Total"	"29 years"	"29"	"2010"	"2010"			319	4223076	7.6
	"29 years"	"29"	"2011"	"2011"	"Female"	"F"	152	2120402	7.2
	"29 years"	"29"	"2011"	"2011"	"Male"	"M"	156	2143176	7.3
"Total"	"29 years"	"29"	"2011"	"2011"			308	4263578	7.2
	"29 years"	"29"	"2012"	"2012"	"Female"	"F"	164	2123633	7.7
	"29 years"	"29"	"2012"	"2012"	"Male"	"M"	178	2154579	8.3
"Total"	"29 years"	"29"	"2012"	"2012"			342	4278212	8.0
	"29 years"	"29"	"2013"	"2013"	"Female"	"F"	149	2092838	7.1
	"29 years"	"29"	"2013"	"2013"	"Male"	"M"	168	2132147	7.9
"Total"	"29 years"	"29"	"2013"	"2013"			317	4224985	7.5
	"29 years"	"29"	"2014"	"2014"	"Female"	"F"	159	2169563	7.3
	"29 years"	"29"	"2014"	"2014"	"Male"	"M"	169	2217913	7.6
"Total"	"29 years"	"29"	"2014"	"2014"			328	4387476	7.5
	"29 years"	"29"	"2015"	"2015"	"Female"	"F"	157	2161579	7.3
	"29 years"	"29"	"2015"	"2015"	"Male"	"M"	167	2221560	7.5
"Total"	"29 years"	"29"	"2015"	"2015"			324	4383139	7.4
	"29 years"	"29"	"2016"	"2016"	"Female"	"F"	161	2156739	7.5
	"29 years"	"29"	"2016"	"2016"	"Male"	"M"	185	2217826	8.3
"Total"	"29 years"	"29"	"2016"	"2016"			346	4374565	7.9
	"29 years"	"29"	"2017"	"2017"	"Female"	"F"	151	2210555	6.8
	"29 years"	"29"	"2017"	"2017"	"Male"	"M"	165	2277184	7.2
"Total"	"29 years"	"29"	"2017"	"2017"			316	4487739	7.0
	"29 years"	"29"	"2018"	"2018"	"Female"	"F"	142	2270069	6.3
	"29 years"	"29"	"2018"	"2018"	"Male"	"M"	175	2341001	7.5
"Total"	"29 years"	"29"	"2018"	"2018"			317	4611070	6.9
	"29 years"	"29"	"2019"	"2019"	"Female"	"F"	160	2366339	6.8
	"29 years"	"29"	"2019"	"2019"	"Male"	"M"	176	2439805	7.2
"Total"	"29 years"	"29"	"2019"	"2019"			336	4806144	7.0
"Total"	"29 years"	"29"					6897	87110601	7.9
	"30 years"	"30"	"1999"	"1999"	"Female"	"F"	191	2064871	9.2
	"30 years"	"30"	"1999"	"1999"	"Male"	"M"	170	2116341	8.0
"Total"	"30 years"	"30"	"1999"	"1999"			361	4181212	8.6
	"30 years"	"30"	"2000"	"2000"	"Female"	"F"	178	2115732	8.4
	"30 years"	"30"	"2000"	"2000"	"Male"	"M"	188	2174238	8.6
"Total"	"30 years"	"30"	"2000"	"2000"			366	4289970	8.5
	"30 years"	"30"	"2001"	"2001"	"Female"	"F"	245	2096477	11.7
	"30 years"	"30"	"2001"	"2001"	"Male"	"M"	223	2121783	10.5
"Total"	"30 years"	"30"	"2001"	"2001"			468	4218260	11.1
	"30 years"	"30"	"2002"	"2002"	"Female"	"F"	201	1981699	10.1
	"30 years"	"30"	"2002"	"2002"	"Male"	"M"	219	2012465	10.9
"Total"	"30 years"	"30"	"2002"	"2002"			420	3994164	10.5
	"30 years"	"30"	"2003"	"2003"	"Female"	"F"	180	1894832	9.5
	"30 years"	"30"	"2003"	"2003"	"Male"	"M"	173	1918704	9.0
"Total"	"30 years"	"30"	"2003"	"2003"			353	3813536	9.3
	"30 years"	"30"	"2004"	"2004"	"Female"	"F"	171	1853220	9.2
	"30 years"	"30"	"2004"	"2004"	"Male"	"M"	168	1884720	8.9
"Total"	"30 years"	"30"	"2004"	"2004"			339	3737940	9.1
	"30 years"	"30"	"2005"	"2005"	"Female"	"F"	186	1914556	9.7
	"30 years"	"30"	"2005"	"2005"	"Male"	"M"	154	1952025	7.9
"Total"	"30 years"	"30"	"2005"	"2005"			340	3866581	8.8
	"30 years"	"30"	"2006"	"2006"	"Female"	"F"	173	1870844	9.2
	"30 years"	"30"	"2006"	"2006"	"Male"	"M"	159	1908207	8.3
"Total"	"30 years"	"30"	"2006"	"2006"			332	3779051	8.8
	"30 years"	"30"	"2007"	"2007"	"Female"	"F"	178	1929353	9.2
	"30 years"	"30"	"2007"	"2007"	"Male"	"M"	180	1965174	9.2
"Total"	"30 years"	"30"	"2007"	"2007"			358	3894527	9.2
	"30 years"	"30"	"2008"	"2008"	"Female"	"F"	171	1964887	8.7
	"30 years"	"30"	"2008"	"2008"	"Male"	"M"	169	2005304	8.4
"Total"	"30 years"	"30"	"2008"	"2008"			340	3970191	8.6
	"30 years"	"30"	"2009"	"2009"	"Female"	"F"	181	2033069	8.9
	"30 years"	"30"	"2009"	"2009"	"Male"	"M"	187	2071064	9.0
"Total"	"30 years"	"30"	"2009"	"2009"			368	4104133	9.0
	"30 years"	"30"	"2010"	"2010"	"Female"	"F"	212	2124866	10.0
	"30 years"	"30"	"2010"	"2010"	"Male"	"M"	194	2160802	9.0
"Total"	"30 years"	"30"	"2010"	"2010"			406	4285668	9.5
	"30 years"	"30"	"2011"	"2011"	"Female"	"F"	180	2104748	8.6
	"30 years"	"30"	"2011"	"2011"	"Male"	"M"	143	2119768	6.7
"Total"	"30 years"	"30"	"2011"	"2011"			323	4224516	7.6
	"30 years"	"30"	"2012"	"2012"	"Female"	"F"	203	2131196	9.5
	"30 years"	"30"	"2012"	"2012"	"Male"	"M"	168	2152214	7.8
"Total"	"30 years"	"30"	"2012"	"2012"			371	4283410	8.7
	"30 years"	"30"	"2013"	"2013"	"Female"	"F"	161	2132415	7.6
	"30 years"	"30"	"2013"	"2013"	"Male"	"M"	180	2162416	8.3
"Total"	"30 years"	"30"	"2013"	"2013"			341	4294831	7.9
	"30 years"	"30"	"2014"	"2014"	"Female"	"F"	158	2110672	7.5
	"30 years"	"30"	"2014"	"2014"	"Male"	"M"	186	2140108	8.7
"Total"	"30 years"	"30"	"2014"	"2014"			344	4250780	8.1
	"30 years"	"30"	"2015"	"2015"	"Female"	"F"	196	2185746	9.0
	"30 years"	"30"	"2015"	"2015"	"Male"	"M"	182	2231463	8.2
"Total"	"30 years"	"30"	"2015"	"2015"			378	4417209	8.6
	"30 years"	"30"	"2016"	"2016"	"Female"	"F"	196	2167435	9.0
	"30 years"	"30"	"2016"	"2016"	"Male"	"M"	181	2224720	8.1
"Total"	"30 years"	"30"	"2016"	"2016"			377	4392155	8.6
	"30 years"	"30"	"2017"	"2017"	"Female"	"F"	191	2174279	8.8
	"30 years"	"30"	"2017"	"2017"	"Male"	"M"	159	2236352	7.1
"Total"	"30 years"	"30"	"2017"	"2017"			350	4410631	7.9
	"30 years"	"30"	"2018"	"2018"	"Female"	"F"	220	2218983	9.9
	"30 years"	"30"	"2018"	"2018"	"Male"	"M"	181	2282299	7.9
"Total"	"30 years"	"30"	"2018"	"2018"			401	4501282	8.9
	"30 years"	"30"	"2019"	"2019"	"Female"	"F"	192	2273519	8.4
	"30 years"	"30"	"2019"	"2019"	"Male"	"M"	166	2340865	7.1
"Total"	"30 years"	"30"	"2019"	"2019"			358	4614384	7.8
"Total"	"30 years"	"30"					7694	87524431	8.8
	"31 years"	"31"	"1999"	"1999"	"Female"	"F"	248	1957054	12.7
	"31 years"	"31"	"1999"	"1999"	"Male"	"M"	212	1979133	10.7
"Total"	"31 years"	"31"	"1999"	"1999"			460	3936187	11.7
	"31 years"	"31"	"2000"	"2000"	"Female"	"F"	244	1991793	12.3
	"31 years"	"31"	"2000"	"2000"	"Male"	"M"	214	2019782	10.6
"Total"	"31 years"	"31"	"2000"	"2000"			458	4011575	11.4
	"31 years"	"31"	"2001"	"2001"	"Female"	"F"	250	2128146	11.7
	"31 years"	"31"	"2001"	"2001"	"Male"	"M"	188	2174543	8.6
"Total"	"31 years"	"31"	"2001"	"2001"			438	4302689	10.2
	"31 years"	"31"	"2002"	"2002"	"Female"	"F"	242	2098098	11.5
	"31 years"	"31"	"2002"	"2002"	"Male"	"M"	217	2112815	10.3
"Total"	"31 years"	"31"	"2002"	"2002"			459	4210913	10.9
	"31 years"	"31"	"2003"	"2003"	"Female"	"F"	205	1979254	10.4
	"31 years"	"31"	"2003"	"2003"	"Male"	"M"	198	1994472	9.9
"Total"	"31 years"	"31"	"2003"	"2003"			403	3973726	10.1
	"31 years"	"31"	"2004"	"2004"	"Female"	"F"	191	1889889	10.1
	"31 years"	"31"	"2004"	"2004"	"Male"	"M"	180	1901095	9.5
"Total"	"31 years"	"31"	"2004"	"2004"			371	3790984	9.8
	"31 years"	"31"	"2005"	"2005"	"Female"	"F"	202	1845744	10.9
	"31 years"	"31"	"2005"	"2005"	"Male"	"M"	172	1859850	9.2
"Total"	"31 years"	"31"	"2005"	"2005"			374	3705594	10.1
	"31 years"	"31"	"2006"	"2006"	"Female"	"F"	243	1903298	12.8
	"31 years"	"31"	"2006"	"2006"	"Male"	"M"	189	1920967	9.8
"Total"	"31 years"	"31"	"2006"	"2006"			432	3824265	11.3
	"31 years"	"31"	"2007"	"2007"	"Female"	"F"	208	1855504	11.2
	"31 years"	"31"	"2007"	"2007"	"Male"	"M"	181	1869108	9.7
"Total"	"31 years"	"31"	"2007"	"2007"			389	3724612	10.4
	"31 years"	"31"	"2008"	"2008"	"Female"	"F"	201	1909543	10.5
	"31 years"	"31"	"2008"	"2008"	"Male"	"M"	175	1918551	9.1
"Total"	"31 years"	"31"	"2008"	"2008"			376	3828094	9.8
	"31 years"	"31"	"2009"	"2009"	"Female"	"F"	212	1940091	10.9
	"31 years"	"31"	"2009"	"2009"	"Male"	"M"	206	1950109	10.6
"Total"	"31 years"	"31"	"2009"	"2009"			418	3890200	10.7
	"31 years"	"31"	"2010"	"2010"	"Female"	"F"	184	1982063	9.3
	"31 years"	"31"	"2010"	"2010"	"Male"	"M"	210	1988155	10.6
"Total"	"31 years"	"31"	"2010"	"2010"			394	3970218	9.9
	"31 years"	"31"	"2011"	"2011"	"Female"	"F"	192	2142898	9.0
	"31 years"	"31"	"2011"	"2011"	"Male"	"M"	187	2174189	8.6
"Total"	"31 years"	"31"	"2011"	"2011"			379	4317087	8.8
	"31 years"	"31"	"2012"	"2012"	"Female"	"F"	216	2114263	10.2
	"31 years"	"31"	"2012"	"2012"	"Male"	"M"	188	2127915	8.8
"Total"	"31 years"	"31"	"2012"	"2012"			404	4242178	9.5
	"31 years"	"31"	"2013"	"2013"	"Female"	"F"	213	2138703	10.0
	"31 years"	"31"	"2013"	"2013"	"Male"	"M"	215	2158627	10.0
"Total"	"31 years"	"31"	"2013"	"2013"			428	4297330	10.0
	"31 years"	"31"	"2014"	"2014"	"Female"	"F"	204	2148981	9.5
	"31 years"	"31"	"2014"	"2014"	"Male"	"M"	215	2169725	9.9
"Total"	"31 years"	"31"	"2014"	"2014"			419	4318706	9.7
	"31 years"	"31"	"2015"	"2015"	"Female"	"F"	207	2125468	9.7
	"31 years"	"31"	"2015"	"2015"	"Male"	"M"	186	2152765	8.6
"Total"	"31 years"	"31"	"2015"	"2015"			393	4278233	9.2
	"31 years"	"31"	"2016"	"2016"	"Female"	"F"	257	2190224	11.7
	"31 years"	"31"	"2016"	"2016"	"Male"	"M"	188	2233583	8.4
"Total"	"31 years"	"31"	"2016"	"2016"			445	4423807	10.1
	"31 years"	"31"	"2017"	"2017"	"Female"	"F"	199	2183649	9.1
	"31 years"	"31"	"2017"	"2017"	"Male"	"M"	177	2241759	7.9
"Total"	"31 years"	"31"	"2017"	"2017"			376	4425408	8.5
	"31 years"	"31"	"2018"	"2018"	"Female"	"F"	210	2180487	9.6
	"31 years"	"31"	"2018"	"2018"	"Male"	"M"	167	2241062	7.5
"Total"	"31 years"	"31"	"2018"	"2018"			377	4421549	8.5
	"31 years"	"31"	"2019"	"2019"	"Female"	"F"	205	2220984	9.2
	"31 years"	"31"	"2019"	"2019"	"Male"	"M"	179	2281327	7.8
"Total"	"31 years"	"31"	"2019"	"2019"			384	4502311	8.5
"Total"	"31 years"	"31"					8577	86395666	9.9
	"32 years"	"32"	"1999"	"1999"	"Female"	"F"	278	2014551	13.8
	"32 years"	"32"	"1999"	"1999"	"Male"	"M"	218	2029406	10.7
"Total"	"32 years"	"32"	"1999"	"1999"			496	4043957	12.3
	"32 years"	"32"	"2000"	"2000"	"Female"	"F"	276	1985244	13.9
	"32 years"	"32"	"2000"	"2000"	"Male"	"M"	239	2008877	11.9
"Total"	"32 years"	"32"	"2000"	"2000"			515	3994121	12.9
	"32 years"	"32"	"2001"	"2001"	"Female"	"F"	283	2026967	14.0
	"32 years"	"32"	"2001"	"2001"	"Male"	"M"	223	2055935	10.8
"Total"	"32 years"	"32"	"2001"	"2001"			506	4082902	12.4
	"32 years"	"32"	"2002"	"2002"	"Female"	"F"	303	2146046	14.1
	"32 years"	"32"	"2002"	"2002"	"Male"	"M"	239	2184931	10.9
"Total"	"32 years"	"32"	"2002"	"2002"			542	4330977	12.5
	"32 years"	"32"	"2003"	"2003"	"Female"	"F"	249	2120394	11.7
	"32 years"	"32"	"2003"	"2003"	"Male"	"M"	231	2124673	10.9
"Total"	"32 years"	"32"	"2003"	"2003"			480	4245067	11.3
	"32 years"	"32"	"2004"	"2004"	"Female"	"F"	303	2006472	15.1
	"32 years"	"32"	"2004"	"2004"	"Male"	"M"	222	2017316	11.0
"Total"	"32 years"	"32"	"2004"	"2004"			525	4023788	13.0
	"32 years"	"32"	"2005"	"2005"	"Female"	"F"	226	1921927	11.8
	"32 years"	"32"	"2005"	"2005"	"Male"	"M"	217	1926111	11.3
