"","LA","code","pop","cause","deaths","mortrate","country"
"330","Dudley","E08000027",321596,"ASD",51.1427732438205,15.9028014166285,"England"
"331","Sandwell","E08000028",328450,"ASD",67.327681824718,20.498609171782,"England"
"332","Solihull","E08000029",216374,"ASD",20.5870621975201,9.5145730067014,"England"
"333","Walsall","E08000030",285478,"ASD",45.3534641713937,15.8868508856702,"England"
"334","Wolverhampton","E08000031",263357,"ASD",49.2462304768002,18.6994196003145,"England"
"335","Bradford","E08000032",539776,"ASD",67.55810290264,12.5159515989299,"England"
"336","Calderdale","E08000033",211455,"ASD",28.8312981511716,13.6347204611722,"England"
"337","Kirklees","E08000034",439787,"ASD",63.83152121808,14.5141901006806,"England"
"338","Leeds","E08000035",793139,"ASD",113.928138228521,14.364208320171,"England"
"339","Wakefield","E08000036",348312,"ASD",48.463241769353,13.9137445076119,"England"
"340","Gateshead","E08000037",202055,"ASD",34.2951796854513,16.9731903122671,"England"
"341","City of London","E09000001",9721,"ASD",NA,NA,"England"
"342","Barking and Dagenham","E09000002",212906,"ASD",14.2627149222684,6.69906668777227,"England"
"343","Barnet","E09000003",395869,"ASD",18.6712690771948,4.71652720399798,"England"
"344","Bexley","E09000004",248287,"ASD",19.0603779609209,7.67675229106676,"England"
"345","Brent","E09000005",329771,"ASD",22.2967754026723,6.76129053272492,"England"
"346","Bromley","E09000006",332336,"ASD",26.4534360401151,7.95984667328099,"England"
"347","Camden","E09000007",270029,"ASD",24.3742145682568,9.02651736230436,"England"
"348","Croydon","E09000008",386710,"ASD",27.1143122505458,7.01153635813549,"England"
"349","Ealing","E09000009",341806,"ASD",33.1859578280682,9.7090038876053,"England"
"350","Enfield","E09000010",333794,"ASD",17.6979987785686,5.30207216983189,"England"
"351","Greenwich","E09000011",287942,"ASD",25.9844119783626,9.02418264037987,"England"
"352","Hackney","E09000012",281120,"ASD",27.5085543433576,9.78534232475727,"England"
"353","Hammersmith and Fulham","E09000013",185143,"ASD",19.5885138957412,10.5802076750086,"England"
"354","Haringey","E09000014",268647,"ASD",15.9707563973467,5.94488544348037,"England"
"355","Harrow","E09000015",251160,"ASD",13.4896168784952,5.3709256563526,"England"
"356","Havering","E09000016",259552,"ASD",18.3374779106277,7.06504974364588,"England"
"357","Hillingdon","E09000017",306870,"ASD",28.0993621148425,9.15676413948658,"England"
"358","Hounslow","E09000018",271523,"ASD",30.62298725343,11.2782295619266,"England"
"359","Islington","E09000019",242467,"ASD",23.6153253335,9.73960387743487,"England"
"360","Kensington and Chelsea","E09000020",156129,"ASD",8.70997434934604,5.57870373175133,"England"
"361","Kingston upon Thames","E09000021",177507,"ASD",12.808287443772,7.21565202711555,"England"
"362","Lambeth","E09000022",326034,"ASD",45.3039603600528,13.8954711349285,"England"
"363","Lewisham","E09000023",305842,"ASD",33.3283474140844,10.897243483264,"England"
"364","Merton","E09000024",206548,"ASD",16.1012053584136,7.79538187656794,"England"
"365","Newham","E09000025",353134,"ASD",22.9233003733602,6.49138864378967,"England"
"366","Redbridge","E09000026",305222,"ASD",18.6748029372498,6.118432792279,"England"
"367","Richmond upon Thames","E09000027",198019,"ASD",9.7538116186736,4.92569481649417,"England"
"368","Southwark","E09000028",318830,"ASD",37.5102174212688,11.7649585739324,"England"
"369","Sutton","E09000029",206349,"ASD",15.8648713789047,7.68836843352996,"England"
"370","Tower Hamlets","E09000030",324745,"ASD",33.3214484815628,10.2608041637478,"England"
"371","Waltham Forest","E09000031",276983,"ASD",16.0638676601469,5.79958613349805,"England"
"372","Wandsworth","E09000032",329677,"ASD",34.2522266064319,10.3896318537332,"England"
"373","Westminster","E09000033",261317,"ASD",13.8059031344294,5.28320129743926,"England"
"374","Buckinghamshire","E10000002",543973,"ASD",36.6256858590326,6.73299701621819,"England"
"375","Cambridgeshire","E10000003",653537,"ASD",37.5319374061914,5.74289403755127,"England"
"376","Cumbria","E10000006",500012,"ASD",49.6654960376691,9.93286081887416,"England"
"377","Derbyshire","E10000007",802694,"ASD",94.4833254113434,11.7707775829075,"England"
"378","Devon","E10000008",802375,"ASD",71.2623173249819,8.88142294126585,"England"
"379","East Sussex","E10000011",557229,"ASD",50.4742796489021,9.05808557144407,"England"
"380","Essex","E10000012",1489189,"ASD",120.994156032715,8.12483546633198,"England"
"381","Gloucestershire","E10000013",637070,"ASD",53.0932972315667,8.33398170241366,"England"
"382","Hampshire","E10000014",1382542,"ASD",105.721643937957,7.64690287441227,"England"
"383","Hertfordshire","E10000015",1189519,"ASD",87.9771039156767,7.39602342759357,"England"
"384","Kent","E10000016",1581555,"ASD",120.293652670049,7.60603663293716,"England"
"385","Lancashire","E10000017",1219799,"ASD",158.25006789819,12.9734544706292,"England"
"386","Leicestershire","E10000018",706155,"ASD",65.3585730765096,9.25555622724608,"England"
"387","Lincolnshire","E10000019",761224,"ASD",62.0225973674135,8.14774591544848,"England"
"388","Norfolk","E10000020",907760,"ASD",73.9218789587962,8.14332851841855,"England"
"389","Northamptonshire","E10000021",753278,"ASD",64.4655542268483,8.55800305157568,"England"
"390","North Yorkshire","E10000023",618054,"ASD",51.451935920443,8.32482856197727,"England"
"391","Nottinghamshire","E10000024",828224,"ASD",85.0389663796341,10.2676288515708,"England"
"392","Oxfordshire","E10000025",691667,"ASD",46.1167580894919,6.66747988403263,"England"
"393","Somerset","E10000027",562225,"ASD",55.7328474424033,9.91290807815434,"England"
"394","Staffordshire","E10000028",879560,"ASD",96.6127915149214,10.9842184177227,"England"
"395","Suffolk","E10000029",761350,"ASD",55.7603094444439,7.32387330983699,"England"
"396","Surrey","E10000030",1196236,"ASD",92.2791402706518,7.71412499462077,"England"
"397","Warwickshire","E10000031",577933,"ASD",47.3282812004827,8.18923321569849,"England"
"398","West Sussex","E10000032",863980,"ASD",90.2804322489433,10.4493659863589,"England"
"399","Worcestershire","E10000034",595786,"ASD",64.3326956993172,10.7979535771766,"England"
"400","Isle of Anglesey","W06000001",70043,"ASD",9,12.8492497465842,"Wales"
"401","Gwynedd","W06000002",124560,"ASD",13,10.43673731535,"Wales"
"402","Conwy","W06000003",117203,"ASD",14,11.9450867298619,"Wales"
"403","Denbighshire","W06000004",95696,"ASD",12,12.5397090787494,"Wales"
"404","Flintshire","W06000005",156100,"ASD",20,12.8122998078155,"Wales"
"405","Wrexham","W06000006",135957,"ASD",15,11.0329001081224,"Wales"
"406","Ceredigion","W06000008",72695,"ASD",10,13.7561042712704,"Wales"
"407","Pembrokeshire","W06000009",125818,"ASD",16,12.7167813826321,"Wales"
"408","Carmarthenshire","W06000010",188771,"ASD",21,11.1245901118286,"Wales"
"409","Swansea","W06000011",246993,"ASD",33,13.3607025300312,"Wales"
"410","Neath Port Talbot","W06000012",143315,"ASD",21,14.6530370163626,"Wales"
"411","Bridgend","W06000013",147049,"ASD",28,19.0412719569667,"Wales"
"412","Vale of Glamorgan","W06000014",133587,"ASD",15,11.2286375171237,"Wales"
"413","Cardiff","W06000015",366903,"ASD",34,9.26675442828213,"Wales"
"414","Rhondda Cynon Taf","W06000016",241264,"ASD",38,15.7503813250216,"Wales"
"415","Caerphilly","W06000018",181075,"ASD",27,14.9109485020019,"Wales"
"416","Blaenau Gwent","W06000019",69862,"ASD",8,11.4511465460479,"Wales"
"417","Torfaen","W06000020",93961,"ASD",9,9.57844211960281,"Wales"
"418","Monmouthshire","W06000021",94590,"ASD",10,10.5719420657575,"Wales"
"419","Newport","W06000022",154676,"ASD",18,11.637228787918,"Wales"
"420","Powys","W06000023",132435,"ASD",11,8.30596141503379,"Wales"
"421","Merthyr Tydfil","W06000024",60326,"ASD",6,9.94596028246527,"Wales"
"422","Antrim and Newtownabbey","N09000001",143504,"ASD",22.3333333333333,15.562864682053,"Northern Ireland"
"423","Ards and North Down","N09000011",161725,"ASD",23.3333333333333,14.4277837893544,"Northern Ireland"
"424","Armagh City, Banbridge and Craigavon","N09000002",216205,"ASD",26.3333333333333,12.1797984937135,"Northern Ireland"
"425","Belfast","N09000003",343542,"ASD",78.3333333333333,22.8016758746626,"Northern Ireland"
"426","Causeway Coast and Glens","N09000004",144838,"ASD",19.6666666666667,13.5783887285565,"Northern Ireland"
"427","Derry City and Strabane","N09000005",151284,"ASD",34,22.4742867718992,"Northern Ireland"
"428","Fermanagh and Omagh","N09000006",117397,"ASD",16.6666666666667,14.1968420544534,"Northern Ireland"
"429","Lisburn and Castlereagh","N09000007",146002,"ASD",15,10.2738318653169,"Northern Ireland"
"430","Mid and East Antrim","N09000008",139274,"ASD",20.3333333333333,14.5995184552273,"Northern Ireland"
"431","Mid Ulster","N09000009",148528,"ASD",15.6666666666667,10.5479550432691,"Northern Ireland"
"432","Newry, Mourne and Down","N09000010",181368,"ASD",19.6666666666667,10.8435152103274,"Northern Ireland"
