"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"25 years"	"25"	"2012"	"2012"	"Male"	"M"	535	2179197	24.6
"Total"	"25 years"	"25"	"2012"	"2012"			633	4275138	14.8
	"25 years"	"25"	"2013"	"2013"	"Female"	"F"	110	2143108	5.1
	"25 years"	"25"	"2013"	"2013"	"Male"	"M"	505	2229093	22.7
"Total"	"25 years"	"25"	"2013"	"2013"			615	4372201	14.1
	"25 years"	"25"	"2014"	"2014"	"Female"	"F"	132	2213758	6.0
	"25 years"	"25"	"2014"	"2014"	"Male"	"M"	513	2295836	22.3
"Total"	"25 years"	"25"	"2014"	"2014"			645	4509594	14.3
	"25 years"	"25"	"2015"	"2015"	"Female"	"F"	151	2322049	6.5
	"25 years"	"25"	"2015"	"2015"	"Male"	"M"	602	2407515	25.0
"Total"	"25 years"	"25"	"2015"	"2015"			753	4729564	15.9
	"25 years"	"25"	"2016"	"2016"	"Female"	"F"	127	2332540	5.4
	"25 years"	"25"	"2016"	"2016"	"Male"	"M"	659	2425812	27.2
"Total"	"25 years"	"25"	"2016"	"2016"			786	4758352	16.5
	"25 years"	"25"	"2017"	"2017"	"Female"	"F"	164	2295484	7.1
	"25 years"	"25"	"2017"	"2017"	"Male"	"M"	694	2413370	28.8
"Total"	"25 years"	"25"	"2017"	"2017"			858	4708854	18.2
	"25 years"	"25"	"2018"	"2018"	"Female"	"F"	161	2240559	7.2
	"25 years"	"25"	"2018"	"2018"	"Male"	"M"	643	2365722	27.2
"Total"	"25 years"	"25"	"2018"	"2018"			804	4606281	17.5
	"25 years"	"25"	"2019"	"2019"	"Female"	"F"	144	2213205	6.5
	"25 years"	"25"	"2019"	"2019"	"Male"	"M"	658	2325853	28.3
"Total"	"25 years"	"25"	"2019"	"2019"			802	4539058	17.7
"Total"	"25 years"	"25"					12710	88851163	14.3
	"26 years"	"26"	"1999"	"1999"	"Female"	"F"	71	1814511	3.9
	"26 years"	"26"	"1999"	"1999"	"Male"	"M"	393	1851717	21.2
"Total"	"26 years"	"26"	"1999"	"1999"			464	3666228	12.7
	"26 years"	"26"	"2000"	"2000"	"Female"	"F"	74	1787277	4.1
	"26 years"	"26"	"2000"	"2000"	"Male"	"M"	361	1832383	19.7
"Total"	"26 years"	"26"	"2000"	"2000"			435	3619660	12.0
	"26 years"	"26"	"2001"	"2001"	"Female"	"F"	70	1858168	3.8
	"26 years"	"26"	"2001"	"2001"	"Male"	"M"	404	1909984	21.2
"Total"	"26 years"	"26"	"2001"	"2001"			474	3768152	12.6
	"26 years"	"26"	"2002"	"2002"	"Female"	"F"	63	1813125	3.5
	"26 years"	"26"	"2002"	"2002"	"Male"	"M"	381	1856790	20.5
"Total"	"26 years"	"26"	"2002"	"2002"			444	3669915	12.1
	"26 years"	"26"	"2003"	"2003"	"Female"	"F"	81	1870192	4.3
	"26 years"	"26"	"2003"	"2003"	"Male"	"M"	383	1901518	20.1
"Total"	"26 years"	"26"	"2003"	"2003"			464	3771710	12.3
	"26 years"	"26"	"2004"	"2004"	"Female"	"F"	69	1904276	3.6
	"26 years"	"26"	"2004"	"2004"	"Male"	"M"	416	1933949	21.5
"Total"	"26 years"	"26"	"2004"	"2004"			485	3838225	12.6
	"26 years"	"26"	"2005"	"2005"	"Female"	"F"	71	1973649	3.6
	"26 years"	"26"	"2005"	"2005"	"Male"	"M"	413	1993073	20.7
"Total"	"26 years"	"26"	"2005"	"2005"			484	3966722	12.2
	"26 years"	"26"	"2006"	"2006"	"Female"	"F"	81	2090828	3.9
	"26 years"	"26"	"2006"	"2006"	"Male"	"M"	443	2095497	21.1
"Total"	"26 years"	"26"	"2006"	"2006"			524	4186325	12.5
	"26 years"	"26"	"2007"	"2007"	"Female"	"F"	102	2111654	4.8
	"26 years"	"26"	"2007"	"2007"	"Male"	"M"	454	2111196	21.5
"Total"	"26 years"	"26"	"2007"	"2007"			556	4222850	13.2
	"26 years"	"26"	"2008"	"2008"	"Female"	"F"	109	2087875	5.2
	"26 years"	"26"	"2008"	"2008"	"Male"	"M"	414	2118708	19.5
"Total"	"26 years"	"26"	"2008"	"2008"			523	4206583	12.4
	"26 years"	"26"	"2009"	"2009"	"Female"	"F"	115	2074481	5.5
	"26 years"	"26"	"2009"	"2009"	"Male"	"M"	428	2123441	20.2
"Total"	"26 years"	"26"	"2009"	"2009"			543	4197922	12.9
	"26 years"	"26"	"2010"	"2010"	"Female"	"F"	96	2055217	4.7
	"26 years"	"26"	"2010"	"2010"	"Male"	"M"	504	2097088	24.0
"Total"	"26 years"	"26"	"2010"	"2010"			600	4152305	14.4
	"26 years"	"26"	"2011"	"2011"	"Female"	"F"	114	2123489	5.4
	"26 years"	"26"	"2011"	"2011"	"Male"	"M"	537	2187766	24.5
"Total"	"26 years"	"26"	"2011"	"2011"			651	4311255	15.1
	"26 years"	"26"	"2012"	"2012"	"Female"	"F"	111	2111487	5.3
	"26 years"	"26"	"2012"	"2012"	"Male"	"M"	542	2187301	24.8
"Total"	"26 years"	"26"	"2012"	"2012"			653	4298788	15.2
	"26 years"	"26"	"2013"	"2013"	"Female"	"F"	98	2110001	4.6
	"26 years"	"26"	"2013"	"2013"	"Male"	"M"	569	2190519	26.0
"Total"	"26 years"	"26"	"2013"	"2013"			667	4300520	15.5
	"26 years"	"26"	"2014"	"2014"	"Female"	"F"	128	2166446	5.9
	"26 years"	"26"	"2014"	"2014"	"Male"	"M"	593	2240026	26.5
"Total"	"26 years"	"26"	"2014"	"2014"			721	4406472	16.4
	"26 years"	"26"	"2015"	"2015"	"Female"	"F"	119	2233433	5.3
	"26 years"	"26"	"2015"	"2015"	"Male"	"M"	553	2310983	23.9
"Total"	"26 years"	"26"	"2015"	"2015"			672	4544416	14.8
	"26 years"	"26"	"2016"	"2016"	"Female"	"F"	142	2333494	6.1
	"26 years"	"26"	"2016"	"2016"	"Male"	"M"	620	2413760	25.7
"Total"	"26 years"	"26"	"2016"	"2016"			762	4747254	16.1
	"26 years"	"26"	"2017"	"2017"	"Female"	"F"	152	2350352	6.5
	"26 years"	"26"	"2017"	"2017"	"Male"	"M"	715	2443974	29.3
"Total"	"26 years"	"26"	"2017"	"2017"			867	4794326	18.1
	"26 years"	"26"	"2018"	"2018"	"Female"	"F"	156	2307677	6.8
	"26 years"	"26"	"2018"	"2018"	"Male"	"M"	696	2421037	28.7
"Total"	"26 years"	"26"	"2018"	"2018"			852	4728714	18.0
	"26 years"	"26"	"2019"	"2019"	"Female"	"F"	149	2245334	6.6
	"26 years"	"26"	"2019"	"2019"	"Male"	"M"	632	2365886	26.7
"Total"	"26 years"	"26"	"2019"	"2019"			781	4611220	16.9
"Total"	"26 years"	"26"					12622	88009562	14.3
	"27 years"	"27"	"1999"	"1999"	"Female"	"F"	87	1949822	4.5
	"27 years"	"27"	"1999"	"1999"	"Male"	"M"	408	1985242	20.6
"Total"	"27 years"	"27"	"1999"	"1999"			495	3935064	12.6
	"27 years"	"27"	"2000"	"2000"	"Female"	"F"	79	1874853	4.2
	"27 years"	"27"	"2000"	"2000"	"Male"	"M"	395	1914947	20.6
"Total"	"27 years"	"27"	"2000"	"2000"			474	3789800	12.5
	"27 years"	"27"	"2001"	"2001"	"Female"	"F"	73	1814890	4.0
	"27 years"	"27"	"2001"	"2001"	"Male"	"M"	402	1853810	21.7
"Total"	"27 years"	"27"	"2001"	"2001"			475	3668700	12.9
	"27 years"	"27"	"2002"	"2002"	"Female"	"F"	83	1876960	4.4
	"27 years"	"27"	"2002"	"2002"	"Male"	"M"	399	1914753	20.8
"Total"	"27 years"	"27"	"2002"	"2002"			482	3791713	12.7
	"27 years"	"27"	"2003"	"2003"	"Female"	"F"	74	1831742	4.0
	"27 years"	"27"	"2003"	"2003"	"Male"	"M"	378	1856904	20.4
"Total"	"27 years"	"27"	"2003"	"2003"			452	3688646	12.3
	"27 years"	"27"	"2004"	"2004"	"Female"	"F"	82	1890889	4.3
	"27 years"	"27"	"2004"	"2004"	"Male"	"M"	387	1910787	20.3
"Total"	"27 years"	"27"	"2004"	"2004"			469	3801676	12.3
	"27 years"	"27"	"2005"	"2005"	"Female"	"F"	83	1927615	4.3
	"27 years"	"27"	"2005"	"2005"	"Male"	"M"	423	1942425	21.8
"Total"	"27 years"	"27"	"2005"	"2005"			506	3870040	13.1
	"27 years"	"27"	"2006"	"2006"	"Female"	"F"	95	1999674	4.8
	"27 years"	"27"	"2006"	"2006"	"Male"	"M"	426	2004824	21.2
"Total"	"27 years"	"27"	"2006"	"2006"			521	4004498	13.0
	"27 years"	"27"	"2007"	"2007"	"Female"	"F"	90	2118406	4.2
	"27 years"	"27"	"2007"	"2007"	"Male"	"M"	418	2105989	19.8
"Total"	"27 years"	"27"	"2007"	"2007"			508	4224395	12.0
	"27 years"	"27"	"2008"	"2008"	"Female"	"F"	95	2141001	4.4
	"27 years"	"27"	"2008"	"2008"	"Male"	"M"	444	2124164	20.9
"Total"	"27 years"	"27"	"2008"	"2008"			539	4265165	12.6
	"27 years"	"27"	"2009"	"2009"	"Female"	"F"	110	2118250	5.2
	"27 years"	"27"	"2009"	"2009"	"Male"	"M"	410	2131764	19.2
"Total"	"27 years"	"27"	"2009"	"2009"			520	4250014	12.2
	"27 years"	"27"	"2010"	"2010"	"Female"	"F"	103	2108218	4.9
	"27 years"	"27"	"2010"	"2010"	"Male"	"M"	474	2140651	22.1
"Total"	"27 years"	"27"	"2010"	"2010"			577	4248869	13.6
	"27 years"	"27"	"2011"	"2011"	"Female"	"F"	120	2068944	5.8
	"27 years"	"27"	"2011"	"2011"	"Male"	"M"	467	2112504	22.1
"Total"	"27 years"	"27"	"2011"	"2011"			587	4181448	14.0
	"27 years"	"27"	"2012"	"2012"	"Female"	"F"	126	2139336	5.9
	"27 years"	"27"	"2012"	"2012"	"Male"	"M"	518	2200238	23.5
"Total"	"27 years"	"27"	"2012"	"2012"			644	4339574	14.8
	"27 years"	"27"	"2013"	"2013"	"Female"	"F"	132	2123971	6.2
	"27 years"	"27"	"2013"	"2013"	"Male"	"M"	527	2198276	24.0
"Total"	"27 years"	"27"	"2013"	"2013"			659	4322247	15.2
	"27 years"	"27"	"2014"	"2014"	"Female"	"F"	128	2132116	6.0
	"27 years"	"27"	"2014"	"2014"	"Male"	"M"	530	2200429	24.1
"Total"	"27 years"	"27"	"2014"	"2014"			658	4332545	15.2
	"27 years"	"27"	"2015"	"2015"	"Female"	"F"	127	2185163	5.8
	"27 years"	"27"	"2015"	"2015"	"Male"	"M"	557	2254603	24.7
"Total"	"27 years"	"27"	"2015"	"2015"			684	4439766	15.4
	"27 years"	"27"	"2016"	"2016"	"Female"	"F"	130	2243248	5.8
	"27 years"	"27"	"2016"	"2016"	"Male"	"M"	616	2315958	26.6
"Total"	"27 years"	"27"	"2016"	"2016"			746	4559206	16.4
	"27 years"	"27"	"2017"	"2017"	"Female"	"F"	130	2351456	5.5
	"27 years"	"27"	"2017"	"2017"	"Male"	"M"	688	2432679	28.3
"Total"	"27 years"	"27"	"2017"	"2017"			818	4784135	17.1
	"27 years"	"27"	"2018"	"2018"	"Female"	"F"	163	2362325	6.9
	"27 years"	"27"	"2018"	"2018"	"Male"	"M"	706	2451655	28.8
"Total"	"27 years"	"27"	"2018"	"2018"			869	4813980	18.1
	"27 years"	"27"	"2019"	"2019"	"Female"	"F"	137	2312599	5.9
	"27 years"	"27"	"2019"	"2019"	"Male"	"M"	640	2421270	26.4
"Total"	"27 years"	"27"	"2019"	"2019"			777	4733869	16.4
"Total"	"27 years"	"27"					12460	88045350	14.2
	"28 years"	"28"	"1999"	"1999"	"Female"	"F"	95	2060374	4.6
	"28 years"	"28"	"1999"	"1999"	"Male"	"M"	408	2086110	19.6
"Total"	"28 years"	"28"	"1999"	"1999"			503	4146484	12.1
	"28 years"	"28"	"2000"	"2000"	"Female"	"F"	72	1974005	3.6
	"28 years"	"28"	"2000"	"2000"	"Male"	"M"	396	2010807	19.7
"Total"	"28 years"	"28"	"2000"	"2000"			468	3984812	11.7
	"28 years"	"28"	"2001"	"2001"	"Female"	"F"	75	1867542	4.0
	"28 years"	"28"	"2001"	"2001"	"Male"	"M"	430	1898587	22.6
"Total"	"28 years"	"28"	"2001"	"2001"			505	3766129	13.4
	"28 years"	"28"	"2002"	"2002"	"Female"	"F"	107	1824836	5.9
	"28 years"	"28"	"2002"	"2002"	"Male"	"M"	411	1857165	22.1
"Total"	"28 years"	"28"	"2002"	"2002"			518	3682001	14.1
	"28 years"	"28"	"2003"	"2003"	"Female"	"F"	78	1882450	4.1
	"28 years"	"28"	"2003"	"2003"	"Male"	"M"	374	1912388	19.6
"Total"	"28 years"	"28"	"2003"	"2003"			452	3794838	11.9
	"28 years"	"28"	"2004"	"2004"	"Female"	"F"	90	1835016	4.9
	"28 years"	"28"	"2004"	"2004"	"Male"	"M"	390	1862479	20.9
"Total"	"28 years"	"28"	"2004"	"2004"			480	3697495	13.0
	"28 years"	"28"	"2005"	"2005"	"Female"	"F"	86	1891577	4.5
	"28 years"	"28"	"2005"	"2005"	"Male"	"M"	370	1913949	19.3
"Total"	"28 years"	"28"	"2005"	"2005"			456	3805526	12.0
	"28 years"	"28"	"2006"	"2006"	"Female"	"F"	91	1925997	4.7
	"28 years"	"28"	"2006"	"2006"	"Male"	"M"	396	1948157	20.3
"Total"	"28 years"	"28"	"2006"	"2006"			487	3874154	12.6
	"28 years"	"28"	"2007"	"2007"	"Female"	"F"	97	1992509	4.9
	"28 years"	"28"	"2007"	"2007"	"Male"	"M"	421	2007290	21.0
"Total"	"28 years"	"28"	"2007"	"2007"			518	3999799	13.0
	"28 years"	"28"	"2008"	"2008"	"Female"	"F"	111	2106335	5.3
	"28 years"	"28"	"2008"	"2008"	"Male"	"M"	444	2109285	21.0
"Total"	"28 years"	"28"	"2008"	"2008"			555	4215620	13.2
	"28 years"	"28"	"2009"	"2009"	"Female"	"F"	108	2124289	5.1
	"28 years"	"28"	"2009"	"2009"	"Male"	"M"	450	2126324	21.2
"Total"	"28 years"	"28"	"2009"	"2009"			558	4250613	13.1
	"28 years"	"28"	"2010"	"2010"	"Female"	"F"	116	2096644	5.5
	"28 years"	"28"	"2010"	"2010"	"Male"	"M"	517	2118605	24.4
"Total"	"28 years"	"28"	"2010"	"2010"			633	4215249	15.0
	"28 years"	"28"	"2011"	"2011"	"Female"	"F"	112	2111172	5.3
	"28 years"	"28"	"2011"	"2011"	"Male"	"M"	511	2144514	23.8
"Total"	"28 years"	"28"	"2011"	"2011"			623	4255686	14.6
	"28 years"	"28"	"2012"	"2012"	"Female"	"F"	131	2083043	6.3
	"28 years"	"28"	"2012"	"2012"	"Male"	"M"	486	2123571	22.9
"Total"	"28 years"	"28"	"2012"	"2012"			617	4206614	14.7
	"28 years"	"28"	"2013"	"2013"	"Female"	"F"	122	2150401	5.7
	"28 years"	"28"	"2013"	"2013"	"Male"	"M"	533	2209844	24.1
"Total"	"28 years"	"28"	"2013"	"2013"			655	4360245	15.0
	"28 years"	"28"	"2014"	"2014"	"Female"	"F"	135	2144666	6.3
	"28 years"	"28"	"2014"	"2014"	"Male"	"M"	532	2207185	24.1
"Total"	"28 years"	"28"	"2014"	"2014"			667	4351851	15.3
	"28 years"	"28"	"2015"	"2015"	"Female"	"F"	137	2149931	6.4
	"28 years"	"28"	"2015"	"2015"	"Male"	"M"	514	2214738	23.2
"Total"	"28 years"	"28"	"2015"	"2015"			651	4364669	14.9
	"28 years"	"28"	"2016"	"2016"	"Female"	"F"	146	2193389	6.7
	"28 years"	"28"	"2016"	"2016"	"Male"	"M"	621	2258118	27.5
"Total"	"28 years"	"28"	"2016"	"2016"			767	4451507	17.2
	"28 years"	"28"	"2017"	"2017"	"Female"	"F"	175	2260383	7.7
	"28 years"	"28"	"2017"	"2017"	"Male"	"M"	624	2335023	26.7
"Total"	"28 years"	"28"	"2017"	"2017"			799	4595406	17.4
	"28 years"	"28"	"2018"	"2018"	"Female"	"F"	159	2362288	6.7
	"28 years"	"28"	"2018"	"2018"	"Male"	"M"	634	2439423	26.0
"Total"	"28 years"	"28"	"2018"	"2018"			793	4801711	16.5
	"28 years"	"28"	"2019"	"2019"	"Female"	"F"	173	2366969	7.3
	"28 years"	"28"	"2019"	"2019"	"Male"	"M"	703	2451756	28.7
"Total"	"28 years"	"28"	"2019"	"2019"			876	4818725	18.2
"Total"	"28 years"	"28"					12581	87639134	14.4
	"29 years"	"29"	"1999"	"1999"	"Female"	"F"	83	2071169	4.0
	"29 years"	"29"	"1999"	"1999"	"Male"	"M"	436	2098705	20.8
"Total"	"29 years"	"29"	"1999"	"1999"			519	4169874	12.4
	"29 years"	"29"	"2000"	"2000"	"Female"	"F"	93	2107801	4.4
	"29 years"	"29"	"2000"	"2000"	"Male"	"M"	426	2134724	20.0
"Total"	"29 years"	"29"	"2000"	"2000"			519	4242525	12.2
	"29 years"	"29"	"2001"	"2001"	"Female"	"F"	85	1962358	4.3
	"29 years"	"29"	"2001"	"2001"	"Male"	"M"	428	1994289	21.5
"Total"	"29 years"	"29"	"2001"	"2001"			513	3956647	13.0
	"29 years"	"29"	"2002"	"2002"	"Female"	"F"	87	1871240	4.6
	"29 years"	"29"	"2002"	"2002"	"Male"	"M"	419	1897302	22.1
"Total"	"29 years"	"29"	"2002"	"2002"			506	3768542	13.4
	"29 years"	"29"	"2003"	"2003"	"Female"	"F"	75	1824117	4.1
	"29 years"	"29"	"2003"	"2003"	"Male"	"M"	398	1849806	21.5
"Total"	"29 years"	"29"	"2003"	"2003"			473	3673923	12.9
	"29 years"	"29"	"2004"	"2004"	"Female"	"F"	92	1878345	4.9
	"29 years"	"29"	"2004"	"2004"	"Male"	"M"	394	1909795	20.6
"Total"	"29 years"	"29"	"2004"	"2004"			486	3788140	12.8
	"29 years"	"29"	"2005"	"2005"	"Female"	"F"	81	1829126	4.4
	"29 years"	"29"	"2005"	"2005"	"Male"	"M"	345	1857200	18.6
"Total"	"29 years"	"29"	"2005"	"2005"			426	3686326	11.6
	"29 years"	"29"	"2006"	"2006"	"Female"	"F"	99	1882291	5.3
	"29 years"	"29"	"2006"	"2006"	"Male"	"M"	387	1908100	20.3
"Total"	"29 years"	"29"	"2006"	"2006"			486	3790391	12.8
	"29 years"	"29"	"2007"	"2007"	"Female"	"F"	86	1911697	4.5
	"29 years"	"29"	"2007"	"2007"	"Male"	"M"	455	1938385	23.5
"Total"	"29 years"	"29"	"2007"	"2007"			541	3850082	14.1
	"29 years"	"29"	"2008"	"2008"	"Female"	"F"	111	1973380	5.6
	"29 years"	"29"	"2008"	"2008"	"Male"	"M"	427	1995710	21.4
"Total"	"29 years"	"29"	"2008"	"2008"			538	3969090	13.6
	"29 years"	"29"	"2009"	"2009"	"Female"	"F"	106	2081304	5.1
	"29 years"	"29"	"2009"	"2009"	"Male"	"M"	444	2093773	21.2
"Total"	"29 years"	"29"	"2009"	"2009"			550	4175077	13.2
	"29 years"	"29"	"2010"	"2010"	"Female"	"F"	106	2105137	5.0
	"29 years"	"29"	"2010"	"2010"	"Male"	"M"	510	2117939	24.1
"Total"	"29 years"	"29"	"2010"	"2010"			616	4223076	14.6
	"29 years"	"29"	"2011"	"2011"	"Female"	"F"	135	2120402	6.4
	"29 years"	"29"	"2011"	"2011"	"Male"	"M"	493	2143176	23.0
"Total"	"29 years"	"29"	"2011"	"2011"			628	4263578	14.7
	"29 years"	"29"	"2012"	"2012"	"Female"	"F"	122	2123633	5.7
	"29 years"	"29"	"2012"	"2012"	"Male"	"M"	538	2154579	25.0
"Total"	"29 years"	"29"	"2012"	"2012"			660	4278212	15.4
	"29 years"	"29"	"2013"	"2013"	"Female"	"F"	141	2092838	6.7
	"29 years"	"29"	"2013"	"2013"	"Male"	"M"	548	2132147	25.7
"Total"	"29 years"	"29"	"2013"	"2013"			689	4224985	16.3
	"29 years"	"29"	"2014"	"2014"	"Female"	"F"	132	2169563	6.1
	"29 years"	"29"	"2014"	"2014"	"Male"	"M"	485	2217913	21.9
"Total"	"29 years"	"29"	"2014"	"2014"			617	4387476	14.1
	"29 years"	"29"	"2015"	"2015"	"Female"	"F"	132	2161579	6.1
	"29 years"	"29"	"2015"	"2015"	"Male"	"M"	567	2221560	25.5
"Total"	"29 years"	"29"	"2015"	"2015"			699	4383139	15.9
	"29 years"	"29"	"2016"	"2016"	"Female"	"F"	143	2156739	6.6
	"29 years"	"29"	"2016"	"2016"	"Male"	"M"	603	2217826	27.2
"Total"	"29 years"	"29"	"2016"	"2016"			746	4374565	17.1
	"29 years"	"29"	"2017"	"2017"	"Female"	"F"	148	2210555	6.7
	"29 years"	"29"	"2017"	"2017"	"Male"	"M"	602	2277184	26.4
"Total"	"29 years"	"29"	"2017"	"2017"			750	4487739	16.7
	"29 years"	"29"	"2018"	"2018"	"Female"	"F"	180	2270069	7.9
	"29 years"	"29"	"2018"	"2018"	"Male"	"M"	650	2341001	27.8
"Total"	"29 years"	"29"	"2018"	"2018"			830	4611070	18.0
	"29 years"	"29"	"2019"	"2019"	"Female"	"F"	148	2366339	6.3
	"29 years"	"29"	"2019"	"2019"	"Male"	"M"	666	2439805	27.3
"Total"	"29 years"	"29"	"2019"	"2019"			814	4806144	16.9
"Total"	"29 years"	"29"					12606	87110601	14.5
	"30 years"	"30"	"1999"	"1999"	"Female"	"F"	98	2064871	4.7
	"30 years"	"30"	"1999"	"1999"	"Male"	"M"	403	2116341	19.0
"Total"	"30 years"	"30"	"1999"	"1999"			501	4181212	12.0
	"30 years"	"30"	"2000"	"2000"	"Female"	"F"	84	2115732	4.0
	"30 years"	"30"	"2000"	"2000"	"Male"	"M"	421	2174238	19.4
"Total"	"30 years"	"30"	"2000"	"2000"			505	4289970	11.8
	"30 years"	"30"	"2001"	"2001"	"Female"	"F"	89	2096477	4.2
	"30 years"	"30"	"2001"	"2001"	"Male"	"M"	464	2121783	21.9
"Total"	"30 years"	"30"	"2001"	"2001"			553	4218260	13.1
	"30 years"	"30"	"2002"	"2002"	"Female"	"F"	91	1981699	4.6
	"30 years"	"30"	"2002"	"2002"	"Male"	"M"	420	2012465	20.9
"Total"	"30 years"	"30"	"2002"	"2002"			511	3994164	12.8
	"30 years"	"30"	"2003"	"2003"	"Female"	"F"	97	1894832	5.1
	"30 years"	"30"	"2003"	"2003"	"Male"	"M"	410	1918704	21.4
"Total"	"30 years"	"30"	"2003"	"2003"			507	3813536	13.3
	"30 years"	"30"	"2004"	"2004"	"Female"	"F"	106	1853220	5.7
	"30 years"	"30"	"2004"	"2004"	"Male"	"M"	360	1884720	19.1
"Total"	"30 years"	"30"	"2004"	"2004"			466	3737940	12.5
	"30 years"	"30"	"2005"	"2005"	"Female"	"F"	100	1914556	5.2
	"30 years"	"30"	"2005"	"2005"	"Male"	"M"	399	1952025	20.4
"Total"	"30 years"	"30"	"2005"	"2005"			499	3866581	12.9
	"30 years"	"30"	"2006"	"2006"	"Female"	"F"	92	1870844	4.9
	"30 years"	"30"	"2006"	"2006"	"Male"	"M"	400	1908207	21.0
"Total"	"30 years"	"30"	"2006"	"2006"			492	3779051	13.0
	"30 years"	"30"	"2007"	"2007"	"Female"	"F"	86	1929353	4.5
	"30 years"	"30"	"2007"	"2007"	"Male"	"M"	419	1965174	21.3
"Total"	"30 years"	"30"	"2007"	"2007"			505	3894527	13.0
	"30 years"	"30"	"2008"	"2008"	"Female"	"F"	94	1964887	4.8
	"30 years"	"30"	"2008"	"2008"	"Male"	"M"	437	2005304	21.8
"Total"	"30 years"	"30"	"2008"	"2008"			531	3970191	13.4
	"30 years"	"30"	"2009"	"2009"	"Female"	"F"	116	2033069	5.7
	"30 years"	"30"	"2009"	"2009"	"Male"	"M"	430	2071064	20.8
"Total"	"30 years"	"30"	"2009"	"2009"			546	4104133	13.3
	"30 years"	"30"	"2010"	"2010"	"Female"	"F"	116	2124866	5.5
	"30 years"	"30"	"2010"	"2010"	"Male"	"M"	420	2160802	19.4
"Total"	"30 years"	"30"	"2010"	"2010"			536	4285668	12.5
	"30 years"	"30"	"2011"	"2011"	"Female"	"F"	136	2104748	6.5
	"30 years"	"30"	"2011"	"2011"	"Male"	"M"	480	2119768	22.6
"Total"	"30 years"	"30"	"2011"	"2011"			616	4224516	14.6
	"30 years"	"30"	"2012"	"2012"	"Female"	"F"	141	2131196	6.6
	"30 years"	"30"	"2012"	"2012"	"Male"	"M"	488	2152214	22.7
"Total"	"30 years"	"30"	"2012"	"2012"			629	4283410	14.7
	"30 years"	"30"	"2013"	"2013"	"Female"	"F"	111	2132415	5.2
	"30 years"	"30"	"2013"	"2013"	"Male"	"M"	511	2162416	23.6
"Total"	"30 years"	"30"	"2013"	"2013"			622	4294831	14.5
	"30 years"	"30"	"2014"	"2014"	"Female"	"F"	142	2110672	6.7
	"30 years"	"30"	"2014"	"2014"	"Male"	"M"	517	2140108	24.2
"Total"	"30 years"	"30"	"2014"	"2014"			659	4250780	15.5
	"30 years"	"30"	"2015"	"2015"	"Female"	"F"	159	2185746	7.3
	"30 years"	"30"	"2015"	"2015"	"Male"	"M"	547	2231463	24.5
"Total"	"30 years"	"30"	"2015"	"2015"			706	4417209	16.0
	"30 years"	"30"	"2016"	"2016"	"Female"	"F"	147	2167435	6.8
	"30 years"	"30"	"2016"	"2016"	"Male"	"M"	575	2224720	25.8
"Total"	"30 years"	"30"	"2016"	"2016"			722	4392155	16.4
	"30 years"	"30"	"2017"	"2017"	"Female"	"F"	142	2174279	6.5
	"30 years"	"30"	"2017"	"2017"	"Male"	"M"	600	2236352	26.8
"Total"	"30 years"	"30"	"2017"	"2017"			742	4410631	16.8
	"30 years"	"30"	"2018"	"2018"	"Female"	"F"	185	2218983	8.3
	"30 years"	"30"	"2018"	"2018"	"Male"	"M"	667	2282299	29.2
"Total"	"30 years"	"30"	"2018"	"2018"			852	4501282	18.9
	"30 years"	"30"	"2019"	"2019"	"Female"	"F"	156	2273519	6.9
	"30 years"	"30"	"2019"	"2019"	"Male"	"M"	658	2340865	28.1
"Total"	"30 years"	"30"	"2019"	"2019"			814	4614384	17.6
"Total"	"30 years"	"30"					12514	87524431	14.3
	"31 years"	"31"	"1999"	"1999"	"Female"	"F"	103	1957054	5.3
	"31 years"	"31"	"1999"	"1999"	"Male"	"M"	435	1979133	22.0
"Total"	"31 years"	"31"	"1999"	"1999"			538	3936187	13.7
	"31 years"	"31"	"2000"	"2000"	"Female"	"F"	95	1991793	4.8
	"31 years"	"31"	"2000"	"2000"	"Male"	"M"	396	2019782	19.6
"Total"	"31 years"	"31"	"2000"	"2000"			491	4011575	12.2
	"31 years"	"31"	"2001"	"2001"	"Female"	"F"	95	2128146	4.5
	"31 years"	"31"	"2001"	"2001"	"Male"	"M"	464	2174543	21.3
"Total"	"31 years"	"31"	"2001"	"2001"			559	4302689	13.0
	"31 years"	"31"	"2002"	"2002"	"Female"	"F"	103	2098098	4.9
	"31 years"	"31"	"2002"	"2002"	"Male"	"M"	475	2112815	22.5
"Total"	"31 years"	"31"	"2002"	"2002"			578	4210913	13.7
	"31 years"	"31"	"2003"	"2003"	"Female"	"F"	108	1979254	5.5
	"31 years"	"31"	"2003"	"2003"	"Male"	"M"	427	1994472	21.4
"Total"	"31 years"	"31"	"2003"	"2003"			535	3973726	13.5
	"31 years"	"31"	"2004"	"2004"	"Female"	"F"	90	1889889	4.8
	"31 years"	"31"	"2004"	"2004"	"Male"	"M"	419	1901095	22.0
"Total"	"31 years"	"31"	"2004"	"2004"			509	3790984	13.4
	"31 years"	"31"	"2005"	"2005"	"Female"	"F"	99	1845744	5.4
	"31 years"	"31"	"2005"	"2005"	"Male"	"M"	386	1859850	20.8
"Total"	"31 years"	"31"	"2005"	"2005"			485	3705594	13.1
