"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"28 years"	"28"	"2016"	"2016"	"Male"	"M"	75	2258118	3.3
"Total"	"28 years"	"28"	"2016"	"2016"			120	4451507	2.7
	"28 years"	"28"	"2017"	"2017"	"Female"	"F"	42	2260383	1.9
	"28 years"	"28"	"2017"	"2017"	"Male"	"M"	81	2335023	3.5
"Total"	"28 years"	"28"	"2017"	"2017"			123	4595406	2.7
	"28 years"	"28"	"2018"	"2018"	"Female"	"F"	44	2362288	1.9
	"28 years"	"28"	"2018"	"2018"	"Male"	"M"	90	2439423	3.7
"Total"	"28 years"	"28"	"2018"	"2018"			134	4801711	2.8
	"28 years"	"28"	"2019"	"2019"	"Female"	"F"	46	2366969	1.9
	"28 years"	"28"	"2019"	"2019"	"Male"	"M"	86	2451756	3.5
"Total"	"28 years"	"28"	"2019"	"2019"			132	4818725	2.7
"Total"	"28 years"	"28"					1561	87639134	1.8
	"29 years"	"29"	"1999"	"1999"	"Female"	"F"	10	2071169	Unreliable
	"29 years"	"29"	"1999"	"1999"	"Male"	"M"	41	2098705	2.0
"Total"	"29 years"	"29"	"1999"	"1999"			51	4169874	1.2
	"29 years"	"29"	"2000"	"2000"	"Female"	"F"	12	2107801	Unreliable
	"29 years"	"29"	"2000"	"2000"	"Male"	"M"	47	2134724	2.2
"Total"	"29 years"	"29"	"2000"	"2000"			59	4242525	1.4
	"29 years"	"29"	"2001"	"2001"	"Female"	"F"	19	1962358	Unreliable
	"29 years"	"29"	"2001"	"2001"	"Male"	"M"	39	1994289	2.0
"Total"	"29 years"	"29"	"2001"	"2001"			58	3956647	1.5
	"29 years"	"29"	"2002"	"2002"	"Female"	"F"	11	1871240	Unreliable
	"29 years"	"29"	"2002"	"2002"	"Male"	"M"	46	1897302	2.4
"Total"	"29 years"	"29"	"2002"	"2002"			57	3768542	1.5
	"29 years"	"29"	"2003"	"2003"	"Female"	"F"	9	1824117	Unreliable
	"29 years"	"29"	"2003"	"2003"	"Male"	"M"	52	1849806	2.8
"Total"	"29 years"	"29"	"2003"	"2003"			61	3673923	1.7
	"29 years"	"29"	"2004"	"2004"	"Female"	"F"	12	1878345	Unreliable
	"29 years"	"29"	"2004"	"2004"	"Male"	"M"	39	1909795	2.0
"Total"	"29 years"	"29"	"2004"	"2004"			51	3788140	1.3
	"29 years"	"29"	"2005"	"2005"	"Female"	"F"	13	1829126	Unreliable
	"29 years"	"29"	"2005"	"2005"	"Male"	"M"	44	1857200	2.4
"Total"	"29 years"	"29"	"2005"	"2005"			57	3686326	1.5
	"29 years"	"29"	"2006"	"2006"	"Female"	"F"	10	1882291	Unreliable
	"29 years"	"29"	"2006"	"2006"	"Male"	"M"	43	1908100	2.3
"Total"	"29 years"	"29"	"2006"	"2006"			53	3790391	1.4
	"29 years"	"29"	"2007"	"2007"	"Female"	"F"	17	1911697	Unreliable
	"29 years"	"29"	"2007"	"2007"	"Male"	"M"	48	1938385	2.5
"Total"	"29 years"	"29"	"2007"	"2007"			65	3850082	1.7
	"29 years"	"29"	"2008"	"2008"	"Female"	"F"	15	1973380	Unreliable
	"29 years"	"29"	"2008"	"2008"	"Male"	"M"	56	1995710	2.8
"Total"	"29 years"	"29"	"2008"	"2008"			71	3969090	1.8
	"29 years"	"29"	"2009"	"2009"	"Female"	"F"	21	2081304	1.0
	"29 years"	"29"	"2009"	"2009"	"Male"	"M"	54	2093773	2.6
"Total"	"29 years"	"29"	"2009"	"2009"			75	4175077	1.8
	"29 years"	"29"	"2010"	"2010"	"Female"	"F"	37	2105137	1.8
	"29 years"	"29"	"2010"	"2010"	"Male"	"M"	52	2117939	2.5
"Total"	"29 years"	"29"	"2010"	"2010"			89	4223076	2.1
	"29 years"	"29"	"2011"	"2011"	"Female"	"F"	28	2120402	1.3
	"29 years"	"29"	"2011"	"2011"	"Male"	"M"	62	2143176	2.9
"Total"	"29 years"	"29"	"2011"	"2011"			90	4263578	2.1
	"29 years"	"29"	"2012"	"2012"	"Female"	"F"	33	2123633	1.6
	"29 years"	"29"	"2012"	"2012"	"Male"	"M"	83	2154579	3.9
"Total"	"29 years"	"29"	"2012"	"2012"			116	4278212	2.7
	"29 years"	"29"	"2013"	"2013"	"Female"	"F"	31	2092838	1.5
	"29 years"	"29"	"2013"	"2013"	"Male"	"M"	68	2132147	3.2
"Total"	"29 years"	"29"	"2013"	"2013"			99	4224985	2.3
	"29 years"	"29"	"2014"	"2014"	"Female"	"F"	38	2169563	1.8
	"29 years"	"29"	"2014"	"2014"	"Male"	"M"	78	2217913	3.5
"Total"	"29 years"	"29"	"2014"	"2014"			116	4387476	2.6
	"29 years"	"29"	"2015"	"2015"	"Female"	"F"	37	2161579	1.7
	"29 years"	"29"	"2015"	"2015"	"Male"	"M"	105	2221560	4.7
"Total"	"29 years"	"29"	"2015"	"2015"			142	4383139	3.2
	"29 years"	"29"	"2016"	"2016"	"Female"	"F"	51	2156739	2.4
	"29 years"	"29"	"2016"	"2016"	"Male"	"M"	93	2217826	4.2
"Total"	"29 years"	"29"	"2016"	"2016"			144	4374565	3.3
	"29 years"	"29"	"2017"	"2017"	"Female"	"F"	46	2210555	2.1
	"29 years"	"29"	"2017"	"2017"	"Male"	"M"	89	2277184	3.9
"Total"	"29 years"	"29"	"2017"	"2017"			135	4487739	3.0
	"29 years"	"29"	"2018"	"2018"	"Female"	"F"	66	2270069	2.9
	"29 years"	"29"	"2018"	"2018"	"Male"	"M"	94	2341001	4.0
"Total"	"29 years"	"29"	"2018"	"2018"			160	4611070	3.5
	"29 years"	"29"	"2019"	"2019"	"Female"	"F"	53	2366339	2.2
	"29 years"	"29"	"2019"	"2019"	"Male"	"M"	120	2439805	4.9
"Total"	"29 years"	"29"	"2019"	"2019"			173	4806144	3.6
"Total"	"29 years"	"29"					1922	87110601	2.2
	"30 years"	"30"	"1999"	"1999"	"Female"	"F"	20	2064871	1.0
	"30 years"	"30"	"1999"	"1999"	"Male"	"M"	45	2116341	2.1
"Total"	"30 years"	"30"	"1999"	"1999"			65	4181212	1.6
	"30 years"	"30"	"2000"	"2000"	"Female"	"F"	21	2115732	1.0
	"30 years"	"30"	"2000"	"2000"	"Male"	"M"	56	2174238	2.6
"Total"	"30 years"	"30"	"2000"	"2000"			77	4289970	1.8
	"30 years"	"30"	"2001"	"2001"	"Female"	"F"	20	2096477	1.0
	"30 years"	"30"	"2001"	"2001"	"Male"	"M"	61	2121783	2.9
"Total"	"30 years"	"30"	"2001"	"2001"			81	4218260	1.9
	"30 years"	"30"	"2002"	"2002"	"Female"	"F"	19	1981699	Unreliable
	"30 years"	"30"	"2002"	"2002"	"Male"	"M"	46	2012465	2.3
"Total"	"30 years"	"30"	"2002"	"2002"			65	3994164	1.6
	"30 years"	"30"	"2003"	"2003"	"Female"	"F"	14	1894832	Unreliable
	"30 years"	"30"	"2003"	"2003"	"Male"	"M"	52	1918704	2.7
"Total"	"30 years"	"30"	"2003"	"2003"			66	3813536	1.7
	"30 years"	"30"	"2004"	"2004"	"Female"	"F"	12	1853220	Unreliable
	"30 years"	"30"	"2004"	"2004"	"Male"	"M"	49	1884720	2.6
"Total"	"30 years"	"30"	"2004"	"2004"			61	3737940	1.6
	"30 years"	"30"	"2005"	"2005"	"Female"	"F"	12	1914556	Unreliable
	"30 years"	"30"	"2005"	"2005"	"Male"	"M"	40	1952025	2.0
"Total"	"30 years"	"30"	"2005"	"2005"			52	3866581	1.3
	"30 years"	"30"	"2006"	"2006"	"Female"	"F"	17	1870844	Unreliable
	"30 years"	"30"	"2006"	"2006"	"Male"	"M"	38	1908207	2.0
"Total"	"30 years"	"30"	"2006"	"2006"			55	3779051	1.5
	"30 years"	"30"	"2007"	"2007"	"Female"	"F"	20	1929353	1.0
	"30 years"	"30"	"2007"	"2007"	"Male"	"M"	46	1965174	2.3
"Total"	"30 years"	"30"	"2007"	"2007"			66	3894527	1.7
	"30 years"	"30"	"2008"	"2008"	"Female"	"F"	22	1964887	1.1
	"30 years"	"30"	"2008"	"2008"	"Male"	"M"	66	2005304	3.3
"Total"	"30 years"	"30"	"2008"	"2008"			88	3970191	2.2
	"30 years"	"30"	"2009"	"2009"	"Female"	"F"	29	2033069	1.4
	"30 years"	"30"	"2009"	"2009"	"Male"	"M"	65	2071064	3.1
"Total"	"30 years"	"30"	"2009"	"2009"			94	4104133	2.3
	"30 years"	"30"	"2010"	"2010"	"Female"	"F"	27	2124866	1.3
	"30 years"	"30"	"2010"	"2010"	"Male"	"M"	79	2160802	3.7
"Total"	"30 years"	"30"	"2010"	"2010"			106	4285668	2.5
	"30 years"	"30"	"2011"	"2011"	"Female"	"F"	30	2104748	1.4
	"30 years"	"30"	"2011"	"2011"	"Male"	"M"	81	2119768	3.8
"Total"	"30 years"	"30"	"2011"	"2011"			111	4224516	2.6
	"30 years"	"30"	"2012"	"2012"	"Female"	"F"	32	2131196	1.5
	"30 years"	"30"	"2012"	"2012"	"Male"	"M"	79	2152214	3.7
"Total"	"30 years"	"30"	"2012"	"2012"			111	4283410	2.6
	"30 years"	"30"	"2013"	"2013"	"Female"	"F"	55	2132415	2.6
	"30 years"	"30"	"2013"	"2013"	"Male"	"M"	83	2162416	3.8
"Total"	"30 years"	"30"	"2013"	"2013"			138	4294831	3.2
	"30 years"	"30"	"2014"	"2014"	"Female"	"F"	39	2110672	1.8
	"30 years"	"30"	"2014"	"2014"	"Male"	"M"	91	2140108	4.3
"Total"	"30 years"	"30"	"2014"	"2014"			130	4250780	3.1
	"30 years"	"30"	"2015"	"2015"	"Female"	"F"	62	2185746	2.8
	"30 years"	"30"	"2015"	"2015"	"Male"	"M"	91	2231463	4.1
"Total"	"30 years"	"30"	"2015"	"2015"			153	4417209	3.5
	"30 years"	"30"	"2016"	"2016"	"Female"	"F"	57	2167435	2.6
	"30 years"	"30"	"2016"	"2016"	"Male"	"M"	125	2224720	5.6
"Total"	"30 years"	"30"	"2016"	"2016"			182	4392155	4.1
	"30 years"	"30"	"2017"	"2017"	"Female"	"F"	63	2174279	2.9
	"30 years"	"30"	"2017"	"2017"	"Male"	"M"	111	2236352	5.0
"Total"	"30 years"	"30"	"2017"	"2017"			174	4410631	3.9
	"30 years"	"30"	"2018"	"2018"	"Female"	"F"	61	2218983	2.7
	"30 years"	"30"	"2018"	"2018"	"Male"	"M"	109	2282299	4.8
"Total"	"30 years"	"30"	"2018"	"2018"			170	4501282	3.8
	"30 years"	"30"	"2019"	"2019"	"Female"	"F"	66	2273519	2.9
	"30 years"	"30"	"2019"	"2019"	"Male"	"M"	157	2340865	6.7
"Total"	"30 years"	"30"	"2019"	"2019"			223	4614384	4.8
"Total"	"30 years"	"30"					2268	87524431	2.6
	"31 years"	"31"	"1999"	"1999"	"Female"	"F"	29	1957054	1.5
	"31 years"	"31"	"1999"	"1999"	"Male"	"M"	49	1979133	2.5
"Total"	"31 years"	"31"	"1999"	"1999"			78	3936187	2.0
	"31 years"	"31"	"2000"	"2000"	"Female"	"F"	17	1991793	Unreliable
	"31 years"	"31"	"2000"	"2000"	"Male"	"M"	62	2019782	3.1
"Total"	"31 years"	"31"	"2000"	"2000"			79	4011575	2.0
	"31 years"	"31"	"2001"	"2001"	"Female"	"F"	27	2128146	1.3
	"31 years"	"31"	"2001"	"2001"	"Male"	"M"	67	2174543	3.1
"Total"	"31 years"	"31"	"2001"	"2001"			94	4302689	2.2
	"31 years"	"31"	"2002"	"2002"	"Female"	"F"	23	2098098	1.1
	"31 years"	"31"	"2002"	"2002"	"Male"	"M"	53	2112815	2.5
"Total"	"31 years"	"31"	"2002"	"2002"			76	4210913	1.8
	"31 years"	"31"	"2003"	"2003"	"Female"	"F"	10	1979254	Unreliable
	"31 years"	"31"	"2003"	"2003"	"Male"	"M"	53	1994472	2.7
"Total"	"31 years"	"31"	"2003"	"2003"			63	3973726	1.6
	"31 years"	"31"	"2004"	"2004"	"Female"	"F"	17	1889889	Unreliable
	"31 years"	"31"	"2004"	"2004"	"Male"	"M"	57	1901095	3.0
"Total"	"31 years"	"31"	"2004"	"2004"			74	3790984	2.0
	"31 years"	"31"	"2005"	"2005"	"Female"	"F"	24	1845744	1.3
	"31 years"	"31"	"2005"	"2005"	"Male"	"M"	42	1859850	2.3
"Total"	"31 years"	"31"	"2005"	"2005"			66	3705594	1.8
	"31 years"	"31"	"2006"	"2006"	"Female"	"F"	18	1903298	Unreliable
	"31 years"	"31"	"2006"	"2006"	"Male"	"M"	60	1920967	3.1
"Total"	"31 years"	"31"	"2006"	"2006"			78	3824265	2.0
	"31 years"	"31"	"2007"	"2007"	"Female"	"F"	18	1855504	Unreliable
	"31 years"	"31"	"2007"	"2007"	"Male"	"M"	64	1869108	3.4
"Total"	"31 years"	"31"	"2007"	"2007"			82	3724612	2.2
	"31 years"	"31"	"2008"	"2008"	"Female"	"F"	24	1909543	1.3
	"31 years"	"31"	"2008"	"2008"	"Male"	"M"	74	1918551	3.9
"Total"	"31 years"	"31"	"2008"	"2008"			98	3828094	2.6
	"31 years"	"31"	"2009"	"2009"	"Female"	"F"	23	1940091	1.2
	"31 years"	"31"	"2009"	"2009"	"Male"	"M"	81	1950109	4.2
"Total"	"31 years"	"31"	"2009"	"2009"			104	3890200	2.7
	"31 years"	"31"	"2010"	"2010"	"Female"	"F"	41	1982063	2.1
	"31 years"	"31"	"2010"	"2010"	"Male"	"M"	64	1988155	3.2
"Total"	"31 years"	"31"	"2010"	"2010"			105	3970218	2.6
	"31 years"	"31"	"2011"	"2011"	"Female"	"F"	38	2142898	1.8
	"31 years"	"31"	"2011"	"2011"	"Male"	"M"	64	2174189	2.9
"Total"	"31 years"	"31"	"2011"	"2011"			102	4317087	2.4
	"31 years"	"31"	"2012"	"2012"	"Female"	"F"	47	2114263	2.2
	"31 years"	"31"	"2012"	"2012"	"Male"	"M"	87	2127915	4.1
"Total"	"31 years"	"31"	"2012"	"2012"			134	4242178	3.2
	"31 years"	"31"	"2013"	"2013"	"Female"	"F"	35	2138703	1.6
	"31 years"	"31"	"2013"	"2013"	"Male"	"M"	93	2158627	4.3
"Total"	"31 years"	"31"	"2013"	"2013"			128	4297330	3.0
	"31 years"	"31"	"2014"	"2014"	"Female"	"F"	53	2148981	2.5
	"31 years"	"31"	"2014"	"2014"	"Male"	"M"	114	2169725	5.3
"Total"	"31 years"	"31"	"2014"	"2014"			167	4318706	3.9
	"31 years"	"31"	"2015"	"2015"	"Female"	"F"	70	2125468	3.3
	"31 years"	"31"	"2015"	"2015"	"Male"	"M"	131	2152765	6.1
"Total"	"31 years"	"31"	"2015"	"2015"			201	4278233	4.7
	"31 years"	"31"	"2016"	"2016"	"Female"	"F"	79	2190224	3.6
	"31 years"	"31"	"2016"	"2016"	"Male"	"M"	123	2233583	5.5
"Total"	"31 years"	"31"	"2016"	"2016"			202	4423807	4.6
	"31 years"	"31"	"2017"	"2017"	"Female"	"F"	74	2183649	3.4
	"31 years"	"31"	"2017"	"2017"	"Male"	"M"	128	2241759	5.7
"Total"	"31 years"	"31"	"2017"	"2017"			202	4425408	4.6
	"31 years"	"31"	"2018"	"2018"	"Female"	"F"	86	2180487	3.9
	"31 years"	"31"	"2018"	"2018"	"Male"	"M"	133	2241062	5.9
"Total"	"31 years"	"31"	"2018"	"2018"			219	4421549	5.0
	"31 years"	"31"	"2019"	"2019"	"Female"	"F"	85	2220984	3.8
	"31 years"	"31"	"2019"	"2019"	"Male"	"M"	157	2281327	6.9
"Total"	"31 years"	"31"	"2019"	"2019"			242	4502311	5.4
"Total"	"31 years"	"31"					2594	86395666	3.0
	"32 years"	"32"	"1999"	"1999"	"Female"	"F"	35	2014551	1.7
	"32 years"	"32"	"1999"	"1999"	"Male"	"M"	74	2029406	3.6
"Total"	"32 years"	"32"	"1999"	"1999"			109	4043957	2.7
	"32 years"	"32"	"2000"	"2000"	"Female"	"F"	31	1985244	1.6
	"32 years"	"32"	"2000"	"2000"	"Male"	"M"	69	2008877	3.4
"Total"	"32 years"	"32"	"2000"	"2000"			100	3994121	2.5
	"32 years"	"32"	"2001"	"2001"	"Female"	"F"	34	2026967	1.7
	"32 years"	"32"	"2001"	"2001"	"Male"	"M"	77	2055935	3.7
"Total"	"32 years"	"32"	"2001"	"2001"			111	4082902	2.7
	"32 years"	"32"	"2002"	"2002"	"Female"	"F"	33	2146046	1.5
	"32 years"	"32"	"2002"	"2002"	"Male"	"M"	77	2184931	3.5
"Total"	"32 years"	"32"	"2002"	"2002"			110	4330977	2.5
	"32 years"	"32"	"2003"	"2003"	"Female"	"F"	23	2120394	1.1
	"32 years"	"32"	"2003"	"2003"	"Male"	"M"	80	2124673	3.8
"Total"	"32 years"	"32"	"2003"	"2003"			103	4245067	2.4
	"32 years"	"32"	"2004"	"2004"	"Female"	"F"	24	2006472	1.2
	"32 years"	"32"	"2004"	"2004"	"Male"	"M"	64	2017316	3.2
"Total"	"32 years"	"32"	"2004"	"2004"			88	4023788	2.2
	"32 years"	"32"	"2005"	"2005"	"Female"	"F"	28	1921927	1.5
	"32 years"	"32"	"2005"	"2005"	"Male"	"M"	52	1926111	2.7
"Total"	"32 years"	"32"	"2005"	"2005"			80	3848038	2.1
	"32 years"	"32"	"2006"	"2006"	"Female"	"F"	23	1882413	1.2
	"32 years"	"32"	"2006"	"2006"	"Male"	"M"	60	1890125	3.2
"Total"	"32 years"	"32"	"2006"	"2006"			83	3772538	2.2
	"32 years"	"32"	"2007"	"2007"	"Female"	"F"	22	1944828	1.1
	"32 years"	"32"	"2007"	"2007"	"Male"	"M"	68	1954635	3.5
"Total"	"32 years"	"32"	"2007"	"2007"			90	3899463	2.3
	"32 years"	"32"	"2008"	"2008"	"Female"	"F"	29	1900958	1.5
	"32 years"	"32"	"2008"	"2008"	"Male"	"M"	79	1906803	4.1
"Total"	"32 years"	"32"	"2008"	"2008"			108	3807761	2.8
	"32 years"	"32"	"2009"	"2009"	"Female"	"F"	22	1960227	1.1
	"32 years"	"32"	"2009"	"2009"	"Male"	"M"	87	1961054	4.4
"Total"	"32 years"	"32"	"2009"	"2009"			109	3921281	2.8
	"32 years"	"32"	"2010"	"2010"	"Female"	"F"	45	1992371	2.3
	"32 years"	"32"	"2010"	"2010"	"Male"	"M"	91	1994476	4.6
"Total"	"32 years"	"32"	"2010"	"2010"			136	3986847	3.4
	"32 years"	"32"	"2011"	"2011"	"Female"	"F"	36	2021239	1.8
	"32 years"	"32"	"2011"	"2011"	"Male"	"M"	87	2031455	4.3
"Total"	"32 years"	"32"	"2011"	"2011"			123	4052694	3.0
	"32 years"	"32"	"2012"	"2012"	"Female"	"F"	45	2151063	2.1
	"32 years"	"32"	"2012"	"2012"	"Male"	"M"	102	2180995	4.7
"Total"	"32 years"	"32"	"2012"	"2012"			147	4332058	3.4
	"32 years"	"32"	"2013"	"2013"	"Female"	"F"	65	2120965	3.1
	"32 years"	"32"	"2013"	"2013"	"Male"	"M"	112	2133366	5.2
"Total"	"32 years"	"32"	"2013"	"2013"			177	4254331	4.2
	"32 years"	"32"	"2014"	"2014"	"Female"	"F"	54	2154232	2.5
	"32 years"	"32"	"2014"	"2014"	"Male"	"M"	106	2165840	4.9
"Total"	"32 years"	"32"	"2014"	"2014"			160	4320072	3.7
	"32 years"	"32"	"2015"	"2015"	"Female"	"F"	72	2162451	3.3
	"32 years"	"32"	"2015"	"2015"	"Male"	"M"	142	2181163	6.5
"Total"	"32 years"	"32"	"2015"	"2015"			214	4343614	4.9
	"32 years"	"32"	"2016"	"2016"	"Female"	"F"	82	2128886	3.9
	"32 years"	"32"	"2016"	"2016"	"Male"	"M"	157	2154190	7.3
"Total"	"32 years"	"32"	"2016"	"2016"			239	4283076	5.6
	"32 years"	"32"	"2017"	"2017"	"Female"	"F"	88	2204770	4.0
	"32 years"	"32"	"2017"	"2017"	"Male"	"M"	156	2248948	6.9
"Total"	"32 years"	"32"	"2017"	"2017"			244	4453718	5.5
	"32 years"	"32"	"2018"	"2018"	"Female"	"F"	111	2188295	5.1
	"32 years"	"32"	"2018"	"2018"	"Male"	"M"	167	2245454	7.4
"Total"	"32 years"	"32"	"2018"	"2018"			278	4433749	6.3
	"32 years"	"32"	"2019"	"2019"	"Female"	"F"	90	2181619	4.1
	"32 years"	"32"	"2019"	"2019"	"Male"	"M"	177	2239886	7.9
"Total"	"32 years"	"32"	"2019"	"2019"			267	4421505	6.0
"Total"	"32 years"	"32"					3076	86851557	3.5
	"33 years"	"33"	"1999"	"1999"	"Female"	"F"	53	2036474	2.6
	"33 years"	"33"	"1999"	"1999"	"Male"	"M"	100	2043243	4.9
"Total"	"33 years"	"33"	"1999"	"1999"			153	4079717	3.8
	"33 years"	"33"	"2000"	"2000"	"Female"	"F"	35	2008556	1.7
	"33 years"	"33"	"2000"	"2000"	"Male"	"M"	96	2018017	4.8
"Total"	"33 years"	"33"	"2000"	"2000"			131	4026573	3.3
	"33 years"	"33"	"2001"	"2001"	"Female"	"F"	44	1998254	2.2
	"33 years"	"33"	"2001"	"2001"	"Male"	"M"	76	2016658	3.8
"Total"	"33 years"	"33"	"2001"	"2001"			120	4014912	3.0
	"33 years"	"33"	"2002"	"2002"	"Female"	"F"	33	2036914	1.6
	"33 years"	"33"	"2002"	"2002"	"Male"	"M"	77	2058617	3.7
"Total"	"33 years"	"33"	"2002"	"2002"			110	4095531	2.7
	"33 years"	"33"	"2003"	"2003"	"Female"	"F"	40	2154626	1.9
	"33 years"	"33"	"2003"	"2003"	"Male"	"M"	88	2182673	4.0
"Total"	"33 years"	"33"	"2003"	"2003"			128	4337299	3.0
	"33 years"	"33"	"2004"	"2004"	"Female"	"F"	30	2129110	1.4
	"33 years"	"33"	"2004"	"2004"	"Male"	"M"	70	2128284	3.3
"Total"	"33 years"	"33"	"2004"	"2004"			100	4257394	2.3
	"33 years"	"33"	"2005"	"2005"	"Female"	"F"	28	2015588	1.4
	"33 years"	"33"	"2005"	"2005"	"Male"	"M"	59	2019457	2.9
"Total"	"33 years"	"33"	"2005"	"2005"			87	4035045	2.2
	"33 years"	"33"	"2006"	"2006"	"Female"	"F"	29	1931252	1.5
	"33 years"	"33"	"2006"	"2006"	"Male"	"M"	69	1928913	3.6
"Total"	"33 years"	"33"	"2006"	"2006"			98	3860165	2.5
	"33 years"	"33"	"2007"	"2007"	"Female"	"F"	35	1890567	1.9
	"33 years"	"33"	"2007"	"2007"	"Male"	"M"	65	1890360	3.4
"Total"	"33 years"	"33"	"2007"	"2007"			100	3780927	2.6
	"33 years"	"33"	"2008"	"2008"	"Female"	"F"	32	1952623	1.6
	"33 years"	"33"	"2008"	"2008"	"Male"	"M"	84	1954630	4.3
"Total"	"33 years"	"33"	"2008"	"2008"			116	3907253	3.0
	"33 years"	"33"	"2009"	"2009"	"Female"	"F"	40	1907798	2.1
	"33 years"	"33"	"2009"	"2009"	"Male"	"M"	63	1905203	3.3
"Total"	"33 years"	"33"	"2009"	"2009"			103	3813001	2.7
	"33 years"	"33"	"2010"	"2010"	"Female"	"F"	39	1943287	2.0
	"33 years"	"33"	"2010"	"2010"	"Male"	"M"	102	1936863	5.3
"Total"	"33 years"	"33"	"2010"	"2010"			141	3880150	3.6
	"33 years"	"33"	"2011"	"2011"	"Female"	"F"	45	1985773	2.3
	"33 years"	"33"	"2011"	"2011"	"Male"	"M"	91	1990264	4.6
"Total"	"33 years"	"33"	"2011"	"2011"			136	3976037	3.4
	"33 years"	"33"	"2012"	"2012"	"Female"	"F"	57	2028414	2.8
	"33 years"	"33"	"2012"	"2012"	"Male"	"M"	97	2037148	4.8
"Total"	"33 years"	"33"	"2012"	"2012"			154	4065562	3.8
	"33 years"	"33"	"2013"	"2013"	"Female"	"F"	45	2156920	2.1
	"33 years"	"33"	"2013"	"2013"	"Male"	"M"	111	2185818	5.1
"Total"	"33 years"	"33"	"2013"	"2013"			156	4342738	3.6
	"33 years"	"33"	"2014"	"2014"	"Female"	"F"	73	2135416	3.4
	"33 years"	"33"	"2014"	"2014"	"Male"	"M"	123	2140697	5.7
"Total"	"33 years"	"33"	"2014"	"2014"			196	4276113	4.6
	"33 years"	"33"	"2015"	"2015"	"Female"	"F"	68	2166123	3.1
	"33 years"	"33"	"2015"	"2015"	"Male"	"M"	167	2175631	7.7
"Total"	"33 years"	"33"	"2015"	"2015"			235	4341754	5.4
	"33 years"	"33"	"2016"	"2016"	"Female"	"F"	81	2164564	3.7
	"33 years"	"33"	"2016"	"2016"	"Male"	"M"	166	2181222	7.6
"Total"	"33 years"	"33"	"2016"	"2016"			247	4345786	5.7
	"33 years"	"33"	"2017"	"2017"	"Female"	"F"	87	2142863	4.1
	"33 years"	"33"	"2017"	"2017"	"Male"	"M"	174	2168114	8.0
"Total"	"33 years"	"33"	"2017"	"2017"			261	4310977	6.1
	"33 years"	"33"	"2018"	"2018"	"Female"	"F"	104	2209229	4.7
	"33 years"	"33"	"2018"	"2018"	"Male"	"M"	170	2252017	7.5
"Total"	"33 years"	"33"	"2018"	"2018"			274	4461246	6.1
	"33 years"	"33"	"2019"	"2019"	"Female"	"F"	129	2189693	5.9
	"33 years"	"33"	"2019"	"2019"	"Male"	"M"	213	2243280	9.5
"Total"	"33 years"	"33"	"2019"	"2019"			342	4432973	7.7
"Total"	"33 years"	"33"					3388	86641153	3.9
	"34 years"	"34"	"1999"	"1999"	"Female"	"F"	52	2176173	2.4
	"34 years"	"34"	"1999"	"1999"	"Male"	"M"	114	2186103	5.2
"Total"	"34 years"	"34"	"1999"	"1999"			166	4362276	3.8
	"34 years"	"34"	"2000"	"2000"	"Female"	"F"	55	2087294	2.6
	"34 years"	"34"	"2000"	"2000"	"Male"	"M"	115	2100855	5.5
"Total"	"34 years"	"34"	"2000"	"2000"			170	4188149	4.1
	"34 years"	"34"	"2001"	"2001"	"Female"	"F"	39	2014086	1.9
	"34 years"	"34"	"2001"	"2001"	"Male"	"M"	100	2019326	5.0
"Total"	"34 years"	"34"	"2001"	"2001"			139	4033412	3.4
	"34 years"	"34"	"2002"	"2002"	"Female"	"F"	45	2007436	2.2
	"34 years"	"34"	"2002"	"2002"	"Male"	"M"	103	2019285	5.1
"Total"	"34 years"	"34"	"2002"	"2002"			148	4026721	3.7
	"34 years"	"34"	"2003"	"2003"	"Female"	"F"	39	2044712	1.9
	"34 years"	"34"	"2003"	"2003"	"Male"	"M"	98	2057870	4.8
"Total"	"34 years"	"34"	"2003"	"2003"			137	4102582	3.3
	"34 years"	"34"	"2004"	"2004"	"Female"	"F"	41	2162454	1.9
	"34 years"	"34"	"2004"	"2004"	"Male"	"M"	112	2186941	5.1
"Total"	"34 years"	"34"	"2004"	"2004"			153	4349395	3.5
	"34 years"	"34"	"2005"	"2005"	"Female"	"F"	34	2137339	1.6
	"34 years"	"34"	"2005"	"2005"	"Male"	"M"	81	2131340	3.8
"Total"	"34 years"	"34"	"2005"	"2005"			115	4268679	2.7
	"34 years"	"34"	"2006"	"2006"	"Female"	"F"	38	2024111	1.9
	"34 years"	"34"	"2006"	"2006"	"Male"	"M"	98	2025038	4.8
"Total"	"34 years"	"34"	"2006"	"2006"			136	4049149	3.4
	"34 years"	"34"	"2007"	"2007"	"Female"	"F"	37	1939082	1.9
	"34 years"	"34"	"2007"	"2007"	"Male"	"M"	128	1932154	6.6
"Total"	"34 years"	"34"	"2007"	"2007"			165	3871236	4.3
	"34 years"	"34"	"2008"	"2008"	"Female"	"F"	41	1897868	2.2
	"34 years"	"34"	"2008"	"2008"	"Male"	"M"	115	1893638	6.1
"Total"	"34 years"	"34"	"2008"	"2008"			156	3791506	4.1
	"34 years"	"34"	"2009"	"2009"	"Female"	"F"	40	1959374	2.0
	"34 years"	"34"	"2009"	"2009"	"Male"	"M"	83	1957125	4.2
